"36","mūtāre","mūt","mūtāre","mūtāv","mūtātus","移動する、除去する、変化する、変わる、変更する、変更する、変態する、変形する、変化する、多様化する、変異する、台無しにする、替える、交換する、物々交換する、売る、放棄する、放棄する、去る","to move, to remove, to alter, to change, to modify, to transform, to vary, to diversify, to mutate, to spoil, to exchange, to barter, to sell, to forsake, to abandon, to leave","1","0","0","0","0","0"
"37","narrāre","narr","narrāre","narrāv","narrātus","関連する、数える、伝える","relate, to narrate, recount, tell","1","0","0","0","0","0"
"38","negāre","neg","negāre","negāv","negātus","拒否する、否定する","deny, refuse, say no","1","0","0","0","0","0"
"39","occupāre","occup","occupāre","occupāv","occupātus","つかむ、占領する、予想する、最初に何かをする","seize, occupy, anticipate, do a thing first, capture","1","0","0","0","0","0"
"40","optāre","opt","optāre","optāv","optātus","選択する、望む","choose, select, wish","1","0","0","0","0","0"
"41","ōrāre","ōr","ōrāre","ōrāv","ōrātus","祈る、懇願する","to beg, pray, beseech","1","0","0","0","0","0"
"42","parāre","par","parāre","parāv","parātus","準備する","prepare, acquire, to ready","1","0","0","0","0","0"
"43","peccāre","pecc","peccāre","peccāv","peccātus","間違う、怪我をする、罪を犯す","commit a wrong, injure, sin","1","0","0","0","0","0"
"44","portāre","port","portāre","portāv","portātus","運ぶ、荷物を運ぶ","carry a load, carry","1","0","0","0","0","0"
"45","prastāre","praest","prastāre","prastitī","prastitus","卓越する、優れる、展示する、見せる","to excel, to exhibit","1","0","0","0","0","0"
"46","probāre","prob","probāre","probāv","probātus","承認する、証明する","approve, prove","1","0","0","0","0","0"
"47","properāre","proper","properāre","properāv","properātus","急ぐ、忙しくする","hasten, speed, hurry","1","0","0","0","0","0"
"48","pugnāre","pugn","pugnāre","pugnāv","pugnātus","戦う","to fight, battle","1","0","0","0","0","0"
"49","putāre","put","putāre","putāv","putātus","知る、考える","think, to know, suppose","1","0","0","0","0","0"
"50","revocāre","revoc","revocāre","revocāv","revocātus","思い出す、取り戻す、撤回する","call back, to recall, take back, withdraw","1","0","0","0","0","0"
"51","rogāre","rog","rogāre","rogāv","rogātus","頼む、求める、尋ねる、頼む、懇願する、懇願する、頼む、聞く","to ask, to ask for, to enquire, to request, to beg, to solicit, to pray to","1","0","0","0","0","0"
"52","servāre","serv","servāre","servāv","servātus","保存する、監視する、守る","save, watch over, guard","1","0","0","0","0","0"
"53","sonāre","son","sonāre","sonuī","sonitus","聞こえる、響く","sound, resound","1","0","0","0","0","0"
"54","spectāre","spect","spectāre","spectāv","spectātus","見る、考える、観察する","look at, consider, see, watch","1","0","0","0","0","0"
"55","spērāre","spēr","spērāre","spērāv","spērātus","望む、希望する","to hope","1","0","0","0","0","0"
"56","stāre","st","stāre","stetī","status","立つ、とどまる","stand","1","0","0","0","0","0"
"57","superāre","super","superāre","superāv","superātus","上にある、優位に立つ、克服する、超える、敗北する","be above, heve the upper hand, overcome, surpass, defeat","1","0","0","0","0","0"
"58","temptāre","tempt","temptāre","temptāv","temptātus","試す、試みる","try, test, attempt","1","0","0","0","0","0"
"59","turbāre","turb","turbāre","turbāv","turbātus","邪魔する、混乱させる、乱す","disturb, confuse","1","0","0","0","0","0"
"60","vacāre","vac","vacāre","vacāv","vacātus","空になる、開く","be empty, open, unoccupied, be free","1","0","0","0","0","0"
"61","vetāre","vet","vetāre","vetāv","vetātus","禁止する、拒む、拒否する","to forbid, to deny, to reject","1","0","0","0","0","0"
"62","vītāre","vīt","vītāre","vītāv","vītātus","避ける","avoid, shun","1","0","0","0","0","0"
"63","vocāre","voc","vocāre","vocāv","vocātus","呼ぶ、召喚する","call,summon","1","0","0","0","0","0"
"64","adhibēre","adhibe","adhibēre","adhibu","adhibitus","申し込みする。適応する","apply","2","0","0","0","0","0"
"65","appārēre","appāre","appārēre","appāru","appāritus","現れる、見えるようになる","appear, become visible","2","0","0","0","0","0"
"66","ārdēre","ārde","ārdēre","ārs","ārsum","燃える、輝く、熱心にする","blaze, glow, be eager","2","0","0","0","0","0"
"67","audēre","aude","audēre",,"ausus","あえてする、熱心である","dare, be eager","2","0","0","0","1","0"
"68","augēre","auge","augēre","aux","auctus","増やす、成長する","increase","2","0","0","0","0","0"
"69","carēre","care","carēre","caru","caritus","不足する、取り除く","lack, get rid of","2","0","0","0","0","0"
"70","cavēre","cave","cavēre","cāv","cautus","警戒する、注意する","be on guard, be careful, beware","2","0","0","0","0","0"
"71","cēnsēre","cēnse","cēnsēre","cēnsu","cēnsus","評価する、考える、決定する","assess, rate, think, decide","2","0","0","0","0","0"
"72","continēre","contine","continēre","continu","contentus","封じ込め、抑制する、抑える","contain, restrain","2","0","0","0","0","0"
"73","dēbēre","dēbe","dēbēre","dēbu","dēbitus","責任を負う、しなければならない、義務がある","owe, be obliged, must","2","0","0","0","0","0"
"74","docēre","doce","docēre","docu","doctus","教える","teach","2","0","0","0","0","0"
"75","dolēre","dole","dolēre","dolu","doltus","悲しむ、苦しむ、傷つける、痛みを与える","feel pain or grief, to grieve, suffer, hurt, give pain","2","0","0","0","0","0"
"76","exercēre","exerce","exercēre","exercu","exercitus","訓練する、練習する、継続する","train, exercise, carry on","2","0","0","0","0","0"
"77","flēre","fle","flēre","flēv","flētus","泣く","weep, cry","2","0","0","0","0","0"
"78","gaudēre","gaude","gaudēre",,"gāvīsus","喜ぶ","rejoice,  be glad","2","0","0","0","1","0"
"79","habēre","habe","habēre","habu","habitus","持つ、つかむ","to have, hold","2","0","0","0","0","0"
"80","iacēre","iace","iacēre","iacu",,"横たわる","lie","2","0","1","0","0","0"
"81","implēre","imple","implēre","implēv","implētus","記入する、いっぱいにする","fill in, fill up, complete","2","0","0","0","0","0"
"82","iubēre","iube","iubēre","iuss","iussum","入札する、注文する、求める、支持する","bid, order, command","2","0","0","0","0","0"
"83","latēre","late","latēre","latu",,"隠されている、隠されている","lie hidden, be hidden","2","0","1","0","0","0"
"84","manēre","mane","manēre","māns","mānsus","残る、期待する、耐える","to remain, expect, endure","2","0","0","0","0","0"
"85","merēre","mere","merēre","meru","meritus","値する、得る、兵士として働く","earn, deserve, merit, serve as a soldier","2","0","0","0","0","0"
"86","miscēre","misce","miscēre","miscu","mixtus","混ぜる","mix","2","0","0","0","0","0"
"87","monēre","mone","monēre","monu","monitus","警告する、助言する、アドバイスする","warn, advise","2","0","0","0","0","0"
"88","movēre","move","movēre","mōv","mōtus","動く、移動する","move","2","0","0","0","0","0"
"89","nocēre","noce","nocēre","nocu","nocitus","傷つける","harm, hurt","2","0","0","0","0","0"
"90","pārēre","pāre","pārēre","pāru","paritus","現れる、従う","to appear, to obey","2","0","1","0","0","0"
"91","patēre","pate","patēre","patu",,"開いている、伸びている、明白である、または明白である","lie open, extend, be evident or obvious","2","0","1","0","0","0"
"92","pertinēre","pertine","pertinēre","pertinu","pertintus","拡大する、到達する、参照する、関係する、のビジネスになる","extend over, reach, refer to, pertain to, be the business of","2","0","0","0","0","0"
"93","placēre","place","placēre","placu","placitus","喜ばせる","please","2","0","0","0","0","0"
"94","praebēre","praebe","praebēre","praebu","praebitus","提供する、供給する、レンダリング","offer, furnish, supply, render, provide","2","0","0","0","0","0"
"95","prohibēre","prohibe","prohibēre","prohibu","prohibitus","抑制する、遠ざける、止める","restrain, keep away, stop","2","0","0","0","0","0"
"96","respondēre","responde","respondēre","respond","respōnsus","答える、返事をする","answer, reply","2","0","0","0","0","0"
"97","retinēre","retine","retinēre","retinu","retentus","控える","to hold back, withold, keep","2","0","0","0","0","0"
"98","sedēre","sede","sedēre","sēd","sessus","座る","sit","2","0","0","0","0","0"
"99","solēre","sole","solēre","solu","solitus","慣れる","be accustomed to, usually","2","0","0","0","0","0"
"100","solvere","solv","solvere","solv","solūtus","緩める、解放する、捨てる、出航する、解き放つ、自由にする","loosen, release, cast off, set sail, free","2","0","0","0","0","0"
"101","studēre","stude","studēre","studu",,"熱心に、熱心に、世話をする","be eager, be zealous, care for","2","0","1","0","0","0"
"102","sustinēre","sustine","sustinēre","sustinu","sustenitus","持ちこたえ、維持する","hold up, sustain","2","0","0","0","0","0"
"103","tacēre","tace","tacēre","tacu","tacitus","静かにする","be silent","2","0","0","0","0","0"
"104","tenēre","tene","tenēre","tenu","tenitus","保持する、手に持つ","hold, keep","2","0","0","0","0","0"
"105","terrēre","terre","terrēre","terru","territus","怖がらせる","terrify, frighten","2","0","0","0","0","0"
"106","timēre","time","timēre","timu",,"恐れる、恐れる","to fear, to dread","2","0","1","0","0","0"
"107","valēre","vale","valēre","valu","valitus","強くなる、元気になる、卓越する、有効である","to be strong, be well, excel, be valid","2","0","1","0","0","0"
"108","vidēre","vide","vidēre","vīd","vīsus","見る、のようだ","see,seem","2","0","0","0","0","0"
"109","accēdere","accēd","accēdere","access","accessus","向かう、近づく、接近する、到達する、前進する、攻撃する、追加される、参加する、同意する、同意する、同意する、同意する、同意する、似ている 、似る、類似する、入る、着手する、起こる、降りかかる","to go toward, to come toward, to approach, to reach, to advance, to attack, to be added, to join, to give assent to, to accede to, to assent to, to agree with, to approve of, to resemble, to enter upon, to undertake, to happen, to befall","3","0","0","0","0","0"
"110","accidere","accid","accidere","accid",,"落ちる、起こる","fall,happen","3","0","1","0","0","0"
"111","addere","add","addere","addid","additus","追加する、置く、置く、人を置く、物を別の人に置く、取得する、持ってくる、追加する、加算する、足す","to add, to put, to place, to lay person, to lay thing to another, to acquire, to bring to, to add to, to annex, to augment","3","0","0","0","0","0"
"112","addūcere","addūc","addūcere","addūx","adductus","導く、誘発する","lead to, induce","3","0","0","0","0","0"
"113","advertere","advert","advertere","advert","adversus","向く、向きを変える、操縦する、操舵する、注意を向ける、注意を引く","to turn to, to turn towards, to steer, to pilot, to give attention to, to draw attention to","3","0","0","0","0","0"
"114","agere","ag","agere","ēg","āctus","行動する、振る舞う、行う、作る、自己主張する、議論する、協議する、結果を出す、達成する、達成する、扱う、取引する、行動する、遊ぶ、実行する、実行する、取引する、 実行する、管理する、管理する、指示する、導く、治める、推進する、駆り立てる、移動する、押す、動かす、実行する、議論する、討論する、熟考する、嘆願する、 考える、専念する、狙う、手に入れる、刺激する、刺激する、引き起こす、誘導する、妨害する、動揺させる、悩ませる、導く、追いかける、追求する、駆り立てる で、奪う、盗む、略奪する、運び去る、渡す、費やす、導く、殺す、殺す、出す、芽を出す、伸ばす、法廷を開く、進む、引き起こす、問題になる","to act, to behave, to do, to make, to egotiate, to discuss, to confer, to effect, to accomplish, to achieve, to treat, to deal, toact, to play, to perform, to perform, to transact, to conduct, to manage, to administer, to direct, to guide, to govern, to drive, to impel, to move, to push, to put in motion, to conduct, to discuss, to debate, to deliberate, to plead, to think upon, to be occupied with, to aim at, to get at, to stir up, to excite, to cause, to induce, to disturb, to agitate, to vex, to lead, to chase, to pursue, to drive at, to rob, to steal, to plunder, to carry off, to pass, to spend, to lead, to slay, to kill, to put forth, to sprout, to extend, to hold court, to go on, to take place, to be at issue","3","0","0","0","0","0"
"115","alere","al","alere","alu","alitus","栄養を与える、餌を与える","nourish","3","0","0","0","0","0"
"116","āmittere","āmitt","āmittere","āmīs","āmissus","手放す、送る、失う","let go, send away, to lose","3","0","0","0","0","0"
"117","ascendere","ascend","ascendere","ascend","ascēnsus","登る、上る、昇る、上昇する","climb up, ascend","3","0","0","0","0","0"
"118","cadere","cad","cadere","cecid","cāsus","落ちる、落ちる、戦いに落ちる、死ぬ、殺される、挫折する、実を結ばない、実を結ばない、価値がある、価値がある、滅びる、消える、止まる、腐敗する、衰える、治まる、死ぬ、似合う、適する、陥る、陥る、起こる、発生する","to fall, to fall out, to fall in battle, to die, to be slain, to be frustrated, to am fruitless, to remain fruitless, to worth, to value, to perish, to vanish, to cease, to decay, to abate, to subside, to die away, to suit, to be suitable for, to fall under, to come under, to happen, to occur, to befall, to fall upon, to fall to, to turn out, to come to pass","3","0","0","0","0","0"
"119","caedere","caed","caedere","cecīd","caesus","切る、切断する、倒す、打つ、殴る、殺す、殺害する、断固として倒す","to cut, to hew, to fell, to strike, to beat, to kill, to murder, to defeat decisively","3","0","0","0","0","0"
"120","canere","can","canere","cecin","cantus","歌う、朗読する、鳴らす、演奏する、吹く、予言する、予測する、予言する、ミサを祝う、ふりをする、音楽を作る、唱える、怒鳴る、響き渡る","to sing, to recite, to sound, to play, to blow, to foretell, to predict, to prophesy, to celebrate Mass, to pretend, to make music, to chant, to hoot, to resound","3","0","0","0","0","0"
"121","cēdere","cēd","cēdere","cess","cessus","行く、移動する、進行する、進む、移動する、結果をもたらす、判明する、起こる、撤回する、出発する、引退する、から離れる、消える、去る、消える 、渡す、経過する、譲る、譲る、譲る、譲る、道を譲る、譲歩する、あきらめる、許可する、誰かに何かを許可する、付与する、降伏する 、譲る、落ちる、発生する、来る、なる、変わる、同等になる、同等になる","to go, to move, to proceed, to go along, to move along, to result, to turn out, to happen, to withdraw, to depart, to retire, to go away from, to disappear, to pass away, to vanish, to pass, to elapse, to cede, to give in to, to yield to, to step aside for, to give way to, to concede, to give up, to allow, to permit something to someone, to grant, to surrender, to yield, to fall to, to accrue to, to come to, to become, to turn into, to be equivalent of, to become equivalent of","3","0","0","0","0","0"
"122","cernere","cern","cernere","crēv","crētus","区別する、分割する、分離する、選別する、知覚する、見る、解する、識別する、考慮する、理解する、決定する、決める","to distinguish, to divide, to separate, to sift, to perceive, to see, to comprehend, to discern, to regard, to understand, to decide","3","0","0","0","0","0"
"123","cingere","cing","cingere","cīnx","cīnctus","囲む、防衛する、守る","encircle, surround, gird","3","0","0","0","0","0"
"124","claudere","claud","claudere","claus","clausus","閉じる、ブロックする","close, shut, block","3","0","0","0","0","0"
"125","cōgnōscere","cōgnōsc","cōgnōscere","cōgnōv","cōgnitus","学ぶ、知る、知り合う、認識する、解する、知る、知覚する、理解する、性交する","to learn, to get to know, to be acquainted, to recognize, to apprehend, to know, to perceive, to understand, to have sex with","3","0","0","0","0","0"
"126","cōgere","cōg","cōgere","coēg","coāctus","一緒に運転する、強いる","drive together; compel","3","0","0","0","0","0"
"127","colligere","collig","colligere","collēg","colliglēctus","集める、引く、集める、集める、集積する、収集する、拾う、収縮する、引き上げる、圧縮する、濃縮する、収穫する、濃くする、濃くする、まとめる、まとめる、得る、獲得する、取得する、生産する、収集する、考える、重さを量る、検討する、推測する、結論を出す、推測する、自分自身を収集する、自分自身を構成する、 勇気を取り戻す、決意を取り戻す","to gather, to draw, to bring together, to collect together, to assemble, to pick up, to contract, to draw up, to compress, to concentrate, to  harvest, to make thick, to thicken, to bind together, to mass together, to get, to gain, to acquire, to produce, to collect, to think upon, to weigh, to consider, to deduce, to conclude, to infer, to collect oneself, to compose oneself, to recover ones courage, to recover ones resolution, to amount to, to come to, to extend, to be reckoned","3","0","0","0","0","0"
"128","colere","col","colere","colu","cultus","住む、育てる、耕す、耕作する、崇拝する","to till, farm, inhabit, cultivate, worship","3","0","0","0","0","0"
"129","conmittere","committ","conmittere","conmīs","conmissus","参加する、委託する。実行する","join, entrust to, perform, do","3","0","0","0","0","0"
"130","conpōnere","compōn","conpōnere","conposu","conpositus","構築する、構築する、配置する","build, construct, arrange","3","0","0","0","0","0"
"131","concēdere","concēd","concēdere","concess","concessus","付与する、撤退する、退く","to yield, to withdraw, to grant","3","0","0","0","0","0"
"132","condere","cond","condere","condid","conditus","組み立てる、構築する、確立する、形成する、形作る、作る、構築する、片付ける、貯える、宝にする、保存する、挿入する、埋める、隠す、隠す、 秘密にする、深く突っ込む、深く突っ込む、突っ込む、終わらせる、終わらせる","to put together, to build, to establish, to form, to fashion, to make, to construct, to put away, to store up, to treasure up, to preserve, to inter, to bury, to conceal, to hide, to secret, to thrust in deep, to strike in deep, to plunge, to bring to end, to conclude","3","0","0","0","0","0"
"133","consistere","cōnsist","consistere","constit","cōnstitus","止まる、立つ、停止する、一時停止する、長引く、固まる、同意する、依存する、継続する、耐える、存続する、存在する","to stop, to stand, to halt, to pause, to linger, to harden, to agree with, to depend on, to continue, to endure, to subsist, to exist","3","0","1","0","0","0"
"134","cōnstituere","cōnstitu","cōnstituere","cōnstitū","cōnstitūtus","配置する、配置する、配置する、配置する、設定する、確立する、構成する、発見する、構築する、立てる、構築する、並べる、配置する、注文する、熟考する、決定する、 解決する、指名する、任命する、選出する","to place, to put, to locate, to lay, to set up, to establish, to constitute, to found, to build, to erect, to construct, to line up, to deploy, to order, to deliberate, to decide, to resolve, to nominate, to appoint, to elect","3","0","0","0","0","0"
"135","consulere","cōnsul","consulere","consulu","consultus","相談する、計画する","consult, plan, consider the interests of","3","0","0","0","0","0"
"136","consūmere","cōnsūm","consūmere","consūmps","consūmptus","消費する、食べる、使い切る、消費する","to use up, consume, eat","3","0","0","0","0","0"
"137","contemnere","contemn","contemnere","contemps","contemptus","軽蔑する、蔑む、無視する、軽視する、謙虚にする","to scorn, to despise, to disparage, to disregard, to think little of, to humble","3","0","0","0","0","0"
"138","contingere","conting","contingere","contig","contactus","四方八方に触れる、接触する、到達する、到達する、到達する、到達する、出会う、触れる、伸びる、接する、到達する、近づく、 隣接する、隣接する、攻撃する、触れる、影響を与える、つかむ、移動する、汚染に触れる、汚染する、汚れる、汚す、汚染する、自分の土地に落ちる、 得る、起こる、判明する、実現する","to touch on all sides, to come into contact with, to reach, to attain to, to come to, to arrive at, to meet with, to touch, to extend to, to border upon, to reach, to be near to, to be neighbouring to, to be contiguous to, to strike, to touch, to affect, to seize upon, to move, to touch with pollution, to pollute, to stain, to defile, to contaminate, to fall to my lot, to obtain, to happen, to turn out, to come to pass","3","0","0","0","0","0"
"139","convertere","convert","convertere","convert","conversus","向きを変える、向く、変化する、変換する","turn about, turn, to change, to convert","3","0","0","0","0","0"
"140","conrumpere","corrump","conrumpere","conrūp","conruptus","解散する、破壊する、破滅する","break up, destroy, ruin","3","0","0","0","0","0"
"141","crēdere","crēd","crēdere","crēdid","crēditus","信じる、信頼する、信用する、打ち明ける、信頼する、考える、想像する、仮定する、想定する、コミットする、委託する、貸す、貸す","to believe, to trust in, to give credence to, to confide in, to have confidence in, to think, to imagine, to suppose, to assume, to commit, to consign, to lend, to loan","3","0","0","0","0","0"
"142","crēscere","crēsc","crēscere","crēv","crētus","上昇する、成長する、成長する、繁栄する、繁栄する、増加する、増殖する、増加する、現れる、見えるようになる、湧き出る、発生する、出現する","to rise, to grow, to grow up, to prosper, to thrive, to increase, to multiply, to augment, to come to be, to become visible, to spring from, to arise, to come forth","3","0","0","0","0","0"
"143","currere","curr","currere","cucurr","cursus","走る、急ぐ、急ぐ、スピードを出す、移動する、移行する、進行する、通り抜ける、横断する","to run, to hurry, to hasten, to speed, to move, to travel, to proceed, to travel through, to traverse","3","0","0","0","0","0"
"144","dēcernere","dēcern","dēcernere","dēcrēv","dēcrētus","決定する、決める、解決する、決定する、決定する、判断する、宣言する、決定する、何かに投票する、戦う、戦う、争う","to decide, to decide upon, to settle, to determine, to decide, to judge, to declare, to decree, to vote for something, to fight, to combat, to contend","3","0","0","0","0","0"
"145","dēdūcere","dēdūc","dēdūcere","dēdūx","dēductus","打ち上げ、先導する","launch, lead away","3","0","0","0","0","0"
"147","dēscendere","dēscend","dēscendere","dēscend","dēscēnsus","降りる、降りてくる","climb down, descend, come down","3","0","0","0","0","0"
"148","dēserere","dēser","dēserere","dēseru","dēsertus","去る、放棄する、捨てる","leave, desert, abandon","3","0","0","0","0","0"
"149","dēsinere","dēsin","dēsinere","dēsi","dēsitus","やめる、あきらめる、あきらめる、やめる、やめる、やめる、終わらせる、閉じる、終わらせる","to leave off, to give over, to give up, to cease, to desist, to stop, to end, to close, to make end","3","0","0","0","0","0"
"150","dīcere","dīc","dīcere","dīx","dictus","言う、謂う、話す、名前を付ける","to say, tell, speak, name","3","0","0","0","0","0"
"151","dīligere","dīlig","dīligere","dīlēx","dīlēctus","尊敬する、選ぶ、大切にする、愛する","to respect, esteem, choose, cherish, love","3","0","0","0","0","0"
"152","dīmittere","dīmitt","dīmittere","dīmīs","dīmissus","送り出す、却下する、解放する、放つ、解き放つ","to send away, to release","3","0","0","0","0","0"
"153","discēdere","discēd","discēdere","discēd","discessus","離れる、出発する","go away, to depart","3","0","0","0","0","0"
"154","discere","disc","diere","didic","discitus","学ぶ、学習する、教える、勉強する、練習する","to learn, to teach, to study, to practice","3","0","0","0","0","0"
"155","dīvidere","dīvid","dīvidere","dīvīs","dīvīsus","分割する、分離する、分ける","to divide, to separate","3","0","0","0","0","0"
"156","dūcere","dūc","dūcere","dūx","ductus","率いる、考慮する、みなす","lead, consider, regard","3","0","0","0","0","0"
"157","ēdīcere","ēdīc","ēdīcere","ēdīx","ēdictus","宣言する","declare","3","0","0","0","0","0"
"158","ēdere","ēd","ēdere","ēdid","ēditus","与える、出す、出す、排出する、排出する、生産する、産む、産む、与える、形成する、生む、出す、出版する、海外に広める 流通する、説明する、述べる、関係する、伝える、開示する、届ける、発表する、宣言する、生産する、実行する、示す、与える、もたらす、引き起こす、持ち上げる、引き上げる、 高める","to give out, to put forth, to bring forth, to eject, to discharge, to produce, to bear, to give birth to, to yield, to form, to beget, to put forth, to publish, to spread abroad, to circulate, to set forth, to relate, to tell, to disclose, to deliver, to announce, to declare, to produce, to perform, to show, to inflict, to bring about, to cause, to raise up, to lift, to elevate","3","0","0","0","0","0"
"159","ēdūcere","ēdūc","ēdūcere","ēdūx","ēductus","導く、指導する","lead forth","3","0","0","0","0","0"
"160","effundere","effund","effundere","effūd","effūsus","注ぎ出す","to pour out","3","0","0","0","0","0"
"161","ēligere","ēlig","ēligere","ēlēg","ēlēctus","選ぶ、選択する","to pick out, to choose, to select","3","0","0","0","0","0"
"162","exigere","exig","exigere","exēg","exāctus","追い出す、追放する、要求する、要求する、強制する、厳密にする、実行する、仕事を完了する、基準に照らして測定する、秤量する、決定する、発見する、確認する、調べる、検討する、 テストする、耐える、経験する、費やす、通過する、終わりをもたらす、結論を下す、終了する、完了する","to drive out, to expel, to demand, to require, to enforce, to exact, to execute, to complete task, to measure against standard, to weigh, to determine, to find out, to ascertain, to examine, to consider, to test, to endure, to undergo, to spend, to pass, to bring to an end, to conclude, to finish, to complete","3","0","0","0","0","0"
"163","fallere","fall","fallere","fefell","falsus","欺く、だます、ごまかす、失望させる、過ちを犯す、誤解される、自分を欺く、気付かれない、見えない、なだめる、騙す、偽って誓う、偽証する","to deceive, to trick, to cheat, to disappoint, to mistake, to be mistaken, to deceive oneself, to escape notice of, to be unseen, to appease, to beguile, to swear falsely, to perjure","3","0","0","0","0","0"
"164","fingere","fing","fingere","fīnx","fīctus","形成する、発明する","shape, invent","3","0","0","0","0","0"
"165","fluere","flu","fluere","flūx","flūxus","流れる","to flow","3","0","0","0","0","0"
"166","frangere","frang","frangere","frēg","frāctus","砕く、粉々にする、粉砕する、小さくする、弱める","to break, to shatter, to break up into pieces, to reduce, to weaken","3","0","0","0","0","0"
"167","fundere","fund","fundere","fūd","fūsus","注ぐ、まき散らす、こぼす、潰す","to pour, to scatter, to shed, to rout","3","0","0","0","0","0"
