"47","Πτολεμαϊκος",Πτολεμαϊκ,1-2,,,0
"48","Σάμιος",Σάμι,1-2,,,0
"49","Σήστιος",Σήστι,1-2,,,0
"50","Σίπυλος",Σίπυλ,1-2,,,0
"51","Σαβάζιος",Σαβάζι,1-2,,,0
"52","Σαρωνικος",Σαρωνικ,1-2,,,0
"53","Σικελος",Σικελ,1-2,,,0
"54","Σικυώνιος",Σικυώνι,1-2,,,0
"55","Σοφόκλειος",Σοφόκλει,1-2,,,0
"56","Στωϊκος",Στωϊκ,1-2,,,0
"57","Συρακόσιος",Συρακόσι,1-2,,,0
"58","Συρικος",Συρικ,1-2,,,0
"59","Σωκρατικος",Σωκρατικ,1-2,,,0
"60","Τάφιος",Τάφι,1-2,,,0
"61","Τιταρήσιος",Τιταρήσι,1-2,,,0
"62","Τραπεζούντιος",Τραπεζούντι,1-2,,,0
"63","Τροιζήνιος",Τροιζήνι,1-2,,,0
"64","Τρωϊκος",Τρωϊκ,1-2,,,0
"65","Τρώϊος",Τρώϊ,1-2,,,0
"66","Τρῳος",Τρῳ,1-2,,,0
"67","Φλειάσιος",Φλειάσι,1-2,,,0
"68","Χανααναῖος",Χανααναῖ,1-2,,,0
"69","Χριστεπώνυμος",Χριστεπώνυμ,1-2,,,0
"70","Χριστιανικος",Χριστιανικ,1-2,,,0
"71","Χῖος",Χῖ,1-2,,,0
"72","αἰγίοχος",αἰγίοχ,1-2,聖人,saint,0
"73","αἰγείρινος",αἰγείριν,1-2,アイギリヌス,Aegirinus,0
"74","αἰγοπρόσωπος",αἰγοπρόσωπ,1-2,ヤギの顔,goat face,0
"75","αἰδοῖος",αἰδοῖ,1-2,ἀδοῖος,ἀδοῖος,0
"76","αἰείμνηστος",αἰείμνηστ,1-2,故人,deceased,0
"77","αἰζηος",αἰζη,1-2,アイジウス,Aezius,0
"78","αἰθαλίων",αἰθαλίοντ,3nt,不滅の,of immortals,0
"79","αἰθαλόεις",αἰθαλόεντ,3nt,あなたが愛する,you love,0
"80","αἰθαλος",αἰθαλ,1-2,緑,green,0
"81","αἰνος",αἰν,1-2,ἀνος,ἀνος,0
"82","αἰολόπωλος",αἰολόπωλ,1-2,雑食,omnivorous,0
"83","αἰολόστομος",αἰολόστομ,1-2,エアロストマ,aeolostomous,0
"84","αἰπεινος",αἰπειν,1-2,恥ずかしい,shameful,0
"85","αἰπος",αἰπ,1-2,猿,monkey,0
"86","αἰπύς",αἰπ,4u,aypys,aypys,0
"87","αἰσθητικος",αἰσθητικ,1-2,美的,aesthetic,0
"88","αἰσχρος",αἰσχρ,1-2,わいせつな,obscene,0
"89","αἰτητος",αἰτητ,1-2,病気,sick,0
"90","αἰτιατικος",αἰτιατικ,1-2,因果関係,causal,0
"91","αἰχμάλωτος",αἰχμάλωτ,1-2,キャプティブ,captive,0
"92","αἰόλος",αἰόλ,1-2,アイオロス,Aeolus,0
"93","αἰώνιος",αἰώνι,1-2,永遠,eternal,0
"94","αἱμάτινος",αἱμάτιν,1-2,上半身裸,shirtless,0
"95","αἱματόεις",αἱματόεντ,3nt,流血,bloody,0
"96","αἱμοφόβος",αἱμοφόβ,1-2,血に飢えた,bloodthirsty,0
"97","αἴγινος",αἴγιν,1-2,聖なる,holy,0
"98","αἴθαλος",αἴθαλ,1-2,常緑,evergreen,0
"99","αἴθινος",αἴθιν,1-2,ナチュラル,natural,0
"100","αἴρινος",αἴριν,1-2,風通しの良い,airy,0
"101","αἴσιμος",αἴσιμ,1-2,美味しい,delicious,0
"102","αἴσυλος",αἴσυλ,1-2,亡命,asylum,0
"103","αἴτιος",αἴτι,1-2,原因,causative,0
"104","αἶθοψ",αἶθοπ,3s,公園,garden,0
"105","αὐδήεις",αὐδήεντ,3nt,あなたが聞く,you hear,0
"106","αὐθεντικος",αὐθεντικ,1-2,本物,authentic,0
"107","αὐλικος",αὐλικ,1-2,廷臣,courtier,0
"108","αὐστηρος",αὐστηρ,1-2,厳しい,strict,0
"109","αὐτάρκος",αὐτάρκ,3i,自走式,self-propelled,0
"110","αὐτεπάγγελτος",αὐτεπάγγελτ,1-2,元従業員,ex-employee,0
"111","αὐτοκρατος",αὐτοκρατ,3i,天皇,emperor,0
"112","αὐτοπαγος",αὐτοπαγ,3i,自己凍結,self-freezing,0
"113","αὐτόματος",αὐτόματ,1-2,自動,automatic,0
"114","αὐτόνομος",αὐτόνομ,1-2,自律神経,autonomic,0
"115","αὐτόχθων",αὐτόχθοντ,3nt,土着の,indigenous,0
"116","αὐχμηρος",αὐχμηρ,1-2,酸っぱい,sour,0
"117","αὑτος",αὑτ,1-2,彼,he,0
"118","αὔξιμος",αὔξιμ,1-2,増加している,increasing,0
"119","βάναυσος",βάναυσ,1-2,残忍な,brutal,0
"120","βάρβαρος",βάρβαρ,1-2,野蛮人,barbarian,0
"121","βάσκανος",βάσκαν,1-2,バスク語,Basque,0
"122","βέβαιος",βέβαι,1-2,承知しました,sure,0
"123","βέβηλος",βέβηλ,1-2,冒涜的な,profane,0
"124","βίαιος",βίαι,1-2,暴力的な,violent,0
"125","βαγαῖος",βαγαῖ,1-2,悲しい,sad,0
"126","βαθυδίνος",βαθυδίν,3i,深い,profound,0
"127","βαθυπόλεμος",βαθυπόλεμ,1-2,深い戦争,deep war,0
"128","βαθύβουλος",βαθύβουλ,1-2,深い,profound,0
"129","βαθύδενδρος",βαθύδενδρ,1-2,深い木,deep tree,0
"130","βαθύκολπος",βαθύκολπ,1-2,深洞,deep sinus,0
"131","βαθύς",βαθ,4u,深い,deep,0
"132","βαθύσχοινος",βαθύσχοιν,1-2,深いロープ,deep rope,0
"133","βαιος",βαι,1-2,地獄,hell,0
"134","βαλάνινος",βαλάνιν,1-2,バラニーノ,balanino,0
"135","βαλανηφάγος",βαλανηφάγ,1-2,エッグイーター,egg eater,0
"136","βαλαύστρινος",βαλαύστριν,1-2,バラウストリン,Balaustrine,0
"137","βαλιος",βαλι,1-2,バリオス,valios,0
"138","βαμβάκινος",βαμβάκιν,1-2,コットン,cotton,0
"139","βαρβαρικος",βαρβαρικ,1-2,野蛮な,barbaric,0
"140","βαρύς",βαρ,4u,重い,heavy,0
"141","βαρύτονος",βαρύτον,1-2,バリトン,baritone,0
"142","βασίλειος",βασίλει,1-2,バジル,basil,0
"143","βασιλικος",βασιλικ,1-2,王立,royal,0
"144","βατος",βατ,1-2,野ばら,bramble,0
"145","βαυκος",βαυκ,1-2,牛,cow,0
"146","βαφικος",βαφικ,1-2,色素沈着,pigmentary,0
"147","βδελυρος",βδελυρ,1-2,恐ろしいです,hideous,0
"148","βεβρος",βεβρ,1-2,モル,mole,0
"149","βιαστέος",βιαστέ,1-2,急いで,in a hurry,0
"150","βλάσφημος",βλάσφημ,1-2,冒涜的な,blasphemous,0
"151","βλαβερος",βλαβερ,1-2,危害を与える,harmful,0
"152","βλαδύς",βλαδ,4u,ヴラディス,vladys,0
"153","βλαισος",βλαισ,1-2,冒涜,blasphemy,0
"154","βλαπτικος",βλαπτικ,1-2,危害を与える,harmful,0
"155","βλιστηρίς",βλιστηρίδ,3con,水ぶくれ,blistiris,0
"156","βλοσυρος",βλοσυρ,1-2,船尾,stern,0
"157","βλωθρος",βλωθρ,1-2,ハゲタカ,vulture,0
"158","βοηθόος",βοηθό,1-2,ヘルパー,helper,0
"159","βοηθος",βοηθ,1-2,アシスタント,assistant,0
"160","βομβύκινος",βομβύκιν,1-2,クモの巣,cobweb,0
"161","βουδόρος",βουδόρ,1-2,粉,powder,0
"162","βουκολικος",βουκολικ,1-2,牧歌的な,bucolic,0
"163","βουλευτος",βουλευτ,1-2,国会議員,Member of Parliament,0
"164","βουληφόρος",βουληφόρ,1-2,大通り,boulevard,0
"165","βουπόρος",βουπόρ,1-2,ブポロ,buporo,0
"166","βουτρόφος",βουτρόφ,1-2,バターカップ,buttercup,0
"167","βουτύρινος",βουτύριν,1-2,バターのような,buttery,0
"168","βοῶπις",βοῶπῐδ,3con,ブーピス,boopis,0
"169","βραδύς",βραδ,4u,スロー,slow,0
"170","βραχυδάκτυλος",βραχυδάκτυλ,1-2,短指症,brachydactyl,0
"171","βραχύς",βραχ,4u,短い,short,0
"172","βριθύς",βριθ,4u,ホット,hot,0
"173","βρικόν",βρικόν,3con,ブリコン,bricon,0
"174","βροτολοιγος",βροτολοιγ,1-2,冒涜的な,blasphemous,0
"175","βροτόεις",βροτόεντ,3nt,あなたは聞こえる,you sound,0
"176","βρωτικος",βρωτικ,1-2,臭い,stinky,0
"177","βρύτινος",βρύτιν,1-2,ブルーティヌス,brutinus,0
"178","βυβος",βυβ,1-2,おっぱい,boob,0
"179","βυζόν",βυζόν,3con,バイソン,bison,0
"180","βωλοκόπος",βωλοκόπ,1-2,ブルドーザー,bulldozer,0
"181","βόειος",βόει,1-2,ウシ,bovine,0
"182","βόρειος",βόρει,1-2,北,north,0
"183","βόϊνος",βόϊν,1-2,ウシ,bovine,0
"184","βύβλινος",βύβλιν,1-2,聖書的な,biblical,0
"185","βύρσινος",βύρσιν,1-2,日焼けした,tanned,0
"186","βύσσινος",βύσσιν,1-2,チェリー,cherry,0
"187","βώλινος",βώλιν,1-2,強い,strong,0
"188","γήινος",γήιν,1-2,素朴な,earthy,0
"189","γαιήοχος",γαιήοχ,1-2,地球人,Earthling,0
"190","γαλάκτινος",γαλάκτιν,1-2,ミルキー,milky,0
"191","γαλακτοφάγος",γαλακτοφάγ,1-2,ミルクイーター,milk eater,0
"192","γαληνος",γαλην,1-2,落ち着いて,calm,0
"193","γαμήλιος",γαμήλι,1-2,結婚式,wedding,0
"194","γαμικος",γαμικ,1-2,夫婦の,matrimonial,0
"195","γαμψος",γαμψ,1-2,義理の息子,son-in-law,0
"196","γαμψῶνυξ",γαμψῶνυκ,3s,結婚,marriage,0
"197","γαστρίμαργος",γαστρίμαργ,1-2,料理,cook,0
"198","γαυσος",γαυσ,1-2,ガウス,gauss,0
"199","γαῦρος",γαῦρ,1-2,アンチョビ,anchovy,0
"200","γελοῖος",γελοῖ,1-2,ばかげている,ridiculous,0
"201","γελσόν",γελσόν,3con,笑う,laugh,0
"202","γενέθλιος",γενέθλι,1-2,出生,natal,0
"203","γενεαλογικος",γενεαλογικ,1-2,系図,genealogical,0
"204","γενεθλιακος",γενεθλιακ,1-2,お誕生日,birthday,0
"205","γενικος",γενικ,1-2,全般的,general,0
"206","γενναῖος",γενναῖ,1-2,勇敢,brave,0
"207","γεραιος",γεραι,1-2,老人,old man,0
"208","γεραρος",γεραρ,1-2,クレーン,crane,0
"209","γεργέριμος",γεργέριμ,1-2,老人,old man,0
"210","γεωργος",γεωργ,1-2,農家,farmer,0
"211","γιγγράϊνος",γιγγράϊν,1-2,壊疽,gangrene,0
"212","γιλος",γιλ,1-2,ギロス,gilos,0
"213","γλίσχρος",γλίσχρ,1-2,わずかな,meager,0
"214","γλαυκος",γλαυκ,1-2,青々とした,glaucous,0
"215","γλαυκῶπις",γλαυκῶπῐδ,3con,グラウコピス,glaucopis,0
"216","γλαφυρος",γλαφυρ,1-2,スムーズ,smooth,0
"217","γλαύκινος",γλαύκιν,1-2,グラウキヌス,Glaucinus,0
"218","γλοιος",γλοι,1-2,スライム,slime,0
"219","γλυκερος",γλυκερ,1-2,甘い,sweeter,0
"220","γλυκύπικρος",γλυκύπικρ,1-2,ほろ苦い,bittersweet,0
"221","γλυκύς",γλυκ,4u,甘い,sweet,0
"222","γλυκύφθογγος",γλυκύφθογγ,1-2,甘党,sweet tooth,0
"223","γλυπτος",γλυπτ,1-2,彫刻,sculpture,0
"224","γναμπτος",γναμπτ,1-2,ナブトス,gnabtos,0
"225","γνωμονικος",γνωμονικ,1-2,知識豊富,knowledgeable,0
"226","γνωστικος",γνωστικ,1-2,知り合い,acquaintance,0
"227","γνωτος",γνωτ,1-2,知られている,known,0
"228","γνώριμος",γνώριμ,1-2,知り合い,acquaintance,0
"229","γογγύλος",γογγύλ,1-2,カブ,turnip,0
"230","γοεδνος",γοεδν,1-2,ゴドノス,goednos,0
"231","γονυπετος",γονυπετ,3i,ひざまずく,kneeling,0
"232","γοργος",γοργ,1-2,ガタガタ,rattling,0
"233","γραμματικος",γραμματικ,1-2,文法学者,grammarian,0
"234","γραμμικος",γραμμικ,1-2,線形,linear,0
"235","γραπτος",γραπτ,1-2,書かれた,written,0
"236","γραφικος",γραφικ,1-2,グラフィック,graphic,0
"237","γυιος",γυι,1-2,息子,son,0
"238","γυμνος",γυμν,1-2,裸,naked,0
"239","γυναικεῖος",γυναικεῖ,1-2,女性,female,0
"240","γόνιμος",γόνιμ,1-2,肥沃な,fertile,0
"241","γύπινος",γύπιν,1-2,ハゲタカ,vulture,0
"242","γύψινος",γύψιν,1-2,石膏,gypsum,0
"243","δάφνινος",δάφνιν,1-2,月桂樹,laurel,0
"244","δάϊος",δάϊ,1-2,神様,god,0
"245","δέκατος",δέκατ,1-2,10分の1,tenth,0
"246","δέλτος",δέλτ,1-2,デルタ,delta,0
"247","δένδρινος",δένδριν,1-2,ウッディ,woody,0
"248","δήμιος",δήμι,1-2,死刑執行人,executioner,0
"249","δήϊος",δήϊ,1-2,デイオス,deios,0
"250","δίδυμος",δίδυμ,1-2,ツイン,twin,0
"251","δίκαιος",δίκαι,1-2,公平,fair,0
"252","δίκροος",δίκρο,1-2,ダブル,double,0
"253","δίκροτος",δίκροτ,1-2,ダブル,double,0
"254","δίμιτος",δίμιτ,1-2,あや織り,twilled,0
"255","δίοπος",δίοπ,1-2,伍長,corporal,0
"256","δίπτερος",δίπτερ,1-2,双翅的な,dipterous,0
"257","δίφθογγος",δίφθογγ,1-2,二重母音,diphthong,0
"258","δαΐφρων",δαΐφροντ,3nt,ダイフロン,daifron,0
"259","δαίδαλος",δαίδαλ,1-2,ダイダロス,Daedalus,0
"260","δαιμονιακος",δαιμονιακ,1-2,悪魔的な,demoniac,0
"261","δαιμόνιος",δαιμόνι,1-2,独創的な,ingenious,0
"262","δακτυλοειδος",δακτυλοειδ,3i,ダクチリフォルム,Dactyliforme,0
"263","δαρτος",δαρτ,1-2,ダーツ,dart,0
"264","δασύμαλλος",δασύμαλλ,1-2,毛むくじゃらの髪,shaggy haired,0
"265","δασύς",δασ,4u,毛むくじゃら,shaggy,0
"266","δασύστερνος",δασύστερν,1-2,森の胸,forest-breasted,0
"267","δαφοινος",δαφοιν,1-2,ドーフィン,dauphin,0
"268","δαψιλος",δαψιλ,3i,ダプシロ,dapsilo,0
"269","δεικτικος",δεικτικ,1-2,示唆的,indicative,0
"270","δειλος",δειλ,1-2,腰抜け,Coward,0
"271","δεινος",δειν,1-2,苦悩,affliction,0
"272","δεισιδαίμων",δεισιδαίμοντ,3nt,迷信的な,superstitious,0
"273","δελτοειδος",δελτοειδ,3i,三角筋,deltoid,0
"274","δεξιτερος",δεξιτερ,1-2,より熟練した,more skilled,0
"275","δεξιος",δεξι,1-2,正しい,right,0
"276","δερμάτινος",δερμάτιν,1-2,レザー,leather,0
"277","δερματοφόρος",δερματοφόρ,1-2,皮膚糸状菌,dermatophyte,0
"278","δετος",δετ,1-2,バウンド,bound,0
"279","δηλητήριος",δηλητήρι,1-2,毒殺者,poisoner,0
"280","δηλητηριώδος",δηλητηριώδ,3i,毒,poison,0
"281","δημαγωγικος",δημαγωγικ,1-2,扇動的,demagogic,0
"282","δημιουργικος",δημιουργικ,1-2,クリエイティブ,creative,0
"283","δημιόπρατος",δημιόπρατ,1-2,オークションハウス,auction house,0
"284","δημοβόρος",δημοβόρ,1-2,公務員,public servant,0
"285","δημοκρατικος",δημοκρατικ,1-2,民主的な,democratic,0
"286","δημόσιος",δημόσι,1-2,公共,public,0
"287","δηρος",δηρ,1-2,親愛なる,dear,0
"288","διάβολος",διάβολ,1-2,悪魔,devil,0
"289","διάδοχος",διάδοχ,1-2,後継,successor,0
"290","διάλυτος",διάλυτ,1-2,溶ける,soluble,0
"291","διάφορος",διάφορ,1-2,様々,various,0
"292","διαθετικος",διαθετικ,1-2,処分的な,dispositional,0
"293","διακριτικος",διακριτικ,1-2,特徴的な,distinctive,0
"294","διαλεκτικος",διαλεκτικ,1-2,論争的な,argumentative,0
"295","διαλυσίφιλος",διαλυσίφιλ,1-2,溶ける,soluble,0
"296","διαλυτέος",διαλυτέ,1-2,溶ける,soluble,0
"297","διαλυτικος",διαλυτικ,1-2,溶媒,solvent,0
"298","διαλυτος",διαλυτ,1-2,溶ける,soluble,0
"299","διαπρακτικος",διαπρακτικ,1-2,実用的,practical,0
"300","διαρκος",διαρκ,3i,永続的な,lasting,0
"301","διαρροϊκος",διαρροϊκ,1-2,下痢性,diarrheal,0
"302","διαφανος",διαφαν,3i,トランスペアレント,transparent,0
"303","διγενος",διγεν,3i,ネイティブ,native,0
"304","διδασκαλικος",διδασκαλικ,1-2,教師,teacher,0
"305","διετος",διετ,3i,2年,two years,0
"306","διθυραμβικος",διθυραμβικ,1-2,ジチランビック,dithyrambic,0
"307","διθυραμβώδος",διθυραμβώδ,3i,多幸感,euphoria,0
"308","διιπετος",διιπετ,3i,二足歩行,bipedal,0
"309","δικαιάδικος",δικαιάδικ,1-2,正当な,rightful,0
"310","δικτάμνινος",δικτάμνιν,1-2,ジクタミノス,diktaminos,0
"311","δινήεις",δινήεντ,3nt,あなたが与える,you give,0
"312","διξος",διξ,1-2,ディクソス,dixos,0
"313","διογενος",διογεν,3i,種族的な,diogenous,0
"314","διοπετος",διοπετ,3i,ディオペト,diopeto,0
"315","διοτρεφος",διοτρεφ,3i,稼ぎ手,breadwinner,0
"316","διουρητικος",διουρητικ,1-2,利尿,diuretic,0
"317","διπλάσιος",διπλάσι,1-2,ダブル,double,0
"318","διπλοῦς",διπλ,1-2a,ダブル,double,0
"319","διπλόος",διπλό,1-2,ダブル,double,0
"320","δισσος",δισσ,1-2,くそー,goddamn,0
"321","διττος",διττ,1-2,同上,ditto,0
"322","διφθέρινος",διφθέριν,1-2,ジフテリア,diphtheria,0
"323","διχότομος",διχότομ,1-2,二分法,bisectrix,0
"324","διψηρος",διψηρ,1-2,高い,tall,0
"325","διωκτέος",διωκτέ,1-2,迫害者,persecutor,0
"326","δνοφερος",δνοφερ,1-2,担ぎ手,bearer,0
"327","δογματικος",δογματικ,1-2,独断的,dogmatic,0
"328","δοιος",δοι,1-2,神,God,0
"329","δολίχαυλος",δολίχαυλ,1-2,馬鹿な,silly,0
"330","δολερος",δολερ,1-2,ドレロス,doleros,0
"331","δολιχοδρόμος",δολιχοδρόμ,1-2,廊下,corridor,0
"332","δολιχος",δολιχ,1-2,有罪,guilty,0
"333","δολιχόσκιος",δολιχόσκι,1-2,ドリホスキー,dolihosky,0
"334","δολιότροπος",δολιότροπ,1-2,トリックスター,trickster,0
"335","δολοφρονέων",δολοφρονέοντ,3nt,殺人者,murderers,0
"336","δονάκινος",δονάκιν,1-2,バイブレーター,vibrator,0
"337","δοξόσοφος",δοξόσοφ,1-2,ドクソフィスト,doxosophist,0
"338","δοτικοφανος",δοτικοφαν,3i,ドナーランプ,donor lamp,0
"339","δοτικος",δοτικ,1-2,与格,dative,0
"340","δουλοπόνηρος",δουλοπόνηρ,1-2,スレーブ,slave,0
"341","δουρικλειτος",δουρικλειτ,1-2,ドゥーリクライト,douriclite,0
"342","δουρικλυτος",δουρικλυτ,1-2,デュリクリトス,duriclitus,0
"343","δοχμος",δοχμ,1-2,教義,doctrine,0
"344","δοῦλος",δοῦλ,1-2,スレーブ,slave,0
"345","δρακόντειος",δρακόντει,1-2,ドラコニアン,Draconian,0
"346","δρακόντεος",δρακόντε,1-2,ドラゴン,dragon,0
"347","δρακόντινος",δρακόντιν,1-2,厳格な,draconian,0
"348","δρακόντιος",δρακόντι,1-2,ドラゴン,dragon,0
"349","δραστικος",δραστικ,1-2,アクティブ,active,0
"350","δριμύς",δριμ,4u,ひどい,severe,0
"351","δρομαῖος",δρομαῖ,1-2,街,street,0
"352","δροσερος",δροσερ,1-2,いいね,cool,0
"353","δροόν",δροόν,3con,ドローン,drone,0
"354","δρυπεπος",δρυπεπ,3i,垂れ下がった,droopy,0
"355","δρυτόμος",δρυτόμ,1-2,ドライ,dry,0
"356","δρύϊνος",δρύϊν,1-2,オークン,oaken,0
"357","δυναμικος",δυναμικ,1-2,動的,dynamic,0
"358","δυνατος",δυνατ,1-2,可能,possible,0
"359","δυσαος",δυσα,3i,不吉,ominous,0
"360","δυσγενος",δυσγεν,3i,ディスジェニック,dysgenic,0
"361","δυσδιάλυτος",δυσδιάλυτ,1-2,不溶性,insoluble,0
"362","δυσηχος",δυσηχ,3i,悪い音,bad sound,0
"363","δυσθαλπος",δυσθαλπ,3i,不快,unpleasant,0
"364","δυσκέλαδος",δυσκέλαδ,1-2,ハードディスク,hard disk,0
"365","δυσμενέων",δυσμενέοντ,3nt,不利,unfavorable,0
"366","δυσμενος",δυσμεν,3i,不利,unfavorable,0
"367","δυσπαίπαλος",δυσπαίπαλ,1-2,口に合わない,unpalatable,0
"368","δυσχείμερος",δυσχείμερ,1-2,惨め,miserable,0
"369","δυωδέκατος",δυωδέκατ,1-2,12番目,twelfth,0
"370","δωδέκατος",δωδέκατ,1-2,12番目,twelfth,0
"371","δόλιος",δόλι,1-2,詐欺的な,fraudulent,0
"372","δύσθυμος",δύσθυμ,1-2,青い,blue,0
"373","δύσκολος",δύσκολ,1-2,難しい,difficult,0
"374","δύσπεπτος",δύσπεπτ,1-2,難消化性,indigestible,0
"375","δύστηνος",δύστην,1-2,難しい,difficult,0
"376","δᾴδινος",δᾴδιν,1-2,ディノス,dᾴdinos,0
"377","δῆλος",δῆλ,1-2,地獄,hell,0
"378","δῖος",δῖ,1-2,神様,god,0
"379","εἰδητικος",εἰδητικ,1-2,報道価値のある,newsworthy,0
"380","εἰκονικος",εἰκονικ,1-2,バーチャル,virtual,0
"381","εἰκοστος",εἰκοστ,1-2,20番目,twentieth,0
"382","εἰλίπους",εἰλίποδ,3con,えりっぷす,elippus,0
"383","εἰρηναρχικος",εἰρηναρχικ,1-2,威圧的な,imperious,0
"384","εἰρηναῖος",εἰρηναῖ,1-2,平和的,peaceful,0
"385","εἰρωνικος",εἰρωνικ,1-2,皮肉な,ironic,0
"386","εἴκελος",εἴκελ,1-2,ヘイケロス,heykelos,0
"387","εὐάγγελος",εὐάγγελ,1-2,天使,angel,0
"388","εὐέλεγκτος",εὐέλεγκτ,1-2,制御可能,controllable,0
"389","εὐαφος",εὐαφ,3i,クリア,clear,0
"390","εὐγενος",εὐγεν,3i,ノーブル,noble,0
"391","εὐδαίμων",εὐδαίμοντ,3nt,繁栄,prosperous,0
"392","εὐδιάλυτος",εὐδιάλυτ,1-2,不溶性,insoluble,0
"393","εὐεργος",εὐεργ,3i,有益,beneficial,0
"394","εὐθύς",εὐθ,4u,真っ直ぐ,straight,0
"395","εὐκατοίκητος",εὐκατοίκητ,1-2,居住の,residential,0
"396","εὐκταῖος",εὐκταῖ,1-2,ユークテウス,Euctaeus,0
"397","εὐκτικος",εὐκτικ,1-2,任意,optative,0
"398","εὐμεγέθος",εὐμεγέθ,3i,大きい,large,0
"399","εὐνοϊκος",εὐνοϊκ,1-2,好ましい,favorable,0
"400","εὐπαλος",εὐπαλ,3i,フレンドリー,friendly,0
"401","εὐπρεπος",εὐπρεπ,3i,ちゃんとした,decent,0
"402","εὐρυάγυια",εὐρυάγυι,1-2,見開いた,wide-eyed,0
"403","εὐρυμέτωπος",εὐρυμέτωπ,1-2,広い心,broad-minded,0
"404","εὐρυπέδιλος",εὐρυπέδιλ,1-2,平べったい,flat-footed,0
"405","εὐρύοπα",εὐρύοπ,1-2,ヨーロッパ,Europe,0
"406","εὐρύπορος",εὐρύπορ,1-2,金商人,money merchant,0
"407","εὐρύπρωκτος",εὐρύπρωκτ,1-2,きれいな肛門,clean anus,0
"408","εὐρύς",εὐρ,4u,幅,wide,0
"409","εὐσεβος",εὐσεβ,3i,敬虔な,pious,0
"410","εὐσταθος",εὐσταθ,3i,ハッピー,happy,0
"411","εὐστόμαχος",εὐστόμαχ,1-2,ユーストマコス,eustomachos,0
"412","εὐτείχεος",εὐτείχε,1-2,ハッピー,happy,0
"413","εὐτελος",εὐτελ,3i,効果がない,ineffectual,0
"414","εὐτυχος",εὐτυχ,3i,ハッピー,happy,0
"415","εὐφρονέων",εὐφρονέοντ,3nt,陽気な,cheerful,0
"416","εὐχάριστος",εὐχάριστ,1-2,楽しい,pleasant,0
"417","εὐχαριστικος",εὐχαριστικ,1-2,ありがたい,grateful,0
"418","εὐόφθαλμος",εὐόφθαλμ,1-2,良い目,good eyed,0
"419","εὐώδος",εὐώδ,3i,エウオドス,euodos,0
"420","εὐώνυμος",εὐώνυμ,1-2,自称,self-named,0
"421","εὑρετικος",εὑρετικ,1-2,機知に富んだ,resourceful,0
"422","εὔελπις",εὔελπῐδ,3con,有望な,promising,0
"423","εὔζωνος",εὔζων,1-2,のんきな,easy going,0
"424","εὔθλαστος",εὔθλαστ,1-2,融通が利かない,inflexible,0
"425","εὔιχθυς",εὔιχθ,4u,狭い,narrow,0
"426","εὔκομος",εὔκομ,1-2,快適,comfortable,0
"427","εὔκοπος",εὔκοπ,1-2,便利,convenient,0
"428","εὔξεινος",εὔξειν,1-2,ブラック,black,0
