"1853","Παρητακηνοί",,Masculine,2,パリタシン,Paritacines,1,0,1
"1854","Παυσοί",,Masculine,2,一時停止,Pauses,1,0,1
"1855","Πελασγιώτης",,Masculine,1es,ペラスギオティス,Pelasgiotis,0,1,1
"1856","Περσείδης",,Masculine,1es,ペルセイド,Perseid,0,1,1
"1857","Πισάτης",,Masculine,1es,ピサティス,Pisatis,0,1,1
"1858","Πισίδης",,Masculine,1es,ピシディス,Pisidis,0,1,1
"1859","Πιτανάτης",,Masculine,1es,ピタナティス,Pitanatis,0,1,1
"1860","Ποτιδαιάτης",,Masculine,1es,ポチダイエート,Potidaiates,0,1,1
"1861","Σάκης",,Masculine,1es,サキス,Sakis,0,1,1
"1862","Σάτραι",,Masculine,1as,サトライ,Satrai,0,1,1
"1863","Σίνδοι",,Masculine,2,ベール,Veils,1,0,1
"1864","Σαΐτης",,Masculine,1es,シャトル,Shuttle,0,1,1
"1865","Σαμαρίτης",,Masculine,1es,サマリア人,Samaritan,0,1,1
"1866","Σαράγγαι",,Masculine,1as,サラゴサ,Zaragoza,0,1,1
"1867","Σατταγύδαι",,Masculine,1as,サッタジダイ,Sattagydai,0,1,1
"1868","Σαυνίτης",,Masculine,1es,サウナイト,Saunite,0,1,1
"1869","Σαυρομάτης",,Masculine,1es,サウロマティス,Sauromatis,0,1,1
"1870","Σικελιώτης",,Masculine,1es,シチリア語,Sicilian,0,1,1
"1871","Σιρακηνοί",,Masculine,2,シラクサ,Syracuses,1,0,1
"1872","Σκυρμιάδαι",,Masculine,1as,小競り合い,Skirmish,0,1,1
"1873","Σκύθης",,Masculine,1es,スキタイ語,Scythian,0,1,1
"1874","Σπαρτιάτης",,Masculine,1es,スパルタン,Spartan,0,1,1
"1875","Σταγειρίτης",,Masculine,1es,ステージアティス,Stageritis,0,1,1
"1876","Συβαρίτης",,Masculine,1es,シバライト,Sybarite,0,1,1
"1877","Συριάρχης",,Masculine,1es,セリアーク,Seriarch,0,1,1
"1878","Ταυρομενίτης",,Masculine,1es,タウロメニティス,Tauromenitis,0,1,1
"1879","Τεγεάτης",,Masculine,1es,テゲティス,Tegeatis,0,1,1
"1880","Τεντερίτης",,Masculine,1es,テンデライト,Tenderite,0,1,1
"1881","Τεσσαρεσκαιδεκατῖται",,Masculine,1as,フォーティーン,Fourteen,0,1,1
"1882","Τορέται",,Masculine,1as,とれたい,Toretai,0,1,1
"1883","Τρανίψαι",,Masculine,1as,あなたは窒息した,You choked,0,1,1
"1884","Τραυσοί",,Masculine,2,トラス,Trusses,1,0,1
"1885","Τυράμβαι",,Masculine,1as,私は興奮しています,I'm excited,0,1,1
"1886","Φίννοι",,Masculine,2,フィンランド人,Finns,1,0,1
"1887","Φαραώθης",,Masculine,1es,ファラオ,Pharaoh,0,1,1
"1888","Φασηλίτης",,Masculine,1es,ファシリテ,Fasilite,0,1,1
"1889","Φθιώτης",,Masculine,1es,フチオティス,Fthiotis,0,1,1
"1890","Φιδηνάτης",,Masculine,1es,フィディネティス,Fidinetis,0,1,1
"1891","αἰδίλης",,Masculine,1es,のどかな,idyllic,0,0,0
"1892","αἰειγενέτης",,Masculine,1es,オーナー,owner,0,0,0
"1893","αἰχμητής",,Masculine,1es,キャプテン,captain,0,0,0
"1894","αἱρεσιώτης",,Masculine,1es,異端者,heretic,0,0,0
"1895","αὐθέντης",,Masculine,1es,主,lord,0,0,0
"1896","αὐλητής",,Masculine,1es,パイパー,piper,0,0,0
"1897","αὐλωπίας",,Masculine,1as,不注意,carelessness,0,0,0
"1898","αὐτερέτης",,Masculine,1es,観察者,observant,0,0,0
"1899","βαπτιστής",,Masculine,1es,バプテスト,baptist,0,0,0
"1900","βασκᾶς",,Masculine,1as,ティール,teal,0,0,0
"1901","βασυνίας",,Masculine,1as,苦しめる,torment,0,0,0
"1902","βατραχίτης",,Masculine,1es,オタマジャクシ,tadpole,0,0,0
"1903","βιβλιοπώλης",,Masculine,1es,書店,bookseller,0,0,0
"1904","βωλίτης",,Masculine,1es,ボライト,bolite,0,0,0
"1905","βύας",,Masculine,1as,小麦,wheat,0,0,0
"1906","γέννας",,Masculine,1as,誕生,birth,0,0,0
"1907","γαλαξίας",,Masculine,1as,銀河,galaxy,0,0,0
"1908","γαστρόπτης",,Masculine,1es,腹足類,gastropod,0,0,0
"1909","γαφάγας",,Masculine,1as,食べる人,eater,0,0,0
"1910","γενέτας",,Masculine,1as,遺伝子,geneta,0,0,0
"1911","γενέτης",,Masculine,1es,発生器,generator,0,0,0
"1912","γλωττοειδής",,Masculine,1es,声門,glottis,0,0,0
"1913","γυμναστής",,Masculine,1es,トレーナー,trainer,0,0,0
"1914","δήκτης",,Masculine,1es,泥棒,thief,0,0,0
"1915","δαμάλης",,Masculine,1es,雌牛,heifer,0,0,0
"1916","δανειστής",,Masculine,1es,貸し手,lender,0,0,0
"1917","δειπνοσοφιστής",,Masculine,1es,ディナーソフィスト,dinner sophist,0,0,0
"1918","δερμηστής",,Masculine,1es,タナー,tanner,0,0,0
"1919","δεσπότης",,Masculine,1es,専制君主,despot,0,0,0
"1920","διαβήτης",,Masculine,1es,糖尿病,diabetes,0,0,0
"1921","διασκευαστής",,Masculine,1es,アレンジャー,arranger,0,0,0
"1922","δικαστής",,Masculine,1es,裁判官,judge,0,0,0
"1923","διλοχίτης",,Masculine,1es,ダイロカイト,dilochite,0,0,0
"1924","διοικητής",,Masculine,1es,司令官,commander,0,0,0
"1925","δρακοντίας",,Masculine,1as,厳格な,draconian,0,0,0
"1926","δραπέτης",,Masculine,1es,逃げる,runaway,0,0,0
"1927","δυνάστης",,Masculine,1es,パワフル,powerful,0,0,0
"1928","εἰδωλολάτρης",,Masculine,1es,異教徒,pagan,0,0,0
"1929","εἰκονοκλάστης",,Masculine,1es,偶像破壊者,iconoclast,0,0,0
"1930","εἰλαπιναστής",,Masculine,1es,エラピナスティ,elapinasti,0,0,0
"1931","εἰρηνάρχης",,Masculine,1es,ピースチーフ,peace chief,0,0,0
"1932","εὐεργέτης",,Masculine,1es,恩人,benefactor,0,0,0
"1933","ζηλωτής",,Masculine,1es,熱狂者,zealot,0,0,0
"1934","ζωγάνης",,Masculine,1es,ゾガニ,zogani,0,0,0
"1935","θέτης",,Masculine,1es,セッター,setter,0,0,0
"1936","θεατής",,Masculine,1es,ビューアー,viewer,0,0,0
"1937","θεραπευτής",,Masculine,1es,セラピスト,therapist,0,0,0
"1938","θρανίας",,Masculine,1as,机,desk,0,0,0
"1939","θραύστης",,Masculine,1es,ブレーカ,breaker,0,0,0
"1940","καβάλλης",,Masculine,1es,乗馬,riding horse,0,0,0
"1941","καδύτας",,Masculine,1as,スキューバダイバー,scuba diver,0,0,0
"1942","καιάδας",,Masculine,1as,お互いの,of each other,0,0,0
"1943","καικίας",,Masculine,1as,ケイキア,keikias,0,0,0
"1944","καλλίας",,Masculine,1as,綺麗な,beautiful,0,0,0
"1945","καταγελαστής",,Masculine,1es,誹謗中傷者,slanderer,0,0,0
"1946","καταπάλτης",,Masculine,1es,レイダー,raider,0,0,0
"1947","καταπέλτης",,Masculine,1es,カタパルト,catapult,0,0,0
"1948","κατηχητής",,Masculine,1es,カテキスタ,catechist,0,0,0
"1949","κατοικιστής",,Masculine,1es,居住者,resident,0,0,0
"1950","κατορχίτης",,Masculine,1es,カトーカイト,catorchite,0,0,0
"1951","καυνάκης",,Masculine,1es,怒り,anger,0,0,0
"1952","κεδρίτης",,Masculine,1es,ケドライト,kedrite,0,0,0
"1953","κιθαριστής",,Masculine,1es,ギタリスト,guitarist,0,0,0
"1954","κιξάλλης",,Masculine,1es,クレイジー,crazy,0,0,0
"1955","κλέπτης",,Masculine,1es,スティーラー,stealer,0,0,0
"1956","κοκκοθραύστης",,Masculine,1es,穀物粉砕機,grain crusher,0,0,0
"1957","κολίας",,Masculine,1as,コリー,collie,0,0,0
"1958","κοσμοπολίτης",,Masculine,1es,コスモポリタン,cosmopolitan,0,0,0
"1959","κοχλίας",,Masculine,1as,スクリュー,screw,0,0,0
"1960","κριτής",,Masculine,1es,裁判官,judge,0,0,0
"1961","κτηνοβάτης",,Masculine,1es,牧夫,herdsman,0,0,0
"1962","κυβερνήτης",,Masculine,1es,知事,governor,0,0,0
"1963","κυμβαλιστής",,Masculine,1es,シンバリスト,cymbalist,0,0,0
"1964","κυπαρισσίας",,Masculine,1as,ヒノキ,cypress,0,0,0
"1965","κωλοβαθριστής",,Masculine,1es,屈強な,stalwart,0,0,0
"1966","κωλυτής",,Masculine,1es,リンパー,limper,0,0,0
"1967","κωμήτης",,Masculine,1es,彗星,comet,0,0,0
"1968","κόχλιας",,Masculine,1as,スクリュー,screw,0,0,0
"1969","κύβας",,Masculine,1as,立方体,cube,0,0,0
"1970","λακέτας",,Masculine,1as,ラセッタ,lacetta,0,0,0
"1971","λαλοβαρυπαραμελορυθμοβάτης",,Masculine,1es,ラロヴァリパラメロリトモヴァティス,lalovariparamelorhythmovatis,0,0,0
"1972","λιμενάρχης",,Masculine,1es,ハーバーマスター,harbor master,0,0,0
"1973","λυριστής",,Masculine,1es,作詞家,lyricist,0,0,0
"1974","λῃστής",,Masculine,1es,解決策,a solution,0,0,0
"1975","μίδας",,Masculine,1as,ミダス,Midas,0,0,0
"1976","μαθητής",,Masculine,1es,瞳,pupil,0,0,0
"1977","μακέλας",,Masculine,1as,マケラ,makela,0,0,0
"1978","μαμμωνᾶς",,Masculine,1as,マモン,mammon,0,0,0
"1979","μαμωνᾶς",,Masculine,1as,あなたは中毒です,you're addicted,0,0,0
"1980","μανδραγόρας",,Masculine,1as,マンドレイク,mandrake,0,0,0
"1981","μανιάκης",,Masculine,1es,マニアック,maniac,0,0,0
"1982","μαργαρίτης",,Masculine,1es,パール,pearl,0,0,0
"1983","μαρικᾶς",,Masculine,1as,マリカス,marikas,0,0,0
"1984","μαρτιχόρας",,Masculine,1as,殉教者,martyr,0,0,0
"1985","μασουχᾶς",,Masculine,1as,あなたは噛む,you chew,0,0,0
"1986","μαχητής",,Masculine,1es,戦士,fighter,0,0,0
"1987","μητροκοίτης",,Masculine,1es,子宮,uterus,0,0,0
"1988","μισογύνης",,Masculine,1es,ミソジニー,misogynist,0,0,0
"1989","μονάρχης",,Masculine,1es,君主,monarch,0,0,0
"1990","μυροβλύτης",,Masculine,1es,マイロレット,myroblet,0,0,0
"1991","μυρσινίτης",,Masculine,1es,ミルシナイト,myrsinite,0,0,0
"1992","μύστης",,Masculine,1es,秘密の,secret,0,0,0
"1993","ναβλιστής",,Masculine,1es,セーラー,sailor,0,0,0
"1994","ναύτης",,Masculine,1es,セーラー,sailor,0,0,0
"1995","νεανίας",,Masculine,1as,若者,young man,0,0,0
"1996","νεηνίης",,Masculine,1es,若者,youth,0,0,0
"1997","νεφεληγερέτα",,Masculine,1es,星雲,nebula,0,0,0
"1998","νηρίτης",,Masculine,1es,神経炎,neritis,0,0,0
"1999","νησιώτης",,Masculine,1es,島民,islander,0,0,0
"2000","νομοθέτης",,Masculine,1es,立法者,legislator,0,0,0
"2001","ξιφίας",,Masculine,1as,メカジキ,swordfish,0,0,0
"2002","οἰκέτης",,Masculine,1es,オケティス,oeketis,0,0,0
"2003","οἰκιστής",,Masculine,1es,住民,inhabitant,0,0,0
"2004","οἰκοδεσπότης",,Masculine,1es,ホスト,host,0,0,0
"2005","πέλτης",,Masculine,1es,ゼリー,jelly,0,0,0
"2006","παγκρατιαστής",,Masculine,1es,パンクラティスト,Pancratist,0,0,0
"2007","παιδεραστής",,Masculine,1es,ペデラスト,pederast,0,0,0
"2008","παιδοτρίβης",,Masculine,1es,児童虐待者,child abuser,0,0,0
"2009","παιδοφίλης",,Masculine,1es,小児性愛者,pedophile,0,0,0
"2010","παξαμᾶς",,Masculine,1as,最悪だな,you suck,0,0,0
"2011","παπίας",,Masculine,1as,アヒル,duck,0,0,0
"2012","παπαγᾶς",,Masculine,1as,あなたのオウム,you parrot,0,0,0
"2013","παρατηρητής",,Masculine,1es,観察者,observer,0,0,0
"2014","παρείας",,Masculine,1as,頬側,buccal,0,0,0
"2015","πατριάρχης",,Masculine,1es,家長,patriarch,0,0,0
"2016","πειρατής",,Masculine,1es,海賊,pirate,0,0,0
"2017","πελταστής",,Masculine,1es,ぺルタスト,peltast,0,0,0
"2018","περδικοθήρας",,Masculine,1as,ヤマウズラハンター,partridge hunter,0,0,0
"2019","πλανήτης",,Masculine,1es,星,planet,0,0,0
"2020","πλεονέκτης",,Masculine,1es,貪欲,greedy,0,0,0
"2021","ποιητής",,Masculine,1es,詩人,poet,0,0,0
"2022","ποικιλομήτης",,Masculine,1es,多様,diverse,0,0,0
"2023","πολίτης",,Masculine,1es,市民,citizen,0,0,0
"2024","πολεμιστής",,Masculine,1es,戦士,warrior,0,0,0
"2025","πολιήτης",,Masculine,1es,市民,citizen,0,0,0
"2026","πολιτάρχης",,Masculine,1es,政治家,statesman,0,0,0
"2027","προδότης",,Masculine,1es,裏切り者,traitor,0,0,0
"2028","προξενητής",,Masculine,1es,仲人,matchmaker,0,0,0
"2029","προφήτης",,Masculine,1es,預言者,prophet,0,0,0
"2030","πρωταγωνιστής",,Masculine,1es,主人公,protagonist,0,0,0
"2031","πρωταύλης",,Masculine,1es,主人公,protagonist,0,0,0
"2032","πρωτοστάτης",,Masculine,1es,開拓者,pioneer,0,0,0
"2033","πυρίτης",,Masculine,1es,黄鉄鉱,pyrites,0,0,0
"2034","πυρομέτρης",,Masculine,1es,高温計,pyrometer,0,0,0
"2035","πυρρίας",,Masculine,1as,ピュラ,Pyrrha,0,0,0
"2036","πυρρούλας",,Masculine,1as,ピルラ,Pyrrula,0,0,0
"2037","πόρκης",,Masculine,1es,もちろん,of course,0,0,0
"2038","πώλης",,Masculine,1es,セール,sale,0,0,0
"2039","σάκτας",,Masculine,1as,サクタス,saktas,0,0,0
"2040","σάννας",,Masculine,1as,サンナ,sanna,0,0,0
"2041","σαγγάδης",,Masculine,1es,サンガディス,sangadis,0,0,0
"2042","σακχυφάντης",,Masculine,1es,詐欺師,swindler,0,0,0
"2043","σαπέρδης",,Masculine,1es,播種した,sown,0,0,0
"2044","σατράπης",,Masculine,1es,サトラップ,satrap,0,0,0
"2045","σαυρίτης",,Masculine,1es,耳炎,sauritis,0,0,0
"2046","σελάτης",,Masculine,1es,セーラー,sailor,0,0,0
"2047","σιγύνης",,Masculine,1es,沈黙,silence,0,0,0
"2048","σιδεύνης",,Masculine,1es,シドニーの,of Sidney,0,0,0
"2049","σιπταχόρας",,Masculine,1as,シプタコラ,siptachora,0,0,0
"2050","σκαλίας",,Masculine,1as,階段,staircase,0,0,0
"2051","σοφιστής",,Masculine,1es,洗練された,sophist,0,0,0
"2052","σπατάγγης",,Masculine,1es,スパゲッティ,Spaghetti,0,0,0
"2053","στασιάρχης",,Masculine,1es,暴徒,insurgent,0,0,0
"2054","στοιχειολάτρης",,Masculine,1es,オタク,geek,0,0,0
"2055","στοιχειωτής",,Masculine,1es,ゴーストライター,ghostwriter,0,0,0
"2056","στρατιώτης",,Masculine,1es,兵隊,soldier,0,0,0
"2057","στυλίτης",,Masculine,1es,スタイリスト,stylist,0,0,0
"2058","στυλοβάτης",,Masculine,1es,主力,mainstay,0,0,0
"2059","συκοφάντης",,Masculine,1es,誹謗中傷者,slanderer,0,0,0
"2060","συμπολίτης",,Masculine,1es,仲間の市民,fellow citizen,0,0,0
"2061","συμπότης",,Masculine,1es,仲間,companion,0,0,0
"2062","συνταγματάρχης",,Masculine,1es,大佐,colonel,0,0,0
"2063","σωρίτης",,Masculine,1es,ソリテ,sorite,0,0,0
"2064","σωρείτης",,Masculine,1es,ソレイテ,soreite,0,0,0
"2065","τένθης",,Masculine,1es,腱,tendons,0,0,0
"2066","ταμίας",,Masculine,1as,会計,treasurer,0,0,0
"2067","τελώνης",,Masculine,1es,公務員,publican,0,0,0
"2068","τοξότης",,Masculine,1es,射手座,Sagittarius,0,0,0
"2069","τρωγλοδύτης",,Masculine,1es,隠者,troglodyte,0,0,0
"2070","τρύγγας",,Masculine,1as,収穫,harvest,0,0,0
"2071","τυμβαύλης",,Masculine,1es,墓石,tombstone,0,0,0
"2072","φάλκης",,Masculine,1es,ファルコン,falcon,0,0,0
"2073","φαττάγης",,Masculine,1es,あなたは死んでいる,you're dead,0,0,0
"2074","φιλεραστής",,Masculine,1es,愛人,lover,0,0,0
"2075","φοιτητής",,Masculine,1es,大学生,college student,0,0,0
"2076","χάρτης",,Masculine,1es,地図,Map,0,0,0
"2077","χαλιφᾶς",,Masculine,1as,カリフ,caliphs,0,0,0
"2078","χαρακίας",,Masculine,1as,横領,embezzlement,0,0,0
"2079","χλούνης",,Masculine,1es,クロニス,chlounis,0,0,0
"2080","χοραύλης",,Masculine,1es,踊り子,dancer,0,0,0
"2081","χορευτής",,Masculine,1es,踊り子,dancer,0,0,0
"2082","ψάγδας",,Masculine,1as,あなたは飛ぶ,you fly,0,0,0
"2083","ψαμμοδύτης",,Masculine,1es,サンドダイバー,sand diver,0,0,0
"2084","ψευδοπροφήτης",,Masculine,1es,偽預言者,false prophet,0,0,0
"2085","ἀγωνιστής",,Masculine,1es,戦士,fighter,0,0,0
"2086","ἀθλητής",,Masculine,1es,スポーツマン,sportsman,0,0,0
"2087","ἀκανθίας",,Masculine,1as,アカンシア,Acanthia,0,0,0
"2088","ἀκεστής",,Masculine,1es,アクセントのない,unaccented,0,0,0
"2089","ἀκινάκης",,Masculine,1es,アキナキス,Akinakis,0,0,0
"2090","ἀκοντιστής",,Masculine,1es,ダーター,darter,0,0,0
"2091","ἀκροβάτης",,Masculine,1es,アクロバット,acrobat,0,0,0
"2092","ἀλλοπίας",,Masculine,1as,アロピア,allopia,0,0,0
"2093","ἀλφηστής",,Masculine,1es,リフター,lifter,0,0,0
"2094","ἀμερμουμνῆς",,Masculine,1es,amermoumnís,amermoumnís,0,0,0
"2095","ἀμφίας",,Masculine,1as,私服,plainclothes,0,0,0
"2096","ἀναλέκτης",,Masculine,1es,ピッカー,picker,0,0,0
"2097","ἀναχωρητής",,Masculine,1es,アンカレット,anchoret,0,0,0
"2098","ἀνδραποδιστής",,Masculine,1es,バックスライダー,backslider,0,0,0
"2099","ἀνθίας",,Masculine,1as,ピカレル,pickerel,0,0,0
"2100","ἀνταγωνιστής",,Masculine,1es,拮抗薬,antagonist,0,0,0
"2101","ἀποστάτης",,Masculine,1es,反逆者,renegade,0,0,0
"2102","ἀράχνης",,Masculine,1es,クモ,spider,0,0,0
"2103","ἀργαπέτης",,Masculine,1es,ひったくり,snatcher,0,0,0
"2104","ἀρετά",,Masculine,2,美徳,virtues,0,0,0
"2105","ἀρσενοκοίτης",,Masculine,1es,クィア,queer,0,0,0
"2106","ἀρχηγέτης",,Masculine,1es,盟主,leader,0,0,0
"2107","ἀρχιδικαστής",,Masculine,1es,最高裁判所長官,chief justice,0,0,0
"2108","ἀρχιμανδρίτης",,Masculine,1es,アーキマンドライト,archimandrite,0,0,0
"2109","ἀσκάντης",,Masculine,1es,アスカンディスト,ascandist,0,0,0
"2110","ἀσκίτης",,Masculine,1es,禁欲的な,ascetic,0,0,0
"2111","ἀσκαλώπας",,Masculine,1es,ホタテ貝,scallop,0,0,0
"2112","ἀσπαλιευτής",,Masculine,1es,軽量化,lightening,0,0,0
"2113","ἀσπιδιώτης",,Masculine,1es,シールドガード,shield guard,0,0,0
"2114","ἀσπιστής",,Masculine,1es,擁護者,defender,0,0,0
"2115","ἀστάνδης",,Masculine,1as,傍観者,bystander,0,0,0
"2116","ἀτταγᾶς",,Masculine,1as,あなたは間違っている,you are wrong,0,0,0
"2117","ἀχάτης",,Masculine,1es,瑪瑙,agate,0,0,0
"2118","ἀψινθίτης",,Masculine,1es,アブサン,Absinthe,0,0,0
"2119","Ἀβδηρίτης",,Masculine,1es,腹部炎,Abderitis,0,0,0
"2120","Ἀδυρμαχίδαι",,Masculine,1as,兵器,Weapons,1,0,1
"2121","Ἀλανοί",,Masculine,2,アラン,Alans,1,0,0
"2122","Ἀμάδοκοι",,Masculine,2,アマドキ,Amadoki,1,0,1
"2123","Ἀμβρακιώτης",,Masculine,1es,アンブラキオティス,Ambrakiotis,0,0,0
"2124","Ἀμπρακιώτης",,Masculine,1es,アンブラキオティス,Ambrakiotis,0,0,0
"2125","Ἀμφιπολίτης",,Masculine,1es,両生類,Amphipolitan,0,0,0
"2126","Ἀναιίτης",,Masculine,1es,アナイティス,Anaiitis,0,0,0
"2127","Ἀντιάτης",,Masculine,1es,アンティエイト,Antiatis,0,0,0
"2128","Ἀπολλωνιάτης",,Masculine,1es,アポロニアン,Apollonian,0,0,0
"2129","Ἀρεοπαγίτης",,Masculine,1es,アレオパガイト,Areopagite,0,0,0
"2130","Ἀριζαντοί",,Masculine,2,ライザー,Risers,1,0,1
"2131","Ἀρρηχοί",,Masculine,2,登山家,Mountaineers,1,0,1
"2132","Ἀσεάτης",,Masculine,1es,アセアティス,Aseatis,0,0,0
"2133","Ἀσιάρχης",,Masculine,1es,アジアアルキス,Asiarchis,0,0,0
"2134","Ἀσκαλωνίτης",,Masculine,1es,アスカロナイト,Ascalonite,0,0,0
"2135","Ἁγησίλας",,Masculine,1as,アギシラス,Agisilas,0,0,0
"2136","Ἁδριανουπολίτης",,Masculine,1es,アドリアノープル,Adrianople,0,0,0
"2137","Ἄναρτοι",,Masculine,2,メンバー,Members,1,0,1
"2138","ἐγκρυφίας",,Masculine,1as,秘密,secrecy,0,0,0
"2139","ἐθνάρχης",,Masculine,1es,エスナーク,ethnarch,0,0,0
"2140","ἐλευθερωτής",,Masculine,1es,解放者,liberator,0,0,0
"2141","ἐλεφαντάρχης",,Masculine,1es,ゾウの頭,elephant head,0,0,0
"2142","ἐνθουσιαστής",,Masculine,1es,愛好家,enthusiast,0,0,0
"2143","ἐνωμοτάρχης",,Masculine,1es,廷吏,bailiff,0,0,0
"2144","ἐξορκιστής",,Masculine,1es,エクソシスト,exorcist,0,0,0
"2145","ἐξώστης",,Masculine,1es,バルコニー,balcony,0,0,0
"2146","ἐπιστάτης",,Masculine,1es,世話人,caretaker,0,0,0
"2147","ἐραστής",,Masculine,1es,愛人,lover,0,0,0
"2148","ἐργάτης",,Masculine,1es,ワーカー,worker,0,0,0
"2149","ἐφιάλτης",,Masculine,1es,悪夢,nightmare,0,0,0
"2150","ἑπέτης",,Masculine,1es,セブンス,seventh,0,0,0
"2151","ἑρμηνευτής",,Masculine,1es,通訳者,interpreter,0,0,0
"2152","ἔτης",,Masculine,1es,年,year,0,0,0
"2153","Ἐλαμίτης",,Masculine,1es,エラム人,Elamite,0,0,0
"2154","Ἐορδοί",,Masculine,2,ごちそう,Feasts,1,0,1
"2155","Ἐπιδάμνιος",,Masculine,2,エピダムニウス,Epidamnius,0,0,0
"2156","Ἐφθαλίτης",,Masculine,1es,フタライト,Phthalite,0,0,0
"2157","Ἐφραιμίτης",,Masculine,1es,エフライム人,Ephraimite,0,0,0
"2158","Ἐφραϊμίτης",,Masculine,1es,エフライム人,Ephraimite,0,0,0
"2159","Ἑβδομηκοντακωμῆται",,Masculine,1as,セプトゥアギンタ,Septuagint,1,0,1
"2160","Ἑλληνιστής",,Masculine,1es,ヘレニスト,Hellenist,0,0,0
"2161","ἠπειρώτης",,Masculine,1es,パイロット,pilot,0,0,0
"2162","ἡσυχαστής",,Masculine,1es,静か,quieter,0,0,0
"2163","Ἠπειρώτης",,Masculine,1es,イピロス,Epirus,0,0,0
"2164","Ἡνίοχοι",,Masculine,2,幸運な,Lucky,1,0,1
"2165","Ἡρακλεώτης",,Masculine,1es,ヘラクレオティス,Herakleotis,0,0,0
