"4341","acquiescere","acquiesc","acquiescere","-","-","休む、休憩する、死ぬ、死に休む、慰めを見つける、楽しむ、喜ぶ、夢中になる、夢中になる","to repose, to rest, to die, to rest in death, to find comfort in, to pleasure in, to rejoice in, to occupy myself in, to occupy myself with","3","0","1","0","1","0"
"4342","acquīrere","acquīr","acquīrere","acquīsīv","acquīsītus","得る、取る、獲得する、取得する、富を蓄積する、お金を蓄積する、獲得する","to acquire, to obtain, to acquire, to amass riches, to amass money, to accrue","3","0","0","0","0","0"
"4343","adcrescere","adcresc","adcrescere","-","-","成長する、増やす","to grow, to increase ","3","0","1","0","1","0"
"4344","adcumbere","adcumb","adcumbere","adcubu","adcubitus","机に寄りかかる、ベッドに横になる、机に着席する","to recline at table, to lie on bed, to take my place at table","3","0","0","0","0","0"
"4345","adcurrere","adcurr","adcurrere","adcucurr","adcursus","走る、急ぐ、掛かる、突進する","to run, to hasten, to charge, to rush","3","0","0","0","0","0"
"4346","addiscere","addisc","addiscere","addidic","-","加えて学ぶ、さらに学ぶ、情報を得る、聞く、学ぶ","to learn in addition to, to learn further, to be  informed, to hear, to learn","3","0","1","0","0","0"
"4347","addere","add","addere","addid","additus","追加する、置く、置く、人を置く、物を別の人に置く、取得する、持ってくる、追加する、追加する、追加する","to add, to put, to place, to lay person, to lay thing to another, to acquire, to bring to, to add to, to annex, to augment","3","0","0","0","0","0"
"4348","adedere","aded","adedere","adēd","adēsus","食べ始める、噛む、かじる、かじる、完全に消費する、食べ尽くす、消耗させる、すり減らす、焦がす、浸食する、浪費する","to begin to eat, to bite, to nibble at, to gnaw, to consume entirely, to eat up, to exhaust, to wear down, to scorch, to erode, to squander","3","0","0","0","0","0"
"4349","adficere","adfici","adficere","adfēc","adfectus","治療する、管理する、処理する、影響を与える、影響を与える、攻撃する、苦しめる、弱める、損なう","to treat, to manage, to handle, to influence, to have  effect on, to attack, to afflict, to weaken, to impair","3a","0","0","0","0","0"
"4350","adfodere","adfodi","adfodere","adfōd","adfossus","加えて掘る、掘って追加する","to dig in addition to, to add by digging","3a","0","0","0","0","0"
"4351","adfundere","adfund","adfundere","adfūd","adfūsus","注ぐ、振りかける、まぶす","to pour, to sprinkle onto, to scatter onto","3","0","0","0","0","0"
"4352","adgnoscere","adgnosc","adgnoscere","adgnōv","adgnitus","認識する、理解する、見分ける、知る、知る、知覚する、認める、主張する","to recognize, to realize, to discern, to become acquainted with, to know, to perceive, to acknowledge, to claim","3","0","0","0","0","0"
"4353","adicere","adici","adicere","adiēc","adiectus","投げる、投げる、キャストする、物を投げる、物を投げる、物を投げる、物を飛ばす、心を向ける、目を向ける、注意を向ける、向ける、取り付ける 適用する、割り当てる、追加する、増やす、追加する、強化する、入札に追加する、高値をつける、既に述べたことに追加する、変更する","to throw, to hurl, to cast, to fling object to, to fling object towards, to fling object at, to direct my mind, to direct my eye, to direct my attention to, turn to, to attach, to insert, to apply, to assign, to add, to increase, to add to, to intensify, to add to bid, to outbid, to add to something that has already been said, to modify","3a","0","0","0","0","0"
"4354","adigere","adig","adigere","adēg","adāctus","運転する、投げる、求める、要求する","to drive, to hurl, to exact","3","0","0","0","0","0"
"4355","adimere","adim","adimere","adēm","adēmptus","奪う、奪う、奪う、奪う、奪う、盗む、捕まえる、状況から取り除く、救う、救う","to take away, to deprive of, to snatch away, to carry off, to steal, to capture, to remove from situation, to save, to rescue","3","0","0","0","0","0"
"4356","adjicere","adjici","adjicere","adjiēc","adjiectus","投げる、投げる、キャストする、物を投げる、物を投げる、物を投げる、物を飛ばす、心を向ける、目を向ける、注意を向ける、向ける、取り付ける 適用する、割り当てる、追加する、増やす、追加する、強化する、入札に追加する、高値をつける、既に述べたことに追加する、変更する","to throw, to hurl, to cast, to fling object to, to fling object towards, to fling object at, to direct my mind, to direct my eye, to direct my attention to, turn to, to attach, to insert, to apply, to assign, to add, to increase, to add to, to intensify, to add to bid, to outbid, to add to something that has already been said, to modify","3a","0","0","0","0","0"
"4357","adlegere","adleg","adlegere","adlēg","adlēctus","選択する、選ぶ、募る、選出する、認める","to select, to choose, to recruit, to elect, to admit","3","0","0","0","0","0"
"4358","adlinere","adlin","adlinere","adlēv","adlitus","広がる、付着する","to spread over, to adhere to","3","0","0","0","0","0"
"4359","adnectere","adnect","adnectere","adnexu","adnexus","縛る、結びつける、接続する、付属する","to bind to, to tie to, to connect, to annex","3","0","0","0","0","0"
"4360","adolescere","adolesc","adolescere","-","-","成長する、大人になる、大人びる、育つ、熟す、成熟する、成長する、増加する、増える、増大する、大きくなる","to grow up, to become adult, to mature, to grow, to increase, to augment, to become greater","3","0","1","0","1","0"
"4361","adpellere","adpell","adpellere","adpul","adpulsus","運転する、移動する、上陸する、陸に上がる","to drive to, to move to, to land, to put ashore","3","0","0","0","0","0"
"4362","adponere","adpon","adponere","adposu","adpositus","任命する、割り当てる、近くに置く、テーブルの前に置く、奉仕する、置く、適用する、追加する","to appoint, to assign, to place near, to set before on table, to serve up, to put, to apply, to add to","3","0","0","0","0","0"
"4363","adquiescere","adquiesc","adquiescere","adquīsīv","adquīsītus","休む、休憩する、死ぬ、死に休む、慰めを見つける、楽しむ、喜ぶ、夢中になる、夢中になる","to repose, to rest, to die, to rest in death, to find comfort in, to pleasure in, to rejoice in, to occupy myself in, to occupy myself with","3","0","0","0","0","0"
"4364","adquirere","adquir","adquirere","adquīsīv","adquīsītus","得る、取る、獲得する、取得する、富を蓄積する、お金を蓄積する、獲得する","to acquire, to obtain, to acquire, to amass riches, to amass money, to accrue","3","0","0","0","0","0"
"4365","adsciscere","adscisc","adsciscere","adscīv","adscītus","知識のあるものを受け取る、知識のあるものを受け取る、承認する、受け入れる、認識する、採用する、誰かを自分自身に連れて行く、誰かを自分自身に受け入れる、連れてくる、勝つ、募集する、採用する、 自分自身と結びつける、想定する、自分自身に何かを主張する、自分自身に何かを傲慢にする、主張する","to take something with knowledge, to receive something with knowledge, to approve, to accept, to recognize, to adopt, to take someone to myself, to receive someone to myself, to bring in, to win over, to recruit, to adopt, to associate with myself, to assume, to claim something to myself, to arrogate something to myself, to lay claim to","3","0","0","0","0","0"
"4366","adserere","adser","adserere","adsēv","adsitus","種をまく、植える、何かの近くに置く","to sow, to plant, to set near something","3","0","0","0","0","0"
"4367","adsidere","adsid","adsidere","adsēd","-","座る","to sit down","3","0","1","0","0","0"
"4368","adsistere","adsist","adsistere","adstit","-","どこかに身を置く、立つ、待機する、身を寄せる、近づく、来る、位置に止まる、位置に止まる、弁護する、助ける、助ける、裁判で人の前に立つ、 裁きの前に立つ","to place oneself somewhere, to stand at, to stand by, to post oneself, to approach, to come upon, to stop in position, to halt in position, to defend, to assist, to aid, to stand before one on trial, to stand before one in judgement","3","0","1","0","0","0"
"4369","adsternere","adstern","adsternere","adstrāv","adstrātus","ひれ伏す、仰向けになる","to prostrate oneself, to lie pron","3","0","0","0","0","0"
"4370","adsuēscere","adsuēsc","adsuēscere","adsuēv","adsuētus","慣れる、馴染む、習慣になる、習慣化する","to get used to, to become accustomed with, to inure to, to accustom","3","0","0","0","0","0"
"4371","adterere","adter","adterere","adtrīv","adtrītus","すり減る、すり減る、すりつぶす、こすり落とす、弱める、損なう、すり減る","to wear away, to rub away, to grind, to chafe, to weaken, to impair, to attrit","3","0","0","0","0","0"
"4372","adtingere","adting","adtingere","adtig","adtāctus","接触する、触れる、攻撃する、攻める、倒す、触れる、味わう、近づく、達する、着く、到着する、隣接する、近くに横たわる、接近する、接する、触れる、 影響する、興味を引く、到達する、わずかに言及する、触れる、引き受ける、参加する、関与する、類似する、所属する、属する、関する、関係する、関連する、連なる、懸念する","to come in contact with, to touch, to assault, to strike, to attack, to touch, to taste, to approach, to reach, to arrive at, to be contiguous to, to lie near, to border upon, to touch, to affect, to interest, to reach, to mention slightly, to touch upon, to undertake, to enter upon, to engage in, to be similar, to belong, to relate to, to appertain to, to concern","3","0","0","0","0","0"
"4373","advesperāscere","advesperasc","advesperāscere","-","-","暮れる","to evening","3a","0","1","0","0","1"
"4374","affodere","affodi","affodere","affōd","affossus","加えて掘る、掘って追加する","to dig in addition to, to add by digging","3a","0","0","0","0","0"
"4375","affugere","affugi","affugere","affūg","-","逃げる、逃げる、逃げる、消える、逃げる","to flee, to run away, to escape, to vanish, to flee from","3a","0","1","0","0","0"
"4376","affundere","affund","affundere","affūd","affūsus","注ぐ、振りかける、まぶす","to pour, to sprinkle onto, to scatter onto","3","0","0","0","0","0"
"4377","agnoscere","agnosc","agnoscere","agnōv","agnitus","認識する、理解する、見分ける、知る、知る、知覚する、認める、主張する","to recognize, to realize, to discern, to become acquainted with, to know, to perceive, to acknowledge, to claim","3","0","0","0","0","0"
"4378","allegere","alleg","allegere","allēg","allēctus","選択する、選ぶ、募る、選出する、認める","to select, to choose, to recruit, to elect, to admit","3","0","0","0","0","0"
"4379","allinere","allin","allinere","allēv","allitus","広がる、付着する","to spread over, to adhere to","3","0","0","0","0","0"
"4380","ambedere","ambed","ambedere","ambēd","ambēsus","食べる、かじる、浸食する、浪費する、消費する","to eat around, to gnaw around, to erode, to waste, to consume","3","0","0","0","0","0"
"4381","annectere","annect","annectere","annexu","annexus","縛る、結びつける、接続する、付属する","to bind to, to tie to, to connect, to annex","3","0","0","0","0","0"
"4382","anquīrere","anquīr","anquīrere","anquīsīv","anquīsītus","求める、調査する、調査する、司法的に調べる、起訴する","to seek, toresearch, toinvestigate, toexamine judicially, to indict","3","0","0","0","0","0"
"4383","antecapere","antecapi","antecapere","antecēp","anteceptus","得る、受け取る、前に取る、前もって取る","to obtain, to receive, to take before, to take beforehand","3a","0","0","0","0","0"
"4384","antepōnere","antepōn","antepōnere","anteposu","antepositus","前に置く、好む","to put in front of, to place in front of, to prefer","3","0","0","0","0","0"
"4385","appellere","appell","appellere","appul","appulsus","運転する、移動する、上陸する、上陸する","to drive to, to move to, to land, to put ashore","3","0","0","0","0","0"
"4386","apponere","appon","apponere","apposu","appositus","任命する、割り当てる、近くに置く、テーブルの前に置く、奉仕する、置く、適用する、追加する","to appoint, to assign, to place near, to set before on table, to serve up, to put, to apply, to add to","3","0","0","0","0","0"
"4387","arescere","aresc","arescere","āru","-","枯れる、乾く、枯れる、枯れる","to become dry, to dry out, to wither, to languish","3","0","1","0","0","0"
"4388","asciscere","ascisc","asciscere","ascīv","ascītus","知識のあるものを受け取る、知識のあるものを受け取る、承認する、受け入れる、認識する、採用する、誰かを自分自身に連れて行く、誰かを自分自身に受け入れる、連れてくる、勝つ、募集する、採用する、 自分自身と結びつける、想定する、自分自身に何かを主張する、自分自身に何かを傲慢にする、主張する","to take something with knowledge, to receive something with knowledge, to approve, to accept, to recognize, to adopt, to take someone to myself, to receive someone to myself, to bring in, to win over, to recruit, to adopt, to associate with myself, to assume, to claim something to myself, to arrogate something to myself, to lay claim to","3","0","0","0","0","0"
"4389","aspellere","aspell","aspellere","aspul","aspulsus","追い払う、取り除く","to drive away, to remove","3","0","0","0","0","0"
"4390","asserere","asser","asserere","assēv","assitus","種をまく、植える、何かの近くに置く","to sow, to plant, to set near something","3","0","0","0","0","0"
"4391","assidere","assid","assidere","assēd","-","座る","to sit down","3","0","1","0","0","0"
"4392","assistere","assist","assistere","astit","-","どこかに身を置く、立つ、待機する、身を寄せる、近づく、来る、位置に止まる、位置に止まる、弁護する、助ける、助ける、裁判で人の前に立つ、 裁きの前に立つ","to place oneself somewhere, to stand at, to stand by, to post oneself, to approach, to come upon, to stop in position, to halt in position, to defend, to assist, to aid, to stand before one on trial, to stand before one in judgement","3","0","1","0","0","0"
"4393","assuēscere","assuēsc","assuēscere","asuēv","assuētus","慣れる、馴染む、習慣になる、習慣化する","to get used to, to become accustomed with, to inure to, to accustom","3","0","0","0","0","0"
"4394","asternere","astern","asternere","astrāv","astrātus","ひれ伏す、仰向けになる","to prostrate oneself, to lie pron","3","0","0","0","0","0"
"4395","atterere","atter","atterere","attrīv","attrītus","すり減る、すり減る、すりつぶす、こすり落とす、弱める、損なう、すり減る","to wear away, to rub away, to grind, to chafe, to weaken, to impair, to attrit","3","0","0","0","0","0"
"4396","attingere","atting","attingere","attig","attāctus","接触する、触れる、攻撃する、攻める、倒す、触れる、味わう、近づく、達する、着く、到着する、隣接する、近くに横たわる、接近する、接する、触れる、 影響する、興味を引く、到達する、わずかに言及する、触れる、引き受ける、参加する、関与する、類似する、所属する、属する、関する、関係する、関連する、連なる、懸念する","to come in contact with, to touch, to assault, to strike, to attack, to touch, to taste, to approach, to reach, to arrive at, to be contiguous to, to lie near, to border upon, to touch, to affect, to interest, to reach, to mention slightly, to touch upon, to undertake, to enter upon, to engage in, to be similar, to belong, to relate to, to appertain to, to concern","3","0","0","0","0","0"
"4397","aufugere","aufugi","aufugere","aufūg","-","逃げる、逃げる、逃げる、消える、逃げる","to flee, to run away, to escape, to vanish, to flee from","3a","0","0","0","0","0"
"4398","avfugere","avfugi","avfugere","avfūg","-","逃げる、逃げる、逃げる、消える、逃げる","to flee, to run away, to escape, to vanish, to flee from","3a","0","0","0","0","0"
"4399","candēscere","candēsc","candēscere","-","-","明るくなる、明るくなる、輝きを放つ、真っ赤になる","to brighten, to grow brighter, to radiate, to become red hot","3","0","1","0","1","0"
"4400","cānēscere","cānēsc","cānēscere","-","-","白くなる、白くなる、灰色になる、白くなる","to whiten, to become white, to become grey, to become hoary","3","0","1","0","1","0"
"4401","circumagere","circumag","circumagere","circumēg","circumāctus","円を描くように運転する、円を描くように曲がる、振り向く、車輪を回す","to drive in circle, to turn in circle, to turn round, to turn wheel","3","0","0","0","0","0"
"4402","circumfodere","circumfodi","circumfodere","circumfōd","circumfossus","掘り回る","to dig around, to dig about","3a","0","0","0","0","0"
"4403","circumfundere","circumfund","circumfundere","circumfūd","circumfūsus","注ぎ出す、注ぎ込む、液体で囲む、群がる、圧倒する","to pour out, to pour round, to surround with liquid, to crowd around, to overwhelm","3","0","0","0","0","0"
"4404","circumicere","circumici","circumicere","circumiēc","circumiectus","投げる、放る、配置する、投げる、囲む、取り囲む、包み込む","to throw, to cast, to place around, to hurl around, to surround, to encompass, to envelop","3a","0","0","0","0","0"
"4405","circumlegere","circumleg","circumlegere","circumlēg","circumlēctus","航海する","to sail around","3","0","0","0","0","0"
"4406","circumlinere","circumlin","circumlinere","circumlev","circumlitus","全体に塗る、全体に塗る","to smear all over, to anoint all over","3","0","0","0","0","0"
"4407","circumponere","circumpon","circumponere","circumposu","circumpositus","配置する、配置する、配置する","to place around, to put around, to set around","3","0","0","0","0","0"
"4408","circumsistere","circumsist","circumsistere","circumstitī","-","立つ、集まる、取り囲む、取り囲む","to stand around, to gather around, to surround, to beset","3","0","1","0","0","0"
"4409","clarēscere","clarēsc","clarēscere","-","-","照らされる、明るくなる","to be illuminated, to brighten","3","0","1","0","1","0"
"4410","coacēscere","coacēsc","coacēscere","-","-","酸っぱくなる、酸っぱくなる、劣化する、腐敗する","to become acid, to become asour, to deteriorate, to become corrupt","3","0","1","0","1","0"
"4411","coalēscere","coalēsc","coalēscere","-","-","団結する、合体する、合わさる","to unite together, to coalesce","3","0","1","0","1","0"
"4412","coemere","coem","coemere","coēm","coēmptus","買いあさる、買い上げる、買収する","to purchase up, to buy up","3","0","0","0","0","0"
"4413","cohorrēscere","cohorrēsc","cohorrēscere","-","-","身震いする、恐怖に震える、寒さに震える","to shudder, to shiver with fear, to shiver with cold","3","0","1","0","1","0"
"4414","coicere","coici","coicere","coiēc","coiectus","一緒に投げる、一緒にする、結合する、接続する、駆動する、強制する、何かを投げつける、発送する、割り当てる、手放す、促す、圧力をかける、提案する、予言する、予言する、結論する、推測する、論争する、論争する、議論する、行く、急ぐ","to throw together, to bring together, to unite, to connect, to drive, to force, to hurl something, to dispatch, to assign, to make go, to urge, to press, to adduce, to prophesy, to foretell, to forebode, to conclude, to guess, to dispute, to contend, to discuss, to go, to hurry","3a","0","0","0","0","0"
"4415","collinere","collin","collinere","collēv","collitus","覆い隠す、汚す、汚す、汚す","to cover over, to besmear, to pollute, to defile","3","0","0","0","0","0"
"4416","colliquēscere","colliquēsc","colliquēscere","-","-","溶ける、液化する、溶解する","to melt, to liquefy, to dissolve","3","0","1","0","1","0"
"4417","commeminisse","-","commeminisse","commemin","-","暗記する","to remember clearly","3","0","1","1","0","0"
"4418","compellere","compell","compellere","compul","compulsus","集める、集める、押し合わせる、強要する、一定の状態に還元する、力ずくで状態に還元する、促す","to gather, to collect, to push together, to compel, to reduce to certain condition, reduce to state by force, to urge","3","0","0","0","0","0"
"4419","compingere","comping","compingere","compēg","compāctus","付ける、結びつける、結合する、構成する、封じ込める、隠す","to attach, to bind, to join together, to construct, to confine, to conceal","3","0","0","0","0","0"
"4420","complūere","complūi","complūere","complūv","-","雨が降る","to rain","3a","0","1","0","0","1"
"4421","compōnere","compōn","compōnere","composu","conpositus","手配する、編纂する、構成する、構成する、編成する、注文する、建てる、築く、なだめる、和らげる、解決する、落ち着かせる、なだめる、静める、落ち着かせる、和解する、支払いを修正する","to arrange, to compile, to compose, to make up, organize, to order, to construct, to build, to pacify, to allay, to settle, to calm, to appease, to quiet, to tranquillize, to reconcile, to pay amends","3","0","0","0","0","0"
"4422","computrescere","computresc","computrescere","-","-","腐敗する","to putrefy","3","0","1","0","1","0"
"4423","concalefacere","concalefaci","concalefacere","concalefēc","concalefactus","しっかり温める","to warm thoroughly","3a","0","0","0","0","0"
"4424","concalescere","concalesc","concalescere","-","-","熱くなる、熱で光る","to become hot, to glow with heat","3","0","1","0","1","0"
"4425","concallescere","concallesc","concallescere","-","-","無神経になる、鈍感になる、賢くなる","to become callous, to become insensitive, to become shrewd","3","0","1","0","1","0"
"4426","concernere","concern","concernere","concrēv","concrētus","混ぜる、ふるいにかける、混ぜ合わせる","to mix, to sift together, to mingle together","3","0","0","0","0","0"
"4427","concipere","concipi","concipere","concēp","conceptus","受け取る、掴む、攫む、由来する、収容する、保持する、知的に理解する、考える、採用する、工夫する、想像する","to receive, to catch, to grasp, to derive from, to contain, to hold, to comprehend intellectually, to think, to adopt, to devise, to conceive","3a","0","0","0","0","0"
"4428","concrēdere","concrēd","concrēdere","concrēdid","concrēditus","委ねる、委託する、託す、打ち明ける","to entrust, to consign, to commit, to confide","3","0","0","0","0","0"
"4429","concrescere","concresc","concrescere","-","-","濃くなる、凝結する、凝固する、硬化する、凝結する","to thicken, to condense, to curdle, to stiffen, to congeal","3","0","1","0","1","0"
"4430","concumbere","concumb","concumbere","concubu","concubitum","一緒に寝る、ベッドを共にする、一緒に寝る","to lie with, to share the bed of, to sleep with","3","0","0","0","0","0"
"4431","concupīscere","concupīsc","concupīscere","concupīv","concupītus","欲しがる、切望する、切望する","to desire, to covet, to long for","3","0","0","0","0","0"
"4432","condecernere","condecern","condecernere","condēcrēv","condēcrētus","決める、一緒に解決する、一緒に決定する","to decide, to settle together, to determine together","3","0","0","0","0","0"
"4433","condiscere","condisc","condiscere","condidic","-","徹底的に学ぶ","to learn thoroughly","3","0","1","0","0","0"
"4434","condolescere","condolesc","condolescere","-","-","激しい痛みを感じ始める、ひどく苦しみ始める、痛み始める","to begin to feel severe pain, to begin to suffer greatly, to begin to ache","3","0","1","0","1","0"
"4435","condormiscere","condormisc","condormiscere","condormīv","-","眠りにつく、眠りにつく","to fall asleep, to go to sleep","3","0","1","0","0","0"
"4436","cōnectere","cōnect","cōnectere","cōnexu","cōnexus","接続する、繋げる、結合する、先行するものに結合する","to connect, to link, to fasten together, to join to what precedes","3","0","0","0","0","0"
"4437","cōnfervēscere","cōnfervēsc","cōnfervēscere","-","-","沸騰する、熱くなる、治る","to begin to boil, to grow hot, to heal","3","0","1","0","1","0"
"4438","cōnficere","cōnfici","cōnficere","cōnfēc","cōnfectus","準備する、達成する、完了する、実行する、解決する、取引を成立させる、横切る、横断する、生成する、引き起こす、もたらす、結果をもたらす、確保する、完了する、終了する、費やす、通過する 完成する、調達する、集める、集める、生産する、準備する、実行する、祝う、示す、推測する、実証する、減少させる、減らす、磨耗させる、消費する、枯渇させる 、破壊する、殺す","to prepare, to accomplish, to complete, to execute, to settle, to close bargain, to traverse, to produce, to cause, to bring about, to effect, to secure, to finish, to end, to spend, to pass, to complete, to procure, to bring together, to collect, to produce, to prepare, to perform, to celebrate, to show, to deduce, to demonstrate, to diminish, to lessen, to wear out, to consume, to exhaust, to destroy, to kill","3a","0","0","0","0","0"
"4439","cōnfodere","cōnfodi","cōnfodere","cōnfōd","cōnfossus","掘る、掘る、掘る、あたりを掘る、土地をひっくり返す、掘って準備する、刺して倒す、突き刺す、突き刺す、突き刺す、傷つける","to dig, to dig up, to dig over, to dig round about, to turn over of land, to prepare by digging, to strike down by stabbing, to pierce, to stab, to transfix, to damage","3a","0","0","0","0","0"
"4440","cōnfringere","cōnfring","cōnfringere","cōnfrēg","cōnfrāctus","粉々にする、破壊する","to break into pieces, to destroy","3","0","0","0","0","0"
"4441","cōnfugere","cōnfugi","cōnfugere","cōnfūg","cōnfugitus","逃げる、避難する、頼る、訴える","to flee, to take refuge, to have recourse to, to appeal to","3a","0","0","0","0","0"
"4442","cōnfundere","cōnfund","cōnfundere","cōnfūd","cōnfūsus","注ぐ、混ざる、かき混ぜる、拡散する、充満する、広がる、団結する、混ざり合う、結合する、結合する、混ざり合う、混同する、混同する、混同する、無秩序にする 、当惑させる、当惑させる","to pour, to mingle, to stir up, to diffuse, to suffuse, to spread over, to unite, to mix together, to join, to combine, to mingle, to confound, to confuse, to jumble together, to bring into disorder, to disconcert, to perplex","3","0","0","0","0","0"
"4443","conicere","conici","conicere","coniēc","coniectus","一緒に投げる、一緒にする、結合する、接続する、駆動する、強制する、何かを投げつける、発送する、割り当てる、手放す、促す、圧力をかける、提案する、予言する、予言する 予言する、結論する、推測する、論争する、論争する、議論する、行く、急ぐ","to throw together, to bring together, to unite, to connect, to drive, to force, to hurl something, to dispatch, to assign, to make go, to urge, to press, to adduce, to prophesy, to foretell, to forebode, to conclude, to guess, to dispute, to contend, to discuss, to go, to hurry","3a","0","0","0","0","0"
"4444","coniicere","coniici","coniicere","coniēc","coniectus","一緒に投げる、一緒にする、結合する、接続する、駆動する、強制する、何かを投げつける、発送する、割り当てる、手放す、促す、圧力をかける、提案する、予言する、予言する 予言する、結論する、推測する、論争する、論争する、議論する、行く、急ぐ","to throw together, to bring together, to unite, to connect, to drive, to force, to hurl something, to dispatch, to assign, to make go, to urge, to press, to adduce, to prophesy, to foretell, to forebode, to conclude, to guess, to dispute, to contend, to discuss, to go, to hurry","3a","0","0","0","0","0"
"4445","conjicere","conjici","conjicere","conjēc","conjectus","一緒に投げる、一緒にする、結合する、接続する、駆動する、強制する、何かを投げつける、発送する、割り当てる、手放す、促す、圧力をかける、提案する、予言する、予言する 予言する、結論する、推測する、論争する、論争する、議論する、行く、急ぐ","to throw together, to bring together, to unite, to connect, to drive, to force, to hurl something, to dispatch, to assign, to make go, to urge, to press, to adduce, to prophesy, to foretell, to forebode, to conclude, to guess, to dispute, to contend, to discuss, to go, to hurry","3a","0","0","0","0","0"
