"1385","ἀφραδίη","ἀφραδί",Feminine,1e,アフラディー,,,,
"1426","ἄφρισσα","ἄφρισσ",Feminine,1a,アフリカ,,,,
"1428","ἅβρα","ἅβρ",Feminine,1a,アブラ,,,,
"1331","ἀποστροφή","ἀποστροφ",Feminine,1e,アポストロフィ,,,,
"1434","Ἀμαζονομαχία","Ἀμαζονομαχί",Feminine,1a,アマゾンバトル,,,,
"1252","ἀμάρα","ἀμάρ",Feminine,1a,アマラ,,,,
"984","συμμαχία","συμμαχί",Feminine,1a,アライアンス,,,,
"1239","ἀλαβαστροθήκη","ἀλαβαστροθήκ",Feminine,1e,アラバスターケース,,,,
"1342","ἀρία","ἀρί",Feminine,1a,アリア,,,,
"1395","ἁλία","ἁλί",Feminine,1a,アリア,,,,
"1347","ἀριστολόχεια","ἀριστολόχει",Feminine,1a,アリストロキア,,,,
"1238","ἀλίνδα","ἀλίνδ",Feminine,1a,アリンダ,,,,
"1244","ἀλινδήθρα","ἀλινδήθρ",Feminine,1a,アリンディトラ,,,,
"1249","ἀλσίνη","ἀλσίν",Feminine,1e,アルシーニ,,,,
"1353","ἀρτάβη","ἀρτάβ",Feminine,1e,アルタバ,,,,
"417","κλήθρα","κλήθρ",Feminine,1a,アルダー,,,,
"1243","ἀλθαία","ἀλθαί",Feminine,1a,アルテア,,,,
"1343","ἀρβύλη","ἀρβύλ",Feminine,1e,アルブリ,,,,
"1350","ἀρπεδόνη","ἀρπεδόν",Feminine,1e,アルペドン,,,,
"243","εἰκονομαχία","εἰκονομαχί",Feminine,1a,アレゴリー,,,,
"1247","ἀλληγορία","ἀλληγορί",Feminine,1a,アレゴリー,,,,
"1250","ἀλωή","ἀλω",Feminine,1e,アロエ,,,,
"1251","ἀλόη","ἀλό",Feminine,1e,アロエ,,,,
"1403","ἄγκυρα","ἄγκυρ",Feminine,1a,アンカー,,,,
"1184","ἀάνθα","ἀάνθ",Feminine,1a,アンサ,,,,
"1292","ἀνθολογία","ἀνθολογί",Feminine,1a,アンソロジー,,,,
"405","κεραία","κεραί",Feminine,1a,アンテナ,,,,
"1591","ἱστοκεραία","ἱστοκεραί",Feminine,1a,アンテナ,,,,
"1267","ἀμφίσβαινα","ἀμφίσβαιν",Feminine,1a,アンフィスバエナ,,,,
"1258","ἀμβροσία","ἀμβροσί",Feminine,1a,アンブロシア,,,,
"1259","ἀμβροσίη","ἀμβροσί",Feminine,1e,アンブロシア,,,,
"1265","ἀμπεχόνη","ἀμπεχόν",Feminine,1e,アンベホニ,,,,
"375","καμάρα","καμάρ",Feminine,1a,アーチ,,,,
"1041","τοξοθήκη","τοξοθήκ",Feminine,1e,アーチェリー,,,,
"1564","ἰαμβύκη","ἰαμβύκ",Feminine,1e,イアンビキ,,,,
"124","γαμφηλαί","γαμφηλ",Feminine,1e,イタチ,,1,0,0
"902","σικύα","σικύ",Feminine,1a,イチジクの木,,,,
"972","συβήνη","συβήν",Feminine,1e,イベント,,,,
"1585","ἱλάειρα","ἱλάειρ",Feminine,1a,イライラ,,,,
"427","κνίδη","κνίδ",Feminine,1e,イラクサ,,,,
"59","βαίτη","βαίτ",Feminine,1e,ウェイター,waiter,,,
"442","κονίλη","κονίλ",Feminine,1e,ウサギ,,,,
"684","ξυλοθήκη","ξυλοθήκ",Feminine,1e,ウッドケース,,,,
"1443","ἐκθυμία","ἐκθυμί",Feminine,1a,エクスタシー,,,,
"1547","ἠχή","ἠχ",Feminine,1e,エコー,,,,
"1115","φυγή","φυγ",Feminine,1e,エスケープ,,,,
"779","περιουσία","περιουσί",Feminine,1a,エステート,,,,
"1656","ὄσσα","ὄσσ",Feminine,1a,エッセ,,,,
"1464","ἐνέργεια","ἐνέργει",Feminine,1a,エネルギー,,,,
"1518","ἐφέδρα","ἐφέδρ",Feminine,1a,エフェドラ,,,,
"1431","ἅμιλλα","ἅμιλλ",Feminine,1a,エミュレーション,,,,
"1454","ἐλατίνη","ἐλατίν",Feminine,1e,エラチン,,,,
"244","εἰλαπίνη","εἰλαπίν",Feminine,1e,エラピン,,,,
"799","πλάνη","πλάν",Feminine,1e,エラー,,,,
"1455","ἐλεγεία","ἐλεγεί",Feminine,1a,エレジー,,,,
"502","λήμη","λήμ",Feminine,1e,エントリ,,,,
"1475","ἐντροπία","ἐντροπί",Feminine,1a,エントロピ,,,,
"1703","ῥέμβη","ῥέμβ",Feminine,1e,エンビ,,,,
"1453","ἐλαίη","ἐλαί",Feminine,1e,オイル,,,,
"541","λύκαινα","λύκαιν",Feminine,1a,オオカミ,,,,
"1617","ὀξυμυρσίνη","ὀξυμυρσίν",Feminine,1e,オキシミルシン,,,,
"1637","ὀχλοκρατία","ὀχλοκρατί",Feminine,1a,オクラシー,,,,
"1634","ὀστοθήκη","ὀστοθήκ",Feminine,1e,オストセカ,,,,
"1658","ὄττα","ὄττ",Feminine,1a,オッタ,,,,
"1613","ὀνοματοποιία","ὀνοματοποιί",Feminine,1a,オノマトペ,,,,
"1452","ἐλαία","ἐλαί",Feminine,1a,オリーブ,,,,
"1630","ὀρχήστρα","ὀρχήστρ",Feminine,1a,オーケストラ,,,,
"52","αὔδα","αὔδ",Feminine,1a,オーダ,auda,,,
"53","αὔρα","αὔρ",Feminine,1a,オーラ,aura,,,
"491","κώπη","κώπ",Feminine,1e,オール,,,,
"1635","ὀστρύα","ὀστρύ",Feminine,1a,カキ,,,,
"386","κασία","κασί",Feminine,1a,カシア,,,,
"387","κατάνη","κατάν",Feminine,1e,カタナ,,,,
"392","καταρροή","καταρρο",Feminine,1e,カタル,,,,
"341","κάλχη","κάλχ",Feminine,1e,カップ,,,,
"824","ποτηροθήκη","ποτηροθήκ",Feminine,1e,カップホルダー,,,,
"286","ζεύγλη","ζεύγλ",Feminine,1e,カップル,,,,
"395","κατηγορία","κατηγορί",Feminine,1a,カテゴリー,,,,
"354","καδμήα","καδμή",Feminine,1a,カドミウム,,,,
"355","καδμία","καδμί",Feminine,1a,カドミウム,,,,
"356","καδμεία","καδμεί",Feminine,1a,カドミウム,,,,
"374","καλύπτρη","καλύπτρ",Feminine,1e,カバー,,,,
"1510","ἐρυσίβη","ἐρυσίβ",Feminine,1e,カビ,,,,
"381","καπίθη","καπίθ",Feminine,1e,カピティ,,,,
"456","κράμβη","κράμβ",Feminine,1e,カブ,,,,
"1076","φέκλη","φέκλ",Feminine,1e,カブ,,,,
"1153","χελώνη","χελών",Feminine,1e,カメ,,,,
"1145","χαμελαία","χαμελαί",Feminine,1a,カメレオン,,,,
"1141","χαμαιλεύκη","χαμαιλεύκ",Feminine,1e,カモミール,,,,
"305","θαλασσαίγλη","θαλασσαίγλ",Feminine,1e,カモメ,,,,
"367","καλαμίνθη","καλαμίνθ",Feminine,1e,カラミント,,,,
"380","κανθύλη","κανθύλ",Feminine,1e,カンチュラ,,,,
"187","δηγῆ","δηγ",Feminine,1e,ガイド,guide,,,
"419","κλαγγή","κλαγγ",Feminine,1e,ガチャガチャ,,,,
"116","γάρρα","γάρρ",Feminine,1a,ガラ,garra,,,
"115","γάζα","γάζ",Feminine,1a,ガーゼ,gauze,,,
"1112","φρουρά","φρουρ",Feminine,1a,ガード,,,,
"1586","ἱμάσθλη","ἱμάσθλ",Feminine,1e,ガードル,,,,
"680","ξυλαλόη","ξυλαλό",Feminine,1e,キシラロエ,,,,
"414","κινάρα","κινάρ",Feminine,1a,キナラ,,,,
"415","κινύρα","κινύρ",Feminine,1a,キニラ,,,,
"1134","χίμαιρα","χίμαιρ",Feminine,1a,キメラ,,,,
"1390","ἀχρηματία","ἀχρηματί",Feminine,1a,キャッシュレス,,,,
"409","κερωνία","κερωνί",Feminine,1a,キャンドル,,,,
"1008","σχενδύλη","σχενδύλ",Feminine,1e,キャンドル,,,,
"1719","ῥοδοδάφνη","ῥοδοδάφν",Feminine,1e,キョウチクトウ,,,,
"1107","φονεύτρια","φονεύτρι",Feminine,1a,キラー,,,,
"413","κιθάρα","κιθάρ",Feminine,1a,ギター,,,,
"797","πινακοθήκη","πινακοθήκ",Feminine,1e,ギャラリー,,,,
"121","γαλέη","γαλέ",Feminine,1e,ギャレー,galley,,,
"1524","ἑλεδώνη","ἑλεδών",Feminine,1e,ギリシャ語,,,,
"634","μυρσίνη","μυρσίν",Feminine,1e,ギンバイカ,,,,
"1340","ἀράχνη","ἀράχν",Feminine,1e,クモ,,,,
"450","κορώνη","κορών",Feminine,1e,クラウン,,,,
"500","λέσχη","λέσχ",Feminine,1e,クラブ,,,,
"467","κρούπεζαι","κρούπεζ",Feminine,1a,クループ,,1,0,0
"464","κρησέρα","κρησέρ",Feminine,1a,クレセラ,,,,
"157","γρούτη","γρούτ",Feminine,1e,グラウト,grout,,,
"140","γλαβρήνη","γλαβρήν",Feminine,1e,グラブリナ,Glabrina,,,
"38","αἴγλη","αἴγλ",Feminine,1e,グラマー,,,,
"142","γλυκυσίδη","γλυκυσίδ",Feminine,1e,グリシド,glycyside,,,
"1513","ἐσχάρα","ἐσχάρ",Feminine,1a,グリッド,,,,
"144","γλυφή","γλυφ",Feminine,1e,グリフ,glyph,,,
"137","γλήνη","γλήν",Feminine,1e,グレン,glen,,,
"261","εὐλή","εὐλ",Feminine,1e,グレース,,,,
"493","λάμια","λάμι",Feminine,1a,グール,,,,
"349","κέστρα","κέστρ",Feminine,1a,ケスター,,,,
"1171","χύτρα","χύτρ",Feminine,1a,ケトル,,,,
"401","κεδρελάτη","κεδρελάτ",Feminine,1e,ケドレラティ,,,,
"400","κεβλή","κεβλ",Feminine,1e,ケブリ,,,,
"408","κερατωνία","κερατωνί",Feminine,1a,ケラトニア,,,,
"402","κειρία","κειρί",Feminine,1a,ケリア,,,,
"348","κέρχνη","κέρχν",Feminine,1e,ケルチ,,,,
"433","κολοιτέα","κολοιτέ",Feminine,1a,ケルン,,,,
"345","κάπη","κάπ",Feminine,1e,ケープ,,,,
"282","ζέρνα","ζέρν",Feminine,1a,ゲルナ,,,,
"864","πύλη","πύλ",Feminine,1e,ゲート,,,,
"729","πίπρα","πίπρ",Feminine,1a,コショウ,,,,
"608","μηλολόνθη","μηλολόνθ",Feminine,1e,コックチャファー,,,,
"759","παροικία","παροικί",Feminine,1a,コミュニティ,,,,
"480","κωμῳδία","κωμῳδί",Feminine,1a,コメディ,,,,
"982","συλλογή","συλλογ",Feminine,1e,コレクション,,,,
"1159","χολέρα","χολέρ",Feminine,1a,コレラ,,,,
"435","κολοκασία","κολοκασί",Feminine,1a,コロケーション,,,,
"1322","ἀποικία","ἀποικί",Feminine,1a,コロニー,,,,
"84","βεττονική","βεττονικ",Feminine,1e,コンクリート,concrete,,,
"605","μετοικία","μετοικί",Feminine,1a,コンドミニアム,,,,
"489","κώδεια","κώδει",Feminine,1a,コード,,,,
"306","θαλασσοκράμβη","θαλασσοκράμβ",Feminine,1e,コールラビ,,,,
"359","κακκάβη","κακκάβ",Feminine,1e,ゴキブリ,,,,
"161","γόργυρα","γόργυρ",Feminine,1a,ゴルギラ,gorgyra,,,
"1169","χρυσωματοθήκη","χρυσωματοθήκ",Feminine,1e,ゴールドケース,,,,
"917","σκευοθήκη","σκευοθήκ",Feminine,1e,サイドボード,,,,
"1566","ἰγνύα","ἰγνύ",Feminine,1a,サイン,,,,
"872","σαγή","σαγ",Feminine,1e,サガ,,,,
"888","σατίνη","σατίν",Feminine,1e,サテン,,,,
"991","συνδρομή","συνδρομ",Feminine,1e,サブスクリプション,,,,
"1445","ἐκπληξία","ἐκπληξί",Feminine,1a,サプライズ,,,,
"884","σαπρία","σαπρί",Feminine,1a,サプリア,,,,
"875","σαλάμβη","σαλάμβ",Feminine,1e,サランビー,,,,
"866","σάρισα","σάρισ",Feminine,1a,サリッサ,,,,
"886","σαρκοκήλη","σαρκοκήλ",Feminine,1e,サルコセルス,,,,
"877","σαλαμάνδρα","σαλαμάνδρ",Feminine,1a,サンショウウオ,,,,
"881","σανδαράκη","σανδαράκ",Feminine,1e,サンダラキ,,,,
"882","σανδαράχη","σανδαράχ",Feminine,1e,サンダラッハ,,,,
"880","σανδαλοθήκη","σανδαλοθήκ",Feminine,1e,サンダルケース,,,,
"107","βροντή","βροντ",Feminine,1e,サンダー,thunder,,,
"878","σαμβύκη","σαμβύκ",Feminine,1e,サンビカ,,,,
"879","σαμψήρα","σαμψήρ",Feminine,1a,サンプシラ,,,,
"781","περισπωμένη","περισπωμέν",Feminine,1e,サーカムフレックス,,,,
"1675","ὑπηρεσία","ὑπηρεσί",Feminine,1a,サービス,,,,
"933","σμηματοθήκη","σμηματοθήκ",Feminine,1e,シグナルボックス,,,,
"1091","φερνή","φερν",Feminine,1e,シダ,,,,
"871","σίττη","σίττ",Feminine,1e,シッティ,,,,
"870","σίτλα","σίτλ",Feminine,1a,シトラ,,,,
"989","συναγωγή","συναγωγ",Feminine,1e,シナゴーグ,,,,
"1104","φιλύρα","φιλύρ",Feminine,1a,シナノキ,,,,
"898","σιβύνη","σιβύν",Feminine,1e,シビニー,,,,
"183","δειρή","δειρ",Feminine,1e,シャイ,shy,,,
"923","σκιαμαχία","σκιαμαχί",Feminine,1a,シャドーボクシング,,,,
"1615","ὀξεῖα","ὀξεῖ",Feminine,1a,シャープ,,,,
"903","σισύρα","σισύρ",Feminine,1a,シューという音,,,,
"94","βολή","βολ",Feminine,1e,ショット,shot,,,
"912","σκίλλα","σκίλλ",Feminine,1a,シラ,,,,
"997","συρία","συρί",Feminine,1a,シリア,,,,
"891","σειρά","σειρ",Feminine,1a,シリーズ,,,,
"1012","σύλη","σύλ",Feminine,1e,シル,,,,
"565","μέταξα","μέταξ",Feminine,1a,シルク,,,,
"1345","ἀργυροθήκη","ἀργυροθήκ",Feminine,1e,シルバーケース,,,,
"868","σίλφη","σίλφ",Feminine,1e,シルフ,,,,
"986","συμπάθεια","συμπάθει",Feminine,1a,シンパシー,,,,
"686","ξυμφορά","ξυμφορ",Feminine,1a,シンフォラ,,,,
"336","θύμβρα","θύμβρ",Feminine,1a,シンブル,,,,
"1541","ἕδρα","ἕδρ",Feminine,1a,シート,,,,
"918","σκηνή","σκην",Feminine,1e,シーン,,,,
"351","κίσσα","κίσσ",Feminine,1a,ジェイ,,,,
"135","γεωμετρία","γεωμετρί",Feminine,1a,ジオメトリー,geometry,,,
"209","διφθέρα","διφθέρ",Feminine,1a,ジフテリア,,,,
"127","γενέτα","γενέτ",Feminine,1a,ジュネ,Genet,,,
"1170","χυμεία","χυμεί",Feminine,1a,ジュース,,,,
"284","ζειρά","ζειρ",Feminine,1a,ジラ,,,,
"913","σκαμμωνία","σκαμμωνί",Feminine,1a,スカモニア,,,,
"908","σκάρφη","σκάρφ",Feminine,1e,スカーフ,,,,
"207","διλοχία","διλοχί",Feminine,1a,スキャンダル,,,,
"550","μάκτρα","μάκτρ",Feminine,1a,スキージ,,,,
"924","σκολόπενδρα","σκολόπενδρ",Feminine,1a,スコロペンドラ,,,,
"970","στυλίτισσα","στυλίτισσ",Feminine,1a,スタイリスト,,,,
"958","στοιβή","στοιβ",Feminine,1e,スタック,,,,
"920","σκηνοθήκη","σκηνοθήκ",Feminine,1e,ステージ,,,,
"1162","χορδή","χορδ",Feminine,1e,ストリング,,,,
"369","καλαμοθήκη","καλαμοθήκ",Feminine,1e,ストローバッグ,,,,
"957","στοά","στο",Feminine,1a,ストーア,,,,
"1364","ἀσκοπήρα","ἀσκοπήρ",Feminine,1a,スナイパーライフル,,,,
"458","κραδίη","κραδί",Feminine,1e,スパイス,,,,
"942","σπιθαμή","σπιθαμ",Feminine,1e,スパン,,,,
"938","σπίζα","σπίζ",Feminine,1a,スパークプラグ,,,,
"220","δορατοθήκη","δορατοθήκ",Feminine,1e,スピアケース,,,,
"940","σπειραία","σπειραί",Feminine,1a,スピラエア,,,,
"511","λαλιά","λαλι",Feminine,1a,スピーチ,,,,
"1006","σχίζα","σχίζ",Feminine,1a,スライバー,,,,
"138","γλία","γλί",Feminine,1a,スライム,slime,,,
"930","σκωρία","σκωρί",Feminine,1a,スラグ,,,,
"1003","σφενδόνη","σφενδόν",Feminine,1e,スリング,,,,
"223","δούλη","δούλ",Feminine,1e,スレーブ,,,,
"353","κίχλη","κίχλ",Feminine,1e,スロットル,,,,
"423","κλισία","κλισί",Feminine,1a,スロープ,,,,
"424","κλισίη","κλισί",Feminine,1e,スロープ,,,,
"937","σπάθη","σπάθ",Feminine,1e,セイバー,,,,
"473","κυνοκράμβη","κυνοκράμβ",Feminine,1e,セイヨウワサビ,,,,
"1206","ἀγυιά","ἀγυι",Feminine,1a,セインツ,,,,
"1406","ἄγυια","ἄγυι",Feminine,1a,セインツ,,,,
"316","θεοπάθεια","θεοπάθει",Feminine,1a,セオパシー,,,,
"410","κεστροσφενδόνη","κεστροσφενδόν",Feminine,1e,セストロスフェンドン,,,,
"672","ξενία","ξενί",Feminine,1a,セニア,,,,
"897","σηπία","σηπί",Feminine,1a,セピア,,,,
"893","σεμνολογία","σεμνολογί",Feminine,1a,セミノロジー,,,,
"440","κονία","κονί",Feminine,1a,セメント,,,,
"404","κεντρομυρσίνη","κεντρομυρσίν",Feminine,1e,セントロミルシン,,,,
"1143","χαμαιπεύκη","χαμαιπεύκ",Feminine,1e,セーム松,,,,
"285","ζετραία","ζετραί",Feminine,1a,ゼトレア,,,,
"720","πέλτη","πέλτ",Feminine,1e,ゼリー,,,,
"936","σοφία","σοφί",Feminine,1a,ソフィア,,,,
"792","πηγή","πηγ",Feminine,1e,ソース,,,,
"1688","ὕρχη","ὕρχ",Feminine,1e,ソース,,,,
"294","ζωπύρα","ζωπύρ",Feminine,1a,ゾピラ,,,,
"290","ζωή","ζω",Feminine,1e,ゾーイ,,,,
"296","ζώνη","ζών",Feminine,1e,ゾーン,,,,
"1571","ἰσοψηφία","ἰσοψηφί",Feminine,1a,タイ,,,,
"1036","τιθήνη","τιθήν",Feminine,1e,タイチン,,,,
"967","στροβίλη","στροβίλ",Feminine,1e,タービン,,,,
"1014","τάρπη","τάρπ",Feminine,1e,タープ,,,,
"730","πίσσα","πίσσ",Feminine,1a,タール,,,,
"168","δίαιτα","δίαιτ",Feminine,1a,ダイエット,diet,,,
"182","δειπνολογία","δειπνολογί",Feminine,1a,ダイニング,dining,,,
"770","παῦλα","παῦλ",Feminine,1a,ダッシュ,,,,
"86","βλάβη","βλάβ",Feminine,1e,ダメージ,damage,,,
"288","ζημία","ζημί",Feminine,1a,ダメージ,,,,
"650","νάρτη","νάρτ",Feminine,1e,ダーツ,,,,
"1069","τύφη","τύφ",Feminine,1e,チフス,,,,
"331","θυμέλη","θυμέλ",Feminine,1e,チメリ,,,,
"1142","χαμαιμυρσίνη","χαμαιμυρσίν",Feminine,1e,チャミルシン,,,,
"1144","χαμαισύκη","χαμαισύκ",Feminine,1e,チャメシキ,,,,
"379","κανδυτάνη","κανδυτάν",Feminine,1e,チャンディダニ,,,,
"1067","τύλη","τύλ",Feminine,1e,チュール,,,,
"1065","τυρεία","τυρεί",Feminine,1a,チーズ,,,,
"1505","ἐργαλοθήκη","ἐργαλοθήκ",Feminine,1e,ツールボックス,,,,
"1035","τιάρα","τιάρ",Feminine,1a,ティアラ,,,,
"1063","τυκάνη","τυκάν",Feminine,1e,ティカン,,,,
"1020","τίτθη","τίτθ",Feminine,1e,ティティ,,,,
"1021","τίφη","τίφ",Feminine,1e,ティフィ,,,,
"1019","τίλαι","τίλ",Feminine,1a,ティライ,,1,0,0
"1684","ὑφή","ὑφ",Feminine,1e,テクスチャー,,,,
"1032","τεχνολογία","τεχνολογί",Feminine,1a,テクノロジー,,,,
"214","δοκιμή","δοκιμ",Feminine,1e,テスト,,,,
"215","δοκιμασία","δοκιμασί",Feminine,1a,テスト,,,,
"1017","τήβεννα","τήβενν",Feminine,1a,テベナ,,,,
"1033","τηλία","τηλί",Feminine,1a,テリア,,,,
"1034","τηλίνη","τηλίν",Feminine,1e,テリン,,,,
"1007","σχεδία","σχεδί",Feminine,1a,デザイン,,,,
"156","γραφιοθήκη","γραφιοθήκ",Feminine,1e,デスク,desk,,,
"180","δεδώνη","δεδών",Feminine,1e,デドン,dedon,,,
"890","σαύρα","σαύρ",Feminine,1a,トカゲ,,,,
"170","δίκη","δίκ",Feminine,1e,トライアル,trial,,,
"1046","τρίαινα","τρίαιν",Feminine,1a,トライデント,,,,
"1049","τραγάκανθα","τραγάκανθ",Feminine,1a,トラガント,,,,
"950","στίβη","στίβ",Feminine,1e,トラックとフィールド,,,,
"909","σκάφη","σκάφ",Feminine,1e,トラフ,,,,
"1048","τραβέα","τραβέ",Feminine,1a,トラベア,,,,
"1047","τρίγλη","τρίγλ",Feminine,1e,トリグリ,,,,
"1060","τρυτάνη","τρυτάν",Feminine,1e,トリタン,,,,
"1043","τορύνη","τορύν",Feminine,1e,トリネ,,,,
"1721","ῥοπή","ῥοπ",Feminine,1e,トルク,,,,
"1030","ταὐτολογία","ταὐτολογί",Feminine,1a,トートロジー,,,,
"325","θοίνη","θοίν",Feminine,1e,トーニ,,,,
"337","θύρα","θύρ",Feminine,1a,ドア,,,,
"213","δοιή","δοι",Feminine,1e,ドイ,,,,
"218","δοξοσοφία","δοξοσοφί",Feminine,1a,ドクソフィア,,,,
"956","στιγμή","στιγμ",Feminine,1e,ドット,,,,
"229","δραχμή","δραχμ",Feminine,1e,ドラクマ,,,,
"227","δρακοντία","δρακοντί",Feminine,1a,ドラゴン,,,,
"869","σίσυρνα","σίσυρν",Feminine,1a,ドラゴン,,,,
"228","δραματουργία","δραματουργί",Feminine,1a,ドラマツルギー,,,,
"559","μάχαιρα","μάχαιρ",Feminine,1a,ナイフ,,,,
