"159","intercido",intercid,intercidere,intercid,intercisus,フォールスルー,fall through,3
"160","intercurro",intercurr,intercurrere,intercurr,intercurritus,走り回る,run around,3
"161","interverto",intervert,intervertere,intervert,interversus,インターバート,intervert,3
"162","interviso",intervis,intervisere,intervis,intervisus,入る,go in,3
"163","inverto",invert,invertere,invert,inversus,インベルト,inverto,3
"164","inviso",invis,invisere,invis,invisus,見る,look,3
"165","involvo",involv,involvere,involv,involūtus,包む,wrap,3
"166","irruo",irru,irruere,irru,irrutus,駆け込む,rush in,3
"167","lambo",lamb,lambere,lamb,lambitus,ランボ,lambo,3
"168","luo",lu,luere,lu,lutus,ルオ,luo,3
"169","mando",mand,mandere,mand,mansus,私はコミットします,I commit,3
"170","metuo",metu,metuere,metu,metutus,怖いです,I am afraid,3
"171","minuo",minu,minuere,minu,minutus,減らすために,to lessen,3
"172","obruo",obru,obruere,obru,obrutus,圧倒する,overwhelm,3
"173","obtendo",obtend,obtendere,obtend,obtensus,拡張する,extend,3
"174","obverto",obvert,obvertere,obvert,obversus,順番,turn,3
"175","obvolvo",obvolv,obvolvere,obvolv,obvolūtus,要約,wrap up,3
"176","occido",occid,occidere,occid,occisus,殺す,kill,3
"177","occurro",occurr,occurrere,occurr,occurritus,カウンター,counter,3
"178","offendo",offend,offendere,offend,offensus,気分を害する,offend,3
"179","oppando",oppand,oppandere,oppand,oppansus,オパンド,opando,3
"180","ostendo",ostend,ostendere,ostend,ostensus,見せる,show,3
"181","pando",pand,pandere,pand,pansus,パンド,pando,3
"182","parvipendo",parvipend,parvipendere,parvipend,parvipensus,軽蔑された,belittled,3
"183","percido",percid,percidere,percid,percisus,percido,percido,3
"184","perluo",perlu,perluere,perlu,perlutus,perluo,perluo,3
"185","perpendo",perpend,perpendere,perpend,perpensus,計量する,weigh,3
"186","persolvo",persolv,persolvere,persolv,persolūtus,支払い,pay,3
"187","pertendo",pertend,pertendere,pertend,pertensus,押す,press,3
"188","perverto",pervert,pervertere,pervert,perversus,変態,pervert,3
"189","pervolvo",pervolv,pervolvere,pervolv,pervolūtus,転がる,roll over,3
"190","pinso",pins,pinsere,pins,pinsus,ピンソ,pinso,3
"191","pluit",pluit,pluit,pluit,pluit,雨が降っている,it's raining,3
"192","pluo",plu,pluere,plu,plutus,シャワー,shower,3
"193","polluo",pollu,polluere,pollu,pollutus,汚染,pollute,3
"194","portendo",portend,portendere,portend,portensus,前兆,portend,3
"195","praecido",praecid,praecidere,praecid,praecisus,切り落とす,cut off,3
"196","praecurro",praecurr,praecurrere,praecurr,praecurritus,アウトラン,outrun,3
"197","praestituo",praestitu,praestituere,praestitu,praestitutus,処方する,prescribe,3
"198","praeterverto",praetervert,praetervertere,praetervert,praeterversus,通り過ぎる,pass by,3
"199","praeverro",praeverr,praeverrere,praeverr,praeverritus,アウトラン,outrun,3
"200","praeverto",praevert,praevertere,praevert,praeversus,アウトラン,outrun,3
"201","prehendo",prehend,prehendere,prehend,prehensus,取った,take,3
"202","prendo",prend,prendere,prend,prensus,取った,take,3
"203","procido",procid,procidere,procid,procisus,落ちる,fall down,3
"204","procudo",procud,procudere,procud,procusus,procudo,procudo,3
"205","procurro",procurr,procurrere,procurr,procurritus,急いで行く,rush to,3
"206","proruo",proru,proruere,proru,prorutus,アウトラン,outrun,3
"207","prostituo",prostitu,prostituere,prostitu,prostitutus,売春婦,prostitute,3
"208","protendo",protend,protendere,protend,protensus,拡張する,extend,3
"209","provolvo",provolv,provolvere,provolv,provolūtus,吐く,throw up,3
"210","psallo",psall,psallere,psall,psallitus,歌う,sing,3
"211","recido",recid,recidere,recid,recisus,後退する,fall back,3
"212","recurro",recurr,recurrere,recurr,recurritus,逃げる,run back,3
"213","redarguo",redargu,redarguere,redargu,redargutus,反論する,refute,3
"214","refello",refell,refellere,refell,refellitus,反論する,refute,3
"215","rennuo",rennu,rennuere,rennu,rennutus,首を横に振る、拒否する、辞退する、不承認にする、拒否する,"to shake the head, refuse, decline, disapprove, reject",3
"216","renuo",renu,renuere,renu,renutus,拒否,deny,3
"217","reprehendo",reprehend,reprehendere,reprehend,reprehensus,小切手,check,3
"218","reprendo",reprend,reprendere,reprend,reprensus,批判,criticize,3
"219","resolvo",resolv,resolvere,resolv,resolūtus,解放できます,can free,3
"220","respuo",respu,respuere,respu,resputus,拒絶,reject,3
"221","restituo",restitu,restituere,restitu,restitutus,再インストール,reinstall,3
"222","retendo",retend,retendere,retend,retensus,レンド,rendo,3
"223","retribuo",retribu,retribuere,retribu,retributus,報いる,recompense,3
"224","revello",revell,revellere,revell,revellitus,引き裂く,tear up,3
"225","reverto",revert,revertere,revert,reversus,戻る,return,3
"226","reviso",revis,revisere,revis,revisus,行く,go,3
"227","revolvo",revolv,revolvere,revolv,revolūtus,繰り返す,repeat,3
"228","ruo",ru,ruere,ru,rutus,ルオ,ruo,3
"229","scando",scand,scandere,scand,scansus,登る,climb,3
"230","sido",sid,sidere,sid,sisus,座る、落ち着く,"to sit down, to seat oneself, to settle",3
"231","solvo",solv,solvere,solv,solūtus,自由,free,3
"232","spuo",spu,spuere,spu,sputus,唾を吐く,spit,3
"233","statuo",statu,statuere,statu,statutus,写真,picture,3
"234","sternuo",sternu,sternuere,sternu,sternutus,くしゃみ,sneeze,3
"235","strido",strid,stridere,strid,strisus,グナッシュ,gnash,3
"236","subluo",sublu,subluere,sublu,sublutus,洗い流す,wash away,3
"237","suboffendo",suboffend,suboffendere,suboffend,suboffensus,気分を害する,offend,3
"238","subruo",subru,subruere,subru,subrutus,弱体化,undermine,3
"239","substituo",substitu,substituere,substitu,substitutus,交換,replace,3
"240","subverto",subvert,subvertere,subvert,subversus,覆す,overturn,3
"241","succendo",succend,succendere,succend,succensus,火をつけた,set on fire,3
"242","succido",succid,succidere,succid,succisus,削減,cut down,3
"243","succurro",succurr,succurrere,succurr,succurritus,ヘルプ,help,3
"244","suo",su,suere,su,sutus,自分の,own,3
"245","superextendo",superextend,superextendere,superextend,superextensus,過度に伸ばす,to overextend,3
"246","superimpendo",superimpend,superimpendere,superimpend,superimpensus,もっと使う,spend more,3
"247","superinduo",superindu,superinduere,superindu,superindutus,着用,wear on,3
"248","superinpendo",superinpend,superinpendere,superinpend,superinpensus,もっと使う,spend more,3
"249","superprehendo",superprehend,superprehendere,superprehend,superprehensus,含む,include,3
"250","superscando",superscand,superscandere,superscand,superscansus,上に上昇,rise above,3
"251","surruo",surru,surruere,surru,surrutus,スルオ,surruo,3
"252","suspendo",suspend,suspendere,suspend,suspensus,電話を切る,hang up,3
"254","transcendo",transcend,transcendere,transcend,transcensus,トランセンド,transcend,3
"255","transcido",transcid,transcidere,transcid,transcisus,切り落とす,cut off,3
"256","transscendo",transscend,transscendere,transscend,transscensus,トランセンド,transcend,3
"257","transverto",transvert,transvertere,transvert,transversus,変身,transform,3
"258","tribuo",tribu,tribuere,tribu,tributus,ダイビング,diving,3
"259","vello",vell,vellere,vell,vellitus,引く,pull up,3
"260","verro",verr,verrere,verr,verritus,掻き取る、一掃する、磨く、洗う、掃除する,"to scrape, to sweep out, to brush, to scour, to clean out",3
"261","verto",vert,vertere,vert,versus,オンにする,turn on,3
"262","viso",vis,visere,vis,visus,見たことがある,having seen,3
"263","volvo",volv,volvere,volv,volūtus,回る,roll,3
