"2578","Μῆδος",Μῆδ,Masculine,2,,,0,1,1
"2579","Νέρβιος",Νέρβι,Masculine,2,,,0,1,1
"2580","Ναζωραῖος",Ναζωραῖ,Masculine,2,,,0,1,1
"2581","Νιψαῖοι",Νιψαῖ,Masculine,2,,,1,0,1
"2582","Νομαντῖνος",Νομαντῖν,Masculine,2,,,0,1,1
"2583","Νωλανός",Νωλαν,Masculine,2,,,0,1,1
"2584","Οὐάνδαλος",Οὐάνδαλ,Masculine,2,,,0,1,1
"2585","Οὐισίγοτθος",Οὐισίγοτθ,Masculine,2,,,0,1,1
"2586","Οὐολοῦσκος",Οὐολοῦσκ,Masculine,2,,,0,1,1
"2587","Οὔτιοι",Οὔτι,Masculine,2,,,1,0,1
"2588","Οὗννος",Οὗνν,Masculine,2,,,0,1,1
"2589","Πάμφυλος",Πάμφυλ,Masculine,2,,,0,1,1
"2590","Πάρθος",Πάρθ,Masculine,2,,,0,1,1
"2591","Παδαῖοι",Παδαῖ,Masculine,2,,,1,0,1
"2592","Παναχαιοί",Παναχαι,Masculine,2,,,1,0,1
"2593","Πανθιαλαῖοι",Πανθιαλαῖ,Masculine,2,,,1,0,1
"2594","Πανύασος",Πανύασ,Masculine,2,,,0,1,1
"2595","Παράδεισος",Παράδεισ,Masculine,2,,,0,1,1
"2596","Πατρεύς",Πατρε,Masculine,4u,,,0,1,1
"2597","Πελασγός",Πελασγ,Masculine,2,,,0,1,1
"2598","Περραιβός",Περραιβ,Masculine,2,,,0,1,1
"2599","Πικηνός",Πικην,Masculine,2,,,0,1,1
"2600","Πραινεστῖνος",Πραινεστῖν,Masculine,2,,,0,1,1
"2601","Πύλιος",Πύλι,Masculine,2,,,0,1,1
"2602","Σάρνος",Σάρν,Masculine,2,,,0,1,1
"2603","Σαβῖνος",Σαβῖν,Masculine,2,,,0,1,1
"2604","Σαγάρτιοι",Σαγάρτι,Masculine,2,,,1,0,1
"2605","Σαιπρός",Σαιπρ,Masculine,2,,,0,1,1
"2606","Σαπαῖοι",Σαπαῖ,Masculine,2,,,1,0,1
"2607","Σαρακηνός",Σαρακην,Masculine,2,,,0,1,1
"2608","Σηκοανός",Σηκοαν,Masculine,2,,,0,1,1
"2609","Σηκουανός",Σηκουαν,Masculine,2,,,0,1,1
"2610","Σηλυμβριανός",Σηλυμβριαν,Masculine,2,,,0,1,1
"2611","Σικανός",Σικαν,Masculine,2,,,0,1,1
"2612","Σικελός",Σικελ,Masculine,2,,,0,1,1
"2613","Σιντός",Σιντ,Masculine,2,,,0,1,1
"2614","Σιτώνιοι",Σιτώνι,Masculine,2,,,1,0,1
"2615","Σκλάβος",Σκλάβ,Masculine,2,,,0,1,1
"2616","Σούγουμβρος",Σούγουμβρ,Masculine,2,,,0,1,1
"2617","Σούηβος",Σούηβ,Masculine,2,,,0,1,1
"2618","Σπάρτακος",Σπάρτακ,Masculine,2,,,0,1,1
"2619","Σπαράδοκος",Σπαράδοκ,Masculine,2,,,0,1,1
"2620","Στράτιος",Στράτι,Masculine,2,,,0,1,1
"2621","Στωϊκός",Στωϊκ,Masculine,2,,,0,1,1
"2622","Σωκρατικοί",Σωκρατικ,Masculine,2,,,1,0,1
"2623","Σόσσιος",Σόσσι,Masculine,2,,,0,1,1
"2624","Σύρος",Σύρ,Masculine,2,,,0,1,1
"2625","Τάφιος",Τάφι,Masculine,2,,,0,1,1
"2626","Τέτιος",Τέτι,Masculine,2,,,0,1,1
"2627","Ταυλάντιοι",Ταυλάντι,Masculine,2,,,1,0,1
"2628","Τευκρός",Τευκρ,Masculine,2,,,0,1,1
"2629","Τιβαρηνοί",Τιβαρην,Masculine,2,,,1,0,1
"2630","Τιβαρηνός",Τιβαρην,Masculine,2,,,0,1,1
"2631","Τιλαταῖοι",Τιλαταῖ,Masculine,2,,,1,0,1
"2632","Τιταρήσιος",Τιταρήσι,Masculine,2,,,0,1,1
"2633","Τουσκλᾶνος",Τουσκλᾶν,Masculine,2,,,0,1,1
"2634","Τοῦρκος",Τοῦρκ,Masculine,2,,,0,1,1
"2635","Τραπεζούντιος",Τραπεζούντι,Masculine,2,,,0,1,1
"2636","Τριβαλλός",Τριβαλλ,Masculine,2,,,0,1,1
"2637","Τρώϊος",Τρώϊ,Masculine,2,,,0,1,1
"2638","Τρῳός",Τρῳ,Masculine,2,,,0,1,1
"2639","Τυρρηνός",Τυρρην,Masculine,2,,,0,1,1
"2640","Τυρσηνός",Τυρσην,Masculine,2,,,0,1,1
"2641","Τόχαρος",Τόχαρ,Masculine,2,,,0,1,1
"2642","Υἱός",Υἱ,Masculine,2,,,0,1,1
"2643","Φίννος",Φίνν,Masculine,2,,,0,1,1
"2644","Φαλέριος",Φαλέρι,Masculine,2,,,0,1,1
"2645","Φαρισαῖος",Φαρισαῖ,Masculine,2,,,0,1,1
"2646","Φιλιππήσιος",Φιλιππήσι,Masculine,2,,,0,1,1
"2647","Φλειάσιος",Φλειάσι,Masculine,2,,,0,1,1
"2648","Φράγγος",Φράγγ,Masculine,2,,,0,1,1
"2649","Φράγκος",Φράγκ,Masculine,2,,,0,1,1
"2650","Φωσφόρος",Φωσφόρ,Masculine,2,,,0,1,1
"2651","Φωτεινός",Φωτειν,Masculine,2,,,0,1,1
"2652","Χαλδαῖος",Χαλδαῖ,Masculine,2,,,0,1,1
"2653","Χαρανδαῖοι",Χαρανδαῖ,Masculine,2,,,1,0,1
"2654","Χοράσμιοι",Χοράσμι,Masculine,2,,,1,0,1
"2655","Χριστιανός",Χριστιαν,Masculine,2,,,0,1,1
"2656","Χρωβάτος",Χρωβάτ,Masculine,2,,,0,1,1
"2657","Ψάθιος",Ψάθι,Masculine,2,,,0,1,1
"2658","Ψήσσιοι",Ψήσσι,Masculine,2,,,1,0,1
"2659","αἰγιαλός",αἰγιαλ,Masculine,2,ビーチ,beach,0,0,0
"2660","αἰγοκέφαλος",αἰγοκέφαλ,Masculine,2,ヤギの頭,goat head,0,0,0
"2661","αἰγυπιός",αἰγυπι,Masculine,2,ハゲタカ,vulture,0,0,0
"2662","αἰγωλιός",αἰγωλι,Masculine,2,犬,dog,0,0,0
"2663","αἰγόλεθρος",αἰγόλεθρ,Masculine,2,犬殺し,dog killing,0,0,0
"2664","αἰετός",αἰετ,Masculine,2,年,age,0,0,0
"2665","αἰθαλός",αἰθαλ,Masculine,2,緑,green,0,0,0
"2666","αἰπόλος",αἰπόλ,Masculine,2,アイポール,Aipole,0,0,0
"2667","αἰχμάλωτος",αἰχμάλωτ,Masculine,2,キャプティブ,captive,0,0,0
"2668","αἴγαγρος",αἴγαγρ,Masculine,2,シャモア,chamois,0,0,0
"2669","αἴγιθος",αἴγιθ,Masculine,2,聖なる,holy,0,0,0
"2670","αἴθαλος",αἴθαλ,Masculine,2,常緑,evergreen,0,0,0
"2671","αἴλουρος",αἴλουρ,Masculine,2,山猫,wildcat,0,0,0
"2672","αἴσακος",αἴσακ,Masculine,2,アイシャクス,Aishacus,0,0,0
"2673","αἴτιος",αἴτι,Masculine,2,原因,causative,0,0,0
"2674","αἶθος",αἶθ,Masculine,2,アトス,athos,0,0,0
"2675","αἶνος",αἶν,Masculine,2,話、話題、物語、道徳のある物語、寓話、賞賛,"tale, story, story with moral, fable, praise",0,0,0
"2676","αὐλικός",αὐλικ,Masculine,2,廷臣,courtier,0,0,0
"2677","αὐλός",αὐλ,Masculine,2,無形,intangible,0,0,0
"2678","αὐλῳδός",αὐλῳδ,Masculine,2,アアドス,Aọῳdos,0,0,0
"2679","αὐτόμολος",αὐτόμολ,Masculine,2,脱北者,defector,0,0,0
"2680","αὐχμός",αὐχμ,Masculine,2,音量,volume,0,0,0
"2681","βάκηλος",βάκηλ,Masculine,2,バチルス,bacillus,0,0,0
"2682","βάλαγρος",βάλαγρ,Masculine,2,淡水魚の一種、鯉の一種,"sort of freshwater fish, kind of carp",0,0,0
"2683","βάναυσος",βάναυσ,Masculine,2,残忍な,brutal,0,0,0
"2684","βάρακος",βάρακ,Masculine,2,バラコス,varakos,0,0,0
"2685","βάρβιτος",βάρβιτ,Masculine,2,バルビトス,barbitos,0,0,0
"2686","βάσκανος",βάσκαν,Masculine,2,バスク語,Basque,0,0,0
"2687","βάταλος",βάταλ,Masculine,2,くそ,damn,0,0,0
"2688","βάτος",βάτ,Masculine,2,野ばら,bramble,0,0,0
"2689","βάτραχος",βάτραχ,Masculine,2,カエル,frog,0,0,0
"2690","βέλεκκος",βέλεκκ,Masculine,2,ベレッコ,belekko,0,0,0
"2691","βέρεδος",βέρεδ,Masculine,2,ベレドス,veredos,0,0,0
"2692","βίος",βί,Masculine,2,人生,Life,0,0,0
"2693","βίοτος",βίοτ,Masculine,2,人生の,of life,0,0,0
"2694","βίρρος",βίρρ,Masculine,2,マントの種類、マントの種類,"type of cloak, type of mantle",0,0,0
"2695","βαπτισμός",βαπτισμ,Masculine,2,洗礼,baptism,0,0,0
"2696","βασιλίσκος",βασιλίσκ,Masculine,2,キングレット,kinglet,0,0,0
"2697","βηλός",βηλ,Masculine,2,矢印,arrow,0,0,0
"2698","βιβλιογράφος",βιβλιογράφ,Masculine,2,書誌学者,bibliographer,0,0,0
"2699","βιβλιοκάπηλος",βιβλιοκάπηλ,Masculine,2,本屋,bookmonger,0,0,0
"2700","βιός",βι,Masculine,2,人生,Life,0,0,0
"2701","βλαστός",βλαστ,Masculine,2,シュート,shoot,0,0,0
"2702","βλωμός",βλωμ,Masculine,2,ボーラス,bolus,0,0,0
"2703","βοηθός",βοηθ,Masculine,2,アシスタント,assistant,0,0,0
"2704","βολβός",βολβ,Masculine,2,バルブ,bulb,0,0,0
"2705","βομβυλιός",βομβυλι,Masculine,2,爆弾,bombshell,0,0,0
"2706","βορβορυγμός",βορβορυγμ,Masculine,2,騒ぎ,uproar,0,0,0
"2707","βουκόλος",βουκόλ,Masculine,2,遊牧民,herder,0,0,0
"2708","βουλυτός",βουλυτ,Masculine,2,息苦しい,stuffy,0,0,0
"2709","βουνός",βουν,Masculine,2,山,mountain,0,0,0
"2710","βουπόρος",βουπόρ,Masculine,2,ブポロ,buporo,0,0,0
"2711","βουτός",βουτ,Masculine,2,飛び込む,dive,0,0,0
"2712","βούβαλος",βούβαλ,Masculine,2,バッファロー,buffalo,0,0,0
"2713","βούλιμος",βούλιμ,Masculine,2,官能的な,voluptuous,0,0,0
"2714","βούτραγος",βούτραγ,Masculine,2,フグ,puffer fish,0,0,0
"2715","βούτυρος",βούτυρ,Masculine,2,バターの,of butter,0,0,0
"2716","βοῦφος",βοῦφ,Masculine,2,ブーフ,boof,0,0,0
"2717","βράγχος",βράγχ,Masculine,2,鰓,gill,0,0,0
"2718","βρένδος",βρένδ,Masculine,2,薪,firewood,0,0,0
"2719","βρένθος",βρένθ,Masculine,2,喧嘩,braying,0,0,0
"2720","βροτός",βροτ,Masculine,2,サンダー,thunder,0,0,0
"2721","βροῦκος",βροῦκ,Masculine,2,ゴキブリ,roach,0,0,0
"2722","βρόγχος",βρόγχ,Masculine,2,ループ,loop,0,0,0
"2723","βρόμος",βρόμ,Masculine,2,泥,dirt,0,0,0
"2724","βρότος",βρότ,Masculine,2,サンダー,thunder,0,0,0
"2725","βρόχθος",βρόχθ,Masculine,2,雨,rain,0,0,0
"2726","βρόχος",βρόχ,Masculine,2,ループ,loop,0,0,0
"2727","βρύκος",βρύκ,Masculine,2,いぼ,wart,0,0,0
"2728","βρύσσος",βρύσσ,Masculine,2,蛇口,faucet,0,0,0
"2729","βρῦτος",βρῦτ,Masculine,2,タップ,tap,0,0,0
"2730","βρῶμος",βρῶμ,Masculine,2,臭い,smelly,0,0,0
"2731","βυθός",βυθ,Masculine,2,海底,seabed,0,0,0
"2732","βυσσός",βυσσ,Masculine,2,白樺,birch,0,0,0
"2733","βωμίσκος",βωμίσκ,Masculine,2,クリプト,crypt,0,0,0
"2734","βωμός",βωμ,Masculine,2,祭壇,Altar,0,0,0
"2735","βόθρος",βόθρ,Masculine,2,汚水だめ,cesspool,0,0,0
"2736","βόλινθος",βόλινθ,Masculine,2,ボリントス,volinthos,0,0,0
"2737","βόλος",βόλ,Masculine,2,大理石,marble,0,0,0
"2738","βόμβος",βόμβ,Masculine,2,バズ,buzz,0,0,0
"2739","βόνασος",βόνασ,Masculine,2,バイソン,bison,0,0,0
"2740","βόρασσος",βόρασσ,Masculine,2,ホウ砂,borax,0,0,0
"2741","βόρβορος",βόρβορ,Masculine,2,くそ,muck,0,0,0
"2742","βόστρυχος",βόστρυχ,Masculine,2,カール,curl,0,0,0
"2743","βύλαρος",βύλαρ,Masculine,2,バイラルス,bylarus,0,0,0
"2744","βώκαρος",βώκαρ,Masculine,2,ラウドマウス,loudmouth,0,0,0
"2745","βῖκος",βῖκ,Masculine,2,ベッチ,vetch,0,0,0
"2746","γάδαρος",γάδαρ,Masculine,2,ヒキガエル,toad,0,0,0
"2747","γάδος",γάδ,Masculine,2,タラ,cod,0,0,0
"2748","γάλλαρος",γάλλαρ,Masculine,2,おんどり,rooster,0,0,0
"2749","γάλλος",γάλλ,Masculine,2,フランス語,French,0,0,0
"2750","γάμος",γάμ,Masculine,2,結婚,Marriage,0,0,0
"2751","γάνος",γάν,Masculine,2,ガノス,ganos,0,0,0
"2752","γάρος",γάρ,Masculine,2,男の子,boy,0,0,0
"2753","γέρανος",γέραν,Masculine,2,鶴、舞の種類、魚の種類,"crane, type of dance, type of fish",0,0,0
"2754","γέρδιος",γέρδι,Masculine,2,老人,old man,0,0,0
"2755","γίγγρος",γίγγρ,Masculine,2,ショウガ,ginger,0,0,0
"2756","γίννος",γίνν,Masculine,2,終わり,done,0,0,0
"2757","γαλεός",γαλε,Masculine,2,トープ,tope,0,0,0
"2758","γαμβρός",γαμβρ,Masculine,2,新郎,groom,0,0,0
"2759","γαυλός",γαυλ,Masculine,2,ガリア,gaul,0,0,0
"2760","γαῖσος",γαῖσ,Masculine,2,ガイソス,gaisos,0,0,0
"2761","γαῦλος",γαῦλ,Masculine,2,結婚式,wedding,0,0,0
"2762","γενεαλόγος",γενεαλόγ,Masculine,2,系図学者,genealogist,0,0,0
"2763","γερῖνος",γερῖν,Masculine,2,老人,old man,0,0,0
"2764","γεωργός",γεωργ,Masculine,2,農家,farmer,0,0,0
"2765","γλάνος",γλάν,Masculine,2,亀頭,glans,0,0,0
"2766","γλοιός",γλοι,Masculine,2,粘性物質、ガム、泥、ぬかるみ、スラッジ、ストリジルでかき落とされた油や汚れ、浴槽の油状の堆積物、機械の潤滑油として使用される油,"glutinous substance, gum, mud, mire, sludge, oil and dirt scraped off with the strigil, oily sediment in baths, oil used as lube for machines",0,0,0
"2767","γλουρός",γλουρ,Masculine,2,金,gold,0,0,0
"2768","γλουτός",γλουτ,Masculine,2,臀部,buttock,0,0,0
"2769","γλῖνος",γλῖν,Masculine,2,粘土,clay,0,0,0
"2770","γνωτός",γνωτ,Masculine,2,知られている,known,0,0,0
"2771","γνώριμος",γνώριμ,Masculine,2,知り合い,acquaintance,0,0,0
"2772","γουνός",γουν,Masculine,2,毛皮,fur,0,0,0
"2773","γραμματικός",γραμματικ,Masculine,2,文法学者,grammarian,0,0,0
"2774","γρυνός",γρυν,Masculine,2,ファゴット、棒の束、たいまつ、たいまつ,"faggot, bundle of sticks, torch, firebrand",0,0,0
"2775","γρύλλος",γρύλλ,Masculine,2,ジャック,jack,0,0,0
"2776","γρῖπος",γρῖπ,Masculine,2,クリール、魚のトラップ、釣りかご,"creel, trap for fish, fishing basket",0,0,0
"2777","γυλιός",γυλι,Masculine,2,雑嚢,haversack,0,0,0
"2778","γυμνασίαρχος",γυμνασίαρχ,Masculine,2,高校の先輩,high school senior,0,0,0
"2779","γυναικονόμος",γυναικονόμ,Masculine,2,女性弁護士,woman lawyer,0,0,0
"2780","γυργαθός",γυργαθ,Masculine,2,ギルガトス,gyrgathos,0,0,0
"2781","γυρῖνος",γυρῖν,Masculine,2,オタマジャクシ,tadpole,0,0,0
"2782","γωλεός",γωλε,Masculine,2,ゴレオ,goleos,0,0,0
"2783","γωρυτός",γωρυτ,Masculine,2,うるさい,loud,0,0,0
"2784","γόμφος",γόμφ,Masculine,2,ペグ,peg,0,0,0
"2785","γόνος",γόν,Masculine,2,子孫,offspring,0,0,0
"2786","γόος",γό,Masculine,2,うめき声,moan,0,0,0
"2787","γῦρος",γῦρ,Masculine,2,円形,round,0,0,0
"2788","δάκτυλος",δάκτυλ,Masculine,2,指,finger,0,0,0
"2789","δίδυμος",δίδυμ,Masculine,2,ツイン,twin,0,0,0
"2790","δίοπος",δίοπ,Masculine,2,伍長,corporal,0,0,0
"2791","δίσκος",δίσκ,Masculine,2,ディスク,disc,0,0,0
"2792","δίφρος",δίφρ,Masculine,2,ダブル,double,0,0,0
"2793","δίψακος",δίψακ,Masculine,2,喉が渇いた,thirsty,0,0,0
"2794","δαιτρός",δαιτρ,Masculine,2,ダエトロ,daetro,0,0,0
"2795","δαῦκος",δαῦκ,Masculine,2,ダコス,Daekos,0,0,0
"2796","δειμός",δειμ,Masculine,2,視力,sight,0,0,0
"2797","δεκανός",δεκαν,Masculine,2,ディーン,dean,0,0,0
"2798","δεσμός",δεσμ,Masculine,2,つなぐ,bond,0,0,0
"2799","δημαγωγός",δημαγωγ,Masculine,2,デマゴーグ,demagogue,0,0,0
"2800","δημιουργός",δημιουργ,Masculine,2,クリエイティブ,creative,0,0,0
"2801","δημοπίθηκος",δημοπίθηκ,Masculine,2,公共会計士,public accountant,0,0,0
"2802","δημός",δημ,Masculine,2,自治体,municipality,0,0,0
"2803","διάβολος",διάβολ,Masculine,2,悪魔,devil,0,0,0
"2804","διάδοχος",διάδοχ,Masculine,2,後継,successor,0,0,0
"2805","διάκονος",διάκον,Masculine,2,助祭,deacon,0,0,0
"2806","διάκτορος",διάκτορ,Masculine,2,医者,doctor,0,0,0
"2807","διάλογος",διάλογ,Masculine,2,ダイアログ,dialogue,0,0,0
"2808","διάλυσος",διάλυσ,Masculine,2,解散,dissolution,0,0,0
"2809","διασπασμός",διασπασμ,Masculine,2,壊す,breakdown,0,0,0
"2810","διδάσκαλος",διδάσκαλ,Masculine,2,教師,teacher,0,0,0
"2811","διθυραμβογράφος",διθυραμβογράφ,Masculine,2,ジチランボグラファー,dithyrambographer,0,0,0
"2812","διθύραμβος",διθύραμβ,Masculine,2,ジサイラム,dithyramb,0,0,0
"2813","διφρίσκος",διφρίσκ,Masculine,2,ビフリスク,bifrisk,0,0,0
"2814","διόσπυρον",διόσπυρ,Masculine,2on,ジオスピロン,diospiron,0,0,0
"2815","δνόφος",δνόφ,Masculine,2,床,floor,0,0,0
"2816","δοκός",δοκ,Masculine,2,ビーム,beam,0,0,0
"2817","δορίαλλος",δορίαλλ,Masculine,2,ドリアルス,Doriallus,0,0,0
"2818","δορός",δορ,Masculine,2,贈り物,gift,0,0,0
"2819","δοῦλος",δοῦλ,Masculine,2,奴隷、手下、召使,slave,0,0,0
"2820","δοῦμος",δοῦμ,Masculine,2,建物,building,0,0,0
"2821","δοῦπος",δοῦπ,Masculine,2,味,taste,0,0,0
"2822","δροσόλιθος",δροσόλιθ,Masculine,2,露石,dewstone,0,0,0
"2823","δρυμός",δρυμ,Masculine,2,森林,forest,0,0,0
"2824","δρυοκολάπτης",δρυοκολάπτ,Masculine,1es,キツツキ,woodpecker,0,0,0
"2825","δρόμος",δρόμ,Masculine,2,道,road,0,0,0
"2826","δρῖλος",δρῖλ,Masculine,2,ドリル,drill,0,0,0
"2827","δόλιχος",δόλιχ,Masculine,2,滞納者,delinquent,0,0,0
"2828","δόλος",δόλ,Masculine,2,欺くこと,deception,0,0,0
"2829","δόμος",δόμ,Masculine,2,構造,structure,0,0,0
"2830","δᾶμος",δᾶμ,Masculine,2,ダム,Dam,0,0,0
"2831","δῆμος",δῆμ,Masculine,2,自治体,municipality,0,0,0
"2832","εἰκονογράφος",εἰκονογράφ,Masculine,2,イラストレーター,illustrator,0,0,0
"2833","εἰλαπινουργός",εἰλαπινουργ,Masculine,2,ワインメーカー,winemaker,0,0,0
"2834","εἰλεός",εἰλε,Masculine,2,イレウス,ileus,0,0,0
"2835","εἱματανωπερίβαλλος",εἱματανωπερίβαλλ,Masculine,2,ヘマタノペリバロス,hematanoperiballos,0,0,0
"2836","εἱργμός",εἱργμ,Masculine,2,暴動,riot,0,0,0
"2837","εἴρερος",εἴρερ,Masculine,2,聖なる,holy,0,0,0
"2838","εὐνοῦχος",εὐνοῦχ,Masculine,2,宦官,eunuch,0,0,0
"2839","εὐρόνοτος",εὐρόνοτ,Masculine,2,天,heavenly,0,0,0
"2840","εὐφημισμός",εὐφημισμ,Masculine,2,婉曲表現,euphemism,0,0,0
"2841","ζάβολος",ζάβολ,Masculine,2,バカ,fool,0,0,0
"2842","ζάκορος",ζάκορ,Masculine,2,ロバ,donkey,0,0,0
"2843","ζάρος",ζάρ,Masculine,2,未知の猛禽類,unknown kind of bird of prey,0,0,0
"2844","ζίγγος",ζίγγ,Masculine,2,ジグザグ,zigzag,0,0,0
"2845","ζατρίκιον",ζατρίκι,Masculine,2on,ザトリキオン,zatrikion,0,0,0
"2846","ζεγέριες",ζεγέρι,Masculine,3i,ジェガリー,jegeries,1,0,0
"2847","ζωγράφος",ζωγράφ,Masculine,2,画家,painter,0,0,0
"2848","ζωμός",ζωμ,Masculine,2,ブロス,broth,0,0,0
"2849","ζόφος",ζόφ,Masculine,2,暗い,gloomy,0,0,0
"2850","ζῆλος",ζῆλ,Masculine,2,熱意,zeal,0,0,0
"2851","ζῦθος",ζῦθ,Masculine,2,ビール,beer,0,0,0
"2852","ζῦτος",ζῦτ,Masculine,2,生きている,alive,0,0,0
"2853","θάλαμος",θάλαμ,Masculine,2,チャンバー,chamber,0,0,0
"2854","θάμνος",θάμν,Masculine,2,ブッシュ,bush,0,0,0
"2855","θάνατος",θάνατ,Masculine,2,死,death,0,0,0
"2856","θίασος",θίασ,Masculine,2,劇団,troupe,0,0,0
"2857","θαιρός",θαιρ,Masculine,2,祝福された,blessed,0,0,0
"2858","θαλασσουργός",θαλασσουργ,Masculine,2,船員,seafarer,0,0,0
"2859","θαλλός",θαλλ,Masculine,2,タラス,thallous,0,0,0
"2860","θαυμασμός",θαυμασμ,Masculine,2,感嘆,admiration,0,0,0
