"Bobowska",Bobowska,Bobowsk-,,,Feminine,1,,,1
"Bocheńska",Bocheńska,Bocheńsk-,,,Feminine,1,,,1
"Bociąga",Bociąga,Bociąg-,,,Feminine,1,,,1
"Bodzenta",Bodzenta,Bodzent-,,,Feminine,1,,,1
"Bodzęta",Bodzęta,Bodzęt-,,,Feminine,1,,,1
"Bogarodzicielka",Bogarodzicielka,Bogarodzicielk-,,,Feminine,1,,,1
"Bogdana",Bogdana,Bogdan-,,,Feminine,1,,,1
"Bogdała",Bogdała,Bogdał-,,,Feminine,1,,,1
"Bogdańska",Bogdańska,Bogdańsk-,,,Feminine,1,,,1
"Bogota",Bogota,Bogot-,,,Feminine,1,,,1
"Bogumiła",Bogumiła,Bogumił-,,,Feminine,1,,,1
"Boguszewska",Boguszewska,Boguszewsk-,,,Feminine,1,,,1
"Boguta",Boguta,Bogut-,,,Feminine,1,,,1
"Bolanda",Bolanda,Boland-,,,Feminine,1,,,1
"Bolenda",Bolenda,Bolend-,,,Feminine,1,,,1
"Bolesława",Bolesława,Bolesław-,,,Feminine,1,,,1
"Boligłowa",Boligłowa,Boligłow-,,,Feminine,1,,,1
"Bolisęga",Bolisęga,Bolisęg-,,,Feminine,1,,,1
"Boliwijka",Boliwijka,Boliwijk-,,,Feminine,1,,,1
"Bomba",Bomba,Bomb-,,,Feminine,1,,,1
"Borawska",Borawska,Borawsk-,,,Feminine,1,,,1
"Borecka",Borecka,Boreck-,,,Feminine,1,,,1
"Borowska",Borowska,Borowsk-,,,Feminine,1,,,1
"Borucińska",Borucińska,Borucińsk-,,,Feminine,1,,,1
"Borucka",Borucka,Boruck-,,,Feminine,1,,,1
"Boruta",Boruta,Borut-,,,Feminine,1,,,1
"Boryczka",Boryczka,Boryczk-,,,Feminine,1,,,1
"Boryga",Boryga,Boryg-,,,Feminine,1,,,1
"Borzuta",Borzuta,Borzut-,,,Feminine,1,,,1
"Borzęda",Borzęda,Borzęd-,,,Feminine,1,,,1
"Botswana",Botswana,Botswan-,,,Feminine,1,,,1
"Botswanka",Botswanka,Botswank-,,,Feminine,1,,,1
"Boznańska",Boznańska,Boznańsk-,,,Feminine,1,,,1
"Bożena",Bożena,Bożen-,,,Feminine,1,,,1
"Bożenka",Bożenka,Bożenk-,,,Feminine,1,,,1
"Bożuta",Bożuta,Bożut-,,,Feminine,1,,,1
"Bracha",Bracha,Brach-,,,Feminine,1,,,1
"Branicka",Branicka,Branick-,,,Feminine,1,,,1
"Bratysława",Bratysława,Bratysław-,,,Feminine,1,,,1
"Brazylijka",Brazylijka,Brazylijk-,,,Feminine,1,,,1
"Breguła",Breguła,Breguł-,,,Feminine,1,,,1
"Brema",Brema,Brem-,,,Feminine,1,,,1
"Brochocka",Brochocka,Brochock-,,,Feminine,1,,,1
"Broda",Broda,Brod-,,,Feminine,1,,,1
"Brodzka",Brodzka,Brodzk-,,,Feminine,1,,,1
"Bronakowska",Bronakowska,Bronakowsk-,,,Feminine,1,,,1
"Broniewska",Broniewska,Broniewsk-,,,Feminine,1,,,1
"Bronisława",Bronisława,Bronisław-,,,Feminine,1,,,1
"Brunejka",Brunejka,Brunejk-,,,Feminine,1,,,1
"Brygida",Brygida,Brygid-,,,Feminine,1,,,1
"Brygoła",Brygoła,Brygoł-,,,Feminine,1,,,1
"Bryguła",Bryguła,Bryguł-,,,Feminine,1,,,1
"Brytyjka",Brytyjka,Brytyjk-,,,Feminine,1,,,1
"Bryła",Bryła,Brył-,,,Feminine,1,,,1
"Brzechwa",Brzechwa,Brzechw-,,,Feminine,1,,,1
"Brzoza",Brzoza,Brzoz-,,,Feminine,1,,,1
"Brzozowska",Brzozowska,Brzozowsk-,,,Feminine,1,,,1
"Brzytwa",Brzytwa,Brzytw-,,,Feminine,1,,,1
"Brząkała",Brząkała,Brząkał-,,,Feminine,1,,,1
"Brzękowska",Brzękowska,Brzękowsk-,,,Feminine,1,,,1
"Bubała",Bubała,Bubał-,,,Feminine,1,,,1
"Buczacka",Buczacka,Buczack-,,,Feminine,1,,,1
"Buczkowska",Buczkowska,Buczkowsk-,,,Feminine,1,,,1
"Budzikowska",Budzikowska,Budzikowsk-,,,Feminine,1,,,1
"Buga",Buga,Bug-,,,Feminine,1,,,1
"Bujnicka",Bujnicka,Bujnick-,,,Feminine,1,,,1
"Bukowska",Bukowska,Bukowsk-,,,Feminine,1,,,1
"Bulenda",Bulenda,Bulend-,,,Feminine,1,,,1
"Buniowska",Buniowska,Buniowsk-,,,Feminine,1,,,1
"Burliga",Burliga,Burlig-,,,Feminine,1,,,1
"Burundyjka",Burundyjka,Burundyjk-,,,Feminine,1,,,1
"Burza",Burza,Burz-,,,Feminine,1,,,1
"Burzawa",Burzawa,Burzaw-,,,Feminine,1,,,1
"Burzyńska",Burzyńska,Burzyńsk-,,,Feminine,1,,,1
"Buła",Buła,Buł-,,,Feminine,1,,,1
"Buława",Buława,Buław-,,,Feminine,1,,,1
"Bułgarka",Bułgarka,Bułgark-,,,Feminine,1,,,1
"Bużumbura",Bużumbura,Bużumbur-,,,Feminine,1,,,1
"Bzdręga",Bzdręga,Bzdręg-,,,Feminine,1,,,1
"Bzducha",Bzducha,Bzduch-,,,Feminine,1,,,1
"Bzdyra",Bzdyra,Bzdyr-,,,Feminine,1,,,1
"Bzdęga",Bzdęga,Bzdęg-,,,Feminine,1,,,1
"Bąba",Bąba,Bąb-,,,Feminine,1,,,1
"Bąkowska",Bąkowska,Bąkowsk-,,,Feminine,1,,,1
"Bębnista",Bębnista,Bębnist-,,,Feminine,1,,,1
"Błachuta",Błachuta,Błachut-,,,Feminine,1,,,1
"Błaszczykowska",Błaszczykowska,Błaszczykowsk-,,,Feminine,1,,,1
"Błażewska",Błażewska,Błażewsk-,,,Feminine,1,,,1
"Błażkowska",Błażkowska,Błażkowsk-,,,Feminine,1,,,1
"Błąkała",Błąkała,Błąkał-,,,Feminine,1,,,1
"Calineczka",Calineczka,Calineczk-,,,Feminine,1,,,1
"Canberra",Canberra,Canberr-,,,Feminine,1,,,1
"Capała",Capała,Capał-,,,Feminine,1,,,1
"Capiga",Capiga,Capig-,,,Feminine,1,,,1
"Caputa",Caputa,Caput-,,,Feminine,1,,,1
"Cecota",Cecota,Cecot-,,,Feminine,1,,,1
"Cecuga",Cecuga,Cecug-,,,Feminine,1,,,1
"Celestyna",Celestyna,Celestyn-,,,Feminine,1,,,1
"Chachuła",Chachuła,Chachuł-,,,Feminine,1,,,1
"Chamera",Chamera,Chamer-,,,Feminine,1,,,1
"Chanuka",Chanuka,Chanuk-,,,Feminine,1,,,1
"Charyga",Charyga,Charyg-,,,Feminine,1,,,1
"Chałupa",Chałupa,Chałup-,,,Feminine,1,,,1
"Chełmońska",Chełmońska,Chełmońsk-,,,Feminine,1,,,1
"Chilijka",Chilijka,Chilijk-,,,Feminine,1,,,1
"Chinka",Chinka,Chink-,,,Feminine,1,,,1
"Chlipała",Chlipała,Chlipał-,,,Feminine,1,,,1
"Chmara",Chmara,Chmar-,,,Feminine,1,,,1
"Chmura",Chmura,Chmur-,,,Feminine,1,,,1
"Chodura",Chodura,Chodur-,,,Feminine,1,,,1
"Chodyka",Chodyka,Chodyk-,,,Feminine,1,,,1
"Chojna",Chojna,Chojn-,,,Feminine,1,,,1
"Chojnowska",Chojnowska,Chojnowsk-,,,Feminine,1,,,1
"Chojęta",Chojęta,Chojęt-,,,Feminine,1,,,1
"Cholewa",Cholewa,Cholew-,,,Feminine,1,,,1
"Choma",Choma,Chom-,,,Feminine,1,,,1
"Choromańska",Choromańska,Choromańsk-,,,Feminine,1,,,1
"Chorwatka",Chorwatka,Chorwatk-,,,Feminine,1,,,1
"Chorzempa",Chorzempa,Chorzemp-,,,Feminine,1,,,1
"Chorzępa",Chorzępa,Chorzęp-,,,Feminine,1,,,1
"Chorębała",Chorębała,Chorębał-,,,Feminine,1,,,1
"Chołodecka",Chołodecka,Chołodeck-,,,Feminine,1,,,1
"Chrapa",Chrapa,Chrap-,,,Feminine,1,,,1
"Chrapusta",Chrapusta,Chrapust-,,,Feminine,1,,,1
"Chrupała",Chrupała,Chrupał-,,,Feminine,1,,,1
"Chuchała",Chuchała,Chuchał-,,,Feminine,1,,,1
"Chudoba",Chudoba,Chudob-,,,Feminine,1,,,1
"Chudyba",Chudyba,Chudyb-,,,Feminine,1,,,1
"Chyra",Chyra,Chyr-,,,Feminine,1,,,1
"Chytła",Chytła,Chytł-,,,Feminine,1,,,1
"Chyła",Chyła,Chył-,,,Feminine,1,,,1
"Ciapa",Ciapa,Ciap-,,,Feminine,1,,,1
"Ciara",Ciara,Ciar-,,,Feminine,1,,,1
"Ciasnocha",Ciasnocha,Ciasnoch-,,,Feminine,1,,,1
"Cichawa",Cichawa,Cichaw-,,,Feminine,1,,,1
"Cichała",Cichała,Cichał-,,,Feminine,1,,,1
"Cichuta",Cichuta,Cichut-,,,Feminine,1,,,1
"Cieciera",Cieciera,Ciecier-,,,Feminine,1,,,1
"Ciecieręga",Ciecieręga,Ciecieręg-,,,Feminine,1,,,1
"Cieciora",Cieciora,Ciecior-,,,Feminine,1,,,1
"Cieciura",Cieciura,Cieciur-,,,Feminine,1,,,1
"Cielenga",Cielenga,Cieleng-,,,Feminine,1,,,1
"Cielepa",Cielepa,Cielep-,,,Feminine,1,,,1
"Cielibała",Cielibała,Cielibał-,,,Feminine,1,,,1
"Ciemienga",Ciemienga,Ciemieng-,,,Feminine,1,,,1
"Ciemięga",Ciemięga,Ciemięg-,,,Feminine,1,,,1
"Cieniawa",Cieniawa,Cieniaw-,,,Feminine,1,,,1
"Ciepała",Ciepała,Ciepał-,,,Feminine,1,,,1
"Cieplucha",Cieplucha,Ciepluch-,,,Feminine,1,,,1
"Cieszyńska",Cieszyńska,Cieszyńsk-,,,Feminine,1,,,1
"Cieńciała",Cieńciała,Cieńciał-,,,Feminine,1,,,1
"Cimienga",Cimienga,Cimieng-,,,Feminine,1,,,1
"Ciongwa",Ciongwa,Ciongw-,,,Feminine,1,,,1
"Cipa",Cipa,Cip-,,,Feminine,1,,,1
"Cipura",Cipura,Cipur-,,,Feminine,1,,,1
"Cisa",Cisa,Cis-,,,Feminine,1,,,1
"Ciuba",Ciuba,Ciub-,,,Feminine,1,,,1
"Ciulęba",Ciulęba,Ciulęb-,,,Feminine,1,,,1
"Ciupa",Ciupa,Ciup-,,,Feminine,1,,,1
"Ciura",Ciura,Ciur-,,,Feminine,1,,,1
"Ciuła",Ciuła,Ciuł-,,,Feminine,1,,,1
"Ciągwa",Ciągwa,Ciągw-,,,Feminine,1,,,1
"Cwojdzińska",Cwojdzińska,Cwojdzińsk-,,,Feminine,1,,,1
"Cyganka",Cyganka,Cygank-,,,Feminine,1,,,1
"Cyrenajka",Cyrenajka,Cyrenajk-,,,Feminine,1,,,1
"Cywińska",Cywińska,Cywińsk-,,,Feminine,1,,,1
"Cywka",Cywka,Cywk-,,,Feminine,1,,,1
"Czadyjka",Czadyjka,Czadyjk-,,,Feminine,1,,,1
"Czajczyńska",Czajczyńska,Czajczyńsk-,,,Feminine,1,,,1
"Czajka",Czajka,Czajk-,,,Feminine,1,,,1
"Czapiga",Czapiga,Czapig-,,,Feminine,1,,,1
"Czapka",Czapka,Czapk-,,,Feminine,1,,,1
"Czarniecka",Czarniecka,Czarnieck-,,,Feminine,1,,,1
"Czarnogóra",Czarnogóra,Czarnogór-,,,Feminine,1,,,1
"Czarnogórka",Czarnogórka,Czarnogórk-,,,Feminine,1,,,1
"Czarnota",Czarnota,Czarnot-,,,Feminine,1,,,1
"Czartoryska",Czartoryska,Czartorysk-,,,Feminine,1,,,1
"Czechosłowaczka",Czechosłowaczka,Czechosłowaczk-,,,Feminine,1,,,1
"Czeczenka",Czeczenka,Czeczenk-,,,Feminine,1,,,1
"Czekała",Czekała,Czekał-,,,Feminine,1,,,1
"Czerska",Czerska,Czersk-,,,Feminine,1,,,1
"Czerwińska",Czerwińska,Czerwińsk-,,,Feminine,1,,,1
"Czeszka",Czeszka,Czeszk-,,,Feminine,1,,,1
"Czesława",Czesława,Czesław-,,,Feminine,1,,,1
"Czetwertyńska",Czetwertyńska,Czetwertyńsk-,,,Feminine,1,,,1
"Czochara",Czochara,Czochar-,,,Feminine,1,,,1
"Czochra",Czochra,Czochr-,,,Feminine,1,,,1
"Czubała",Czubała,Czubał-,,,Feminine,1,,,1
"Czucha",Czucha,Czuch-,,,Feminine,1,,,1
"Czuchra",Czuchra,Czuchr-,,,Feminine,1,,,1
"Czuchryta",Czuchryta,Czuchryt-,,,Feminine,1,,,1
"Czuwaszka",Czuwaszka,Czuwaszk-,,,Feminine,1,,,1
"Czyżewska",Czyżewska,Czyżewsk-,,,Feminine,1,,,1
"Czyżowska",Czyżowska,Czyżowsk-,,,Feminine,1,,,1
"Częstochowa",Częstochowa,Częstochow-,,,Feminine,1,,,1
"Cłapa",Cłapa,Cłap-,,,Feminine,1,,,1
"Dagmara",Dagmara,Dagmar-,,,Feminine,1,,,1
"Danka",Danka,Dank-,,,Feminine,1,,,1
"Danuta",Danuta,Danut-,,,Feminine,1,,,1
"Dara",Dara,Dar-,,,Feminine,1,,,1
"Darga",Darga,Darg-,,,Feminine,1,,,1
"Daszuta",Daszuta,Daszut-,,,Feminine,1,,,1
"Dauha",Dauha,Dauh-,,,Feminine,1,,,1
"Dembowska",Dembowska,Dembowsk-,,,Feminine,1,,,1
"Deptuła",Deptuła,Deptuł-,,,Feminine,1,,,1
"Derenda",Derenda,Derend-,,,Feminine,1,,,1
"Derewenda",Derewenda,Derewend-,,,Feminine,1,,,1
"Dewerenda",Dewerenda,Dewerend-,,,Feminine,1,,,1
"Dmowska",Dmowska,Dmowsk-,,,Feminine,1,,,1
"Dobiegała",Dobiegała,Dobiegał-,,,Feminine,1,,,1
"Dobrosława",Dobrosława,Dobrosław-,,,Feminine,1,,,1
"Dobrowolska",Dobrowolska,Dobrowolsk-,,,Feminine,1,,,1
"Dobrzyńska",Dobrzyńska,Dobrzyńsk-,,,Feminine,1,,,1
"Doczekalska",Doczekalska,Doczekalsk-,,,Feminine,1,,,1
"Dolata",Dolata,Dolat-,,,Feminine,1,,,1
"Dolega",Dolega,Doleg-,,,Feminine,1,,,1
"Dolemba",Dolemba,Dolemb-,,,Feminine,1,,,1
"Doliwa",Doliwa,Doliw-,,,Feminine,1,,,1
"Dolęba",Dolęba,Dolęb-,,,Feminine,1,,,1
"Domagała",Domagała,Domagał-,,,Feminine,1,,,1
"Dominika",Dominika,Dominik-,,,Feminine,1,,,1
"Dominikana",Dominikana,Dominikan-,,,Feminine,1,,,1
"Domogała",Domogała,Domogał-,,,Feminine,1,,,1
"Dopierała",Dopierała,Dopierał-,,,Feminine,1,,,1
"Dorawa",Dorawa,Doraw-,,,Feminine,1,,,1
"Dorenda",Dorenda,Dorend-,,,Feminine,1,,,1
"Dornowska",Dornowska,Dornowsk-,,,Feminine,1,,,1
"Dorota",Dorota,Dorot-,,,Feminine,1,,,1
"Dorotka",Dorotka,Dorotk-,,,Feminine,1,,,1
"Dołęga",Dołęga,Dołęg-,,,Feminine,1,,,1
"Drapiewska",Drapiewska,Drapiewsk-,,,Feminine,1,,,1
"Drenda",Drenda,Drend-,,,Feminine,1,,,1
"Drina",Drina,Drin-,,,Feminine,1,,,1
"Drwięga",Drwięga,Drwięg-,,,Feminine,1,,,1
"Drwiła",Drwiła,Drwił-,,,Feminine,1,,,1
"Drygała",Drygała,Drygał-,,,Feminine,1,,,1
"Drynda",Drynda,Drynd-,,,Feminine,1,,,1
"Drzazga",Drzazga,Drzazg-,,,Feminine,1,,,1
"Drzymała",Drzymała,Drzymał-,,,Feminine,1,,,1
"Drzyzga",Drzyzga,Drzyzg-,,,Feminine,1,,,1
"Dręga",Dręga,Dręg-,,,Feminine,1,,,1
"Dubna",Dubna,Dubn-,,,Feminine,1,,,1
"Duchnowska",Duchnowska,Duchnowsk-,,,Feminine,1,,,1
"Duda",Duda,Dud-,,,Feminine,1,,,1
"Dudała",Dudała,Dudał-,,,Feminine,1,,,1
"Dukszta",Dukszta,Dukszt-,,,Feminine,1,,,1
"Dulemba",Dulemba,Dulemb-,,,Feminine,1,,,1
"Dulęba",Dulęba,Dulęb-,,,Feminine,1,,,1
"Dumała",Dumała,Dumał-,,,Feminine,1,,,1
"Dunaszewska",Dunaszewska,Dunaszewsk-,,,Feminine,1,,,1
"Dunka",Dunka,Dunk-,,,Feminine,1,,,1
"Durawa",Durawa,Duraw-,,,Feminine,1,,,1
"Dusza",Dusza,Dusz-,,,Feminine,1,,,1
"Dworczyńska",Dworczyńska,Dworczyńsk-,,,Feminine,1,,,1
"Dybała",Dybała,Dybał-,,,Feminine,1,,,1
"Dychała",Dychała,Dychał-,,,Feminine,1,,,1
"Dyczkowska",Dyczkowska,Dyczkowsk-,,,Feminine,1,,,1
"Dyrda",Dyrda,Dyrd-,,,Feminine,1,,,1
"Dziadura",Dziadura,Dziadur-,,,Feminine,1,,,1
"Dziamba",Dziamba,Dziamb-,,,Feminine,1,,,1
"Działyńska",Działyńska,Działyńsk-,,,Feminine,1,,,1
"Dzieduszycka",Dzieduszycka,Dzieduszyck-,,,Feminine,1,,,1
"Dziekońska",Dziekońska,Dziekońsk-,,,Feminine,1,,,1
"Dziemba",Dziemba,Dziemb-,,,Feminine,1,,,1
"Dzierżenga",Dzierżenga,Dzierżeng-,,,Feminine,1,,,1
"Dzierżyńska",Dzierżyńska,Dzierżyńsk-,,,Feminine,1,,,1
"Dzierżęga",Dzierżęga,Dzierżęg-,,,Feminine,1,,,1
"Dzioba",Dzioba,Dziob-,,,Feminine,1,,,1
"Dziomba",Dziomba,Dziomb-,,,Feminine,1,,,1
"Dziopa",Dziopa,Dziop-,,,Feminine,1,,,1
"Dziuba",Dziuba,Dziub-,,,Feminine,1,,,1
"Dziuda",Dziuda,Dziud-,,,Feminine,1,,,1
"Dzióba",Dzióba,Dziób-,,,Feminine,1,,,1
"Dziąba",Dziąba,Dziąb-,,,Feminine,1,,,1
"Dzięba",Dzięba,Dzięb-,,,Feminine,1,,,1
