"58","lić",l,l,lić,,"to pour",4,,0,0
"64","mołwić",mołw,mołwi,mołwić,語ふ,"to say, to speak",4,,0,0
"65","mudzić",mudz,mudz,mudzić,,"to linger, to loiter, to procrastinate",4,,0,0
"74","opóździć",opóźdz,opóźdz,opóździć,,"to be late, to not make it in time",4,,0,0
"77","oździć",oźdz,oźdz,oździć,,"to dry malt",4,,0,0
"83","pochopić",pochop,pochopi,pochopić,,"to catch, to seize, to succeed, to work out",4,aorist,0,0
"89","postrobić",postrob,postrobi,postrobić,,"to strengthen, to fix, to affix, to fasten",4,aorist,0,0
"107","siedlić",siedl,siedl,siedlić,,"to settle",4,,0,0
"110","skromić",skrom,skromi,skromić,,"to curb, to tame",4,,0,0
"114","snębić",snęb,snębi,snębić,預く、あはむ,"to marry off",4,,0,0
"125","sędzić",sędz,sędz,sędzić,,"to judge, to try, to litigate, to presume, to suppose",4,,0,0
"131","tesknić",teskn,teskni,tesknić,,"to be sad, to despair",4,,0,0
"132","tolić",tol,tol,tolić,,"to cuddle, to nestle",4,,0,0
"133","uchapić",uchap,uchapi,uchapić,持つ、掴む,"to grasp, to seize",4,,0,0
"134","uchopić",uchop,uchopi,uchopić,持つ、掴む,"to grasp, to seize",4,,0,0
"135","uchwacić",uchwac,uchwac,uchwacić,持つ、掴む,"to grasp, to seize",4,,0,0
"136","ufacić",ufac,ufac,ufacić,持つ、掴む,"to grasp, to seize",4,,0,0
"142","wielić",wiel,wiel,wielić,仰す,"to command, to order",4,,0,0
"146","wolić",wol,wol,wolić,好む,"to prefer",4,,0,0
"161","zwonić",zwon,zwoni,zwonić,,"to clink, to jingle, to ring, to toll",4,,0,0
"162","ćwirdzić",ćwirdz,ćwirdz,ćwirdzić,,"to firm, to harden, to strengthen, to fortify, to confirm, to affirm, to state, to decide, to order",4,,0,0
"165","łomić",łom,łomi,łomić,,"to break, to shatter, to stir up, to shake up, to wrestle",4,,0,0
"23","czyść",czycie,czyt,czyść,読む,"to read",3root,,0,0
"38","gąść",gądzie,gąd,gąść,,"to play string instrument ",3root,,0,0
"54","kwiść",kwicie,kwit,kwiść,咲く,"to bloom, to blossom",3root,,0,0
"92","pośrześć",pośrzecie,pośrzot,pośrześć,あふ,"to encounter, to meet",3root,aorist,0,0
"108","sieść",siodzie,siod,sieść,居る,"to sit down",3root,,0,0
"150","wytłuc",wytłucze,wytłuk,wytłuc,,"to pound out, to stamp out, to knock out, to kill each other off",3root,,0,0
"156","zażec",zażecz,zażek,zażec,点す、灯す,"to light, to ignite",3root,,0,0
"169","śrześć",śrzecie,śrzot,śrześć,あふ,"to encounter, to meet",3root,,0,0
"8","bańturzyć",bańturzy,bańturz,bańturzyć,いつはる,"to blather, to lie",4y,,0,0
"13","borzyć",borzy,borz,borzyć,こほつ、くづす、弓引く,"to destroy, to down, to ruin, to battle, to fight, to oppose, to overthrow",4y,,0,0
"37","goworzyć",goworzy,goworz,goworzyć,,"to talk, to discuss",4y,,0,0
"48","krszczyć",krszczy,krszcz,krszczyć,,"to behead, to decapitate",4y,,0,0
"62","mirzyć",mirzy,mirz,mirzyć,,"to reconcile",4y,,0,0
"69","norzyć",norzy,norz,norzyć,,"to immerse, to submerge",4y,,0,0
"75","osoczyć",osoczy,osocz,osoczyć,,"to accuse, to slander",4y,,0,0
"97","płyć",pły,pł,płyć,,"to flow",4y,,0,0
"101","rozdrzeszyć",rozdrzeszy,rozdrzesz,rozdrzeszyć,,"to absolve, to give absolution, to remit sins, to separate, to split",4y,aorist,0,0
"115","soczyć",soczy,socz,soczyć,,"to accuse, to slander",4y,,0,0
"160","zwarzyć",zwarzy,zwarz,zwarzyć,,"to weld togethe, to cook",4y,,0,0
"166","łuczyć",łuczy,łucz,łuczyć,,"to hit, to smite, to strike",4y,,0,0
"40","ić",idzie,id,ić,差し歩む,"to go, to walk",5isc,present,0,0
"121","suć",suje,suj,suć,鏤む,"to heap, to strew, to encrust, to inlay",denomitive2,present,0,0
"128","słuć",słuje,słuj,słuć,,"to call, to name, to mean",denomitive2,present,0,0
"159","zuć",zuje,zuj,zuć,,"to unshoe, to unshoe oneself",denomitive2,present,0,0
"112","skuść",skudnie,skudn,skuść,,"to pluck",3root3,present,0,0
