"9045","abstrakcjonistyczny","abstrakcjonistyczny","abstrakcjonistyczn-",概要,abstractive,1-2,0,0,0
"9046","abstrakcyjny","abstrakcyjny","abstrakcyjn-",概要,abstract,1-2,0,0,0
"9047","abstraktowy","abstraktowy","abstraktow-",概要,abstract,1-2,0,0,0
"9048","abstynencki","abstynencki","abstynenck-",抄録,abstract,1-2i,0,0,0
"9049","abstynencyjny","abstynencyjny","abstynencyjn-",禁欲,abstract,1-2,0,0,0
"9050","absurdalny","absurdalny","absurdaln-",ばかげている,absurd,1-2,0,0,0
"9051","absydalny","absydalny","absydaln-",棄権,absurd,1-2,0,0,0
"9052","absydowy","absydowy","absydow-",apse,absid,1-2,0,0,0
"9053","absyntowy","absyntowy","absyntow-",アブサン,absinthe,1-2,0,0,0
"9054","abuliczny","abuliczny","abuliczn-",abulic,abulic,1-2,0,0,0
"9055","abuzywny","abuzywny","abuzywn-",虐待的,abusive,1-2,0,0,0
"9056","abysalny","abysalny","abysaln-",アビサル,abysmal,1-2,0,0,0
"9057","acetonowy","acetonowy","acetonow-",アセトン,acetone,1-2,0,0,0
"58","acetylenowy","acetylenowy","acetylenow-",アセチレン,acetylene,1-2,0,0,0
"60","achromatyczny","achromatyczny","achromatyczn-",無彩色,achromatic,1-2,0,0,0
"61","acydofilny","acydofilny","acydofiln-",好酸性,acidophilic,1-2,0,0,0
"62","acykliczny","acykliczny","acykliczn-",非周期的,acyclic,1-2,0,0,0
"63","adaptacyjny","adaptacyjny","adaptacyjn-",アダプティブ,adaptive,1-2,0,0,0
"64","adaptatorski","adaptatorski","adaptatorsk-",アダプタ,adaptive,1-2i,0,0,0
"65","adaptatywny","adaptatywny","adaptatywn-",アダプティブ,adaptive,1-2,0,0,0
"66","adapterowy","adapterowy","adapterow-",アダプタ,adaptive,1-2,0,0,0
"67","addycyjny","addycyjny","addycyjn-",添加剤,additive,1-2,0,0,0
"68","addytywny","addytywny","addytywn-",添加剤,additive,1-2,0,0,0
"69","adekwatny","adekwatny","adekwatn-",適切,adaptive,1-2,0,0,0
"70","adeninowy","adeninowy","adeninow-",アデニン,adenine,1-2,0,0,0
"71","adhezyjny","adhezyjny","adhezyjn-",接着剤,adhesive,1-2,0,0,0
"72","adiabatyczny","adiabatyczny","adiabatyczn-",断熱,adiabatic,1-2,0,0,0
"73","adiustacyjny","adiustacyjny","adiustacyjn-",調整,adjunctive,1-2,0,0,0
"74","adiustatorski","adiustatorski","adiustatorsk-",副官,adjutant,1-2i,0,0,0
"75","adiutancki","adiutancki","adiutanck-",副官,adjutant,1-2i,0,0,0
"76","administracyjny","administracyjny","administracyjn-",管理,administrative,1-2,0,0,0
"77","administratorski","administratorski","administratorsk-",けいえいじょう,admin,1-2i,0,0,0
"78","admiracyjny","admiracyjny","admiracyjn-",賞賛,admiral,1-2,0,0,0
"79","admiralski","admiralski","admiralsk-",提督,admiral,1-2i,0,0,0
"80","admirałowy","admirałowy","admirałow-",提督,admiral,1-2,0,0,0
"81","adnominalny","adnominalny","adnominaln-",アドノミナル,adnominal,1-2,0,0,0
"82","adopcyjny","adopcyjny","adopcyjn-",養子,adoptive,1-2,0,0,0
"83","adoracyjny","adoracyjny","adoracyjn-",愛らしい,adulatory,1-2,0,0,0
"84","adrenalinowy","adrenalinowy","adrenalinow-",アドレナリン,adrenaline,1-2,0,0,0
"85","adrenergiczny","adrenergiczny","adrenergiczn-",アドレナリン作動性,adrenergic,1-2,0,0,0
"86","adrenokortykotropowy","adrenokortykotropowy","adrenokortykotropow-",副腎皮質刺激性,adrenocorticotropic,1-2,0,0,0
"87","adresowy","adresowy","adresow-",住所,address,1-2,0,0,0
"88","adsorpcyjny","adsorpcyjny","adsorpcyjn-",吸着性,adsorptive,1-2,0,0,0
"89","adwekcyjny","adwekcyjny","adwekcyjn-",アドベクティブ,advective,1-2,0,0,0
"90","adwentowy","adwentowy","adwentow-",出現,adventitious,1-2,0,0,0
"91","adwentystyczny","adwentystyczny","adwentystyczn-",アドベンティスト,adventitious,1-2,0,0,0
"92","adwerbalny","adwerbalny","adwerbaln-",アドバーバル,adverbal,1-2,0,0,0
"93","adwerbialny","adwerbialny","adwerbialn-",副詞,adverbial,1-2,0,0,0
"94","adwokacki","adwokacki","adwokack-",提唱者,advocate,1-2i,0,0,0
"95","adygejski","adygejski","adygejsk-",アディジェアン,Adjutant,1-2i,0,0,0
"96","adypinowy","adypinowy","adypinow-",adipic,adipic,1-2,0,0,0
"97","aerobowy","aerobowy","aerobow-",好気性,aerobic,1-2,0,0,0
"98","aerodynamiczny","aerodynamiczny","aerodynamiczn-",空力,aerodynamic,1-2,0,0,0
"99","aerofotogrametryczny","aerofotogrametryczny","aerofotogrametryczn-",航空写真測量,aerophotogrammetric,1-2,0,0,0
"100","aeroklubowy","aeroklubowy","aeroklubow-",エアロクラブ,aeroclub,1-2,0,0,0
"101","aerologiczny","aerologiczny","aerologiczn-",空中,aerological,1-2,0,0,0
"102","aeronautyczny","aeronautyczny","aeronautyczn-",航空,aeronautical,1-2,0,0,0
"103","aerosolowy","aerosolowy","aerosolow-",エアロゾルの,aerosol,1-2,0,0,0
"104","aerostatyczny","aerostatyczny","aerostatyczn-",エアロスタティック,aerostat,1-2,0,0,0
"105","aerozoiczny","aerozoiczny","aerozoiczn-",エアロソイック,aerosol,1-2,0,0,0
"106","aerozolowy","aerozolowy","aerozolow-",エアロゾル,aerosol,1-2,0,0,0
"107","afabularny","afabularny","afabularn-",非プロット,afabular,1-2,0,0,0
"108","afatyczny","afatyczny","afatyczn-",無水晶体,aphatic,1-2,0,0,0
"109","afektacyjny","afektacyjny","afektacyjn-",情緒的,affective,1-2,0,0,0
"110","afektowany","afektowany","afektowan-",影響を受ける,affective,1-2,0,0,0
"111","afektywny","afektywny","afektywn-",情緒的,affective,1-2,0,0,0
"112","aferalny","aferalny","aferaln-",スキャンダラス,affective,1-2,0,0,0
"113","aferowy","aferowy","aferow-",スキャンダラス,affective,1-2,0,0,0
"114","afgański","afgański","afgańsk-",アフガン,Afghan,1-2i,0,0,0
"115","afiksalny","afiksalny","afiksaln-",添付,affixal,1-2,0,0,0
"116","afiliacyjny","afiliacyjny","afiliacyjn-",アフィリエイト,affiliative,1-2,0,0,0
"117","afiniczny","afiniczny","afiniczn-",アフィン,affine,1-2,0,0,0
"118","afirmacyjny","afirmacyjny","afirmacyjn-",肯定的,affirmative,1-2,0,0,0
"119","afirmatywny","afirmatywny","afirmatywn-",肯定的,affirmative,1-2,0,0,0
"120","afiszowy","afiszowy","afiszow-",ポスター,affirmative,1-2,0,0,0
"121","afizjologiczny","afizjologiczny","afizjologiczn-",生理学的,affirmative,1-2,0,0,0
"122","afleksyjny","afleksyjny","afleksyjn-",反射,afflexive,1-2,0,0,0
"123","afoniczny","afoniczny","afoniczn-",アフォニック,aphonic,1-2,0,0,0
"124","aforystyczny","aforystyczny","aforystyczn-",aphoristical,aphoristic,1-2,0,0,0
"125","aforyzmowy","aforyzmowy","aforyzmow-",aphoristic,aphoristic,1-2,0,0,0
"126","afotyczny","afotyczny","afotyczn-",情緒的,aphotic,1-2,0,0,0
"127","afroamerykański","afroamerykański","afroamerykańsk-",アフリカ系アメリカ人,African-American,1-2i,0,0,0
"128","afrykanerski","afrykanerski","afrykanersk-",アフリカ系アメリカ人,africanamerican,1-2i,0,0,0
"129","afrykański","afrykański","afrykańsk-",アフリカン,African,1-2i,0,0,0
"130","agarowy","agarowy","agarow-",寒天,agate,1-2,0,0,0
"131","agatowy","agatowy","agatow-",瑪瑙,agate,1-2,0,0,0
"132","agencyjny","agencyjny","agencyjn-",エージェンシー,agency,1-2,0,0,0
"133","agenturalny","agenturalny","agenturaln-",エージェント,agentural,1-2,0,0,0
"134","agenturowy","agenturowy","agenturow-",エージェント,agentural,1-2,0,0,0
"135","agitacyjny","agitacyjny","agitacyjn-",キャンバス,agitational,1-2,0,0,0
"136","agitatorski","agitatorski","agitatorsk-",アグナティック,agnatic,1-2i,0,0,0
"137","aglomeracyjny","aglomeracyjny","aglomeracyjn-",凝集,agglutinative,1-2,0,0,0
"138","aglutynacyjny","aglutynacyjny","aglutynacyjn-",凝集性,agglutinative,1-2,0,0,0
"139","agnacki","agnacki","agnack-",アグナティック,agnatic,1-2i,0,0,0
"140","agnacyjny","agnacyjny","agnacyjn-",agnational,agnational,1-2,0,0,0
"141","agnostycystyczny","agnostycystyczny","agnostycystyczn-",アグノスティック,agnostic,1-2,0,0,0
"142","agnostyczny","agnostyczny","agnostyczn-",アグノスティック,agnostic,1-2,0,0,0
"143","agogiczny","agogiczny","agogiczn-",苦悶,agogic,1-2,0,0,0
"144","agonalny","agonalny","agonaln-",苦悶,agonal,1-2,0,0,0
"145","agoniczny","agoniczny","agoniczn-",苦悶,agonic,1-2,0,0,0
"146","agonistyczny","agonistyczny","agonistyczn-",アゴニスト,agonistic,1-2,0,0,0
"147","agramatyczny","agramatyczny","agramatyczn-",agramatic,agrammatic,1-2,0,0,0
"148","agrarny","agrarny","agrarn-",農業者,agrarian,1-2,0,0,0
"149","agrarystyczny","agrarystyczny","agrarystyczn-",農業者,agrarian,1-2,0,0,0
"150","agregatowy","agregatowy","agregatow-",集計,aggregate,1-2,0,0,0
"151","agrestowy","agrestowy","agrestow-",グーズベリー,gooseberry,1-2,0,0,0
"152","agresyjny","agresyjny","agresyjn-",攻撃的,aggressive,1-2,0,0,0
"153","agresywny","agresywny","agresywn-",攻撃的,aggressive,1-2,0,0,0
"154","agrobiologiczny","agrobiologiczny","agrobiologiczn-",農業生物学,agro-biological,1-2,0,0,0
"155","agrochemiczny","agrochemiczny","agrochemiczn-",農薬,agrochemical,1-2,0,0,0
"156","agroekologiczny","agroekologiczny","agroekologiczn-",農業生態学的,agroecological,1-2,0,0,0
"157","agrogeologiczny","agrogeologiczny","agrogeologiczn-",農業地質学,agrogeological,1-2,0,0,0
"158","agroklimatologiczny","agroklimatologiczny","agroklimatologiczn-",農業気候学,agroclimatological,1-2,0,0,0
"159","agrolotniczy","agrolotniczy","agrolotnicz-",農業航空,agro-ecological,1-2,0,0,0
"160","agrometeorologiczny","agrometeorologiczny","agrometeorologiczn-",農業気象学,agrometeorological,1-2,0,0,0
"161","agronomiczny","agronomiczny","agronomiczn-",アグロノミック,agronomic,1-2,0,0,0
"162","agrotechniczny","agrotechniczny","agrotechniczn-",農業技術,agrotechnical,1-2,0,0,0
"163","agroturystyczny","agroturystyczny","agroturystyczn-",アグリツーリズム,agrotourism,1-2,0,0,0
"164","ahistoryczny","ahistoryczny","ahistoryczn-",歴史的,ahistorical,1-2,0,0,0
"165","ahumanistyczny","ahumanistyczny","ahumanistyczn-",非人道的,humanistic,1-2,0,0,0
"166","ajencyjny","ajencyjny","ajencyjn-",エージェンシー,ajenative,1-2,0,0,0
"167","akacjowy","akacjowy","akacjow-",アカシア,acacia,1-2,0,0,0
"168","akademicki","akademicki","akademick-",アカデミック,academic,1-2i,0,0,0
"169","akademiczny","akademiczny","akademiczn-",アカデミック,academic,1-2,0,0,0
"170","akademijny","akademijny","akademijn-",アカデミック,academic,1-2,0,0,0
"171","akademikowy","akademikowy","akademikow-",寮,dorm,1-2,0,0,0
"172","akademiowy","akademiowy","akademiow-",アカデミック,dorm,1-2,0,0,0
"173","akadyjski","akadyjski","akadyjsk-",アッカド,Akkadian,1-2i,0,0,0
"174","akapitowy","akapitowy","akapitow-",段落,paragraph,1-2,0,0,0
"175","akatalektyczny","akatalektyczny","akatalektyczn-",akatalectic,acatalectic,1-2,0,0,0
"176","akatolicki","akatolicki","akatolick-",アカシック,acatholic,1-2i,0,0,0
"177","akceleracyjny","akceleracyjny","akceleracyjn-",加速する,accelerator,1-2,0,0,0
"178","akceleratorowy","akceleratorowy","akceleratorow-",アクセル,gas pedal,1-2,0,0,0
"179","akcentacyjny","akcentacyjny","akcentacyjn-",アクセント,accent,1-2,0,0,0
"180","akcentowy","akcentowy","akcentow-",アクセント,accent,1-2,0,0,0
"181","akcentuacyjny","akcentuacyjny","akcentuacyjn-",アクセント,accentive,1-2,0,0,0
"182","akceptacyjny","akceptacyjny","akceptacyjn-",受け入れる,acceptable,1-2,0,0,0
"183","akceptowalny","akceptowalny","akceptowaln-",許容できる,acceptable,1-2,0,0,0
"184","akceptowy","akceptowy","akceptow-",許容できる,acceptable,1-2,0,0,0
"185","akcesoryczny","akcesoryczny","akcesoryczn-",アクセサリー,accessory,1-2,0,0,0
"186","akcesoryjny","akcesoryjny","akcesoryjn-",アクセサリー,accessory,1-2,0,0,0
"187","akcesyjny","akcesyjny","akcesyjn-",アクセッション,accessory,1-2,0,0,0
"188","akcydensowy","akcydensowy","akcydensow-",仕事,incidental,1-2,0,0,0
"189","akcydentalny","akcydentalny","akcydentaln-",偶発,incidental,1-2,0,0,0
"190","akcyjny","akcyjny","akcyjn-",株式,action,1-2,0,0,0
"191","akcyzowy","akcyzowy","akcyzow-",消費税,excise,1-2,0,0,0
"192","akefaliczny","akefaliczny","akefaliczn-",akephalic,acephalous,1-2,0,0,0
"193","aklamacyjny","aklamacyjny","aklamacyjn-",称賛,acclamatory,1-2,0,0,0
"194","aklimatyzacyjny","aklimatyzacyjny","aklimatyzacyjn-",順応,acclimatising,1-2,0,0,0
"195","akmeistyczny","akmeistyczny","akmeistyczn-",akmeistic,acmeist,1-2,0,0,0
"196","akomodacyjny","akomodacyjny","akomodacyjn-",調節可能,accommodative,1-2,0,0,0
"197","akordeonowy","akordeonowy","akordeonow-",アコーディオン,accordion,1-2,0,0,0
"198","akordowy","akordowy","akordow-",ピース,chordal,1-2,0,0,0
"199","akrecyjny","akrecyjny","akrecyjn-",付加的,accreditation,1-2,0,0,0
"200","akredytacyjny","akredytacyjny","akredytacyjn-",認定,accreditation,1-2,0,0,0
"201","akroamatyczny","akroamatyczny","akroamatyczn-",アクロアマティック,acroamatic,1-2,0,0,0
"202","akrobacyjny","akrobacyjny","akrobacyjn-",好気性,acrobatic,1-2,0,0,0
"203","akrobatyczny","akrobatyczny","akrobatyczn-",アクロバティック,acrobatic,1-2,0,0,0
"204","akromonogramatyczny","akromonogramatyczny","akromonogramatyczn-",アクロモノグラム,acromonogrammatic,1-2,0,0,0
"205","akronimiczny","akronimiczny","akronimiczn-",略語,acronymic,1-2,0,0,0
"206","akrydynowy","akrydynowy","akrydynow-",アクリジン,acridine,1-2,0,0,0
"207","akrylonitrylowy","akrylonitrylowy","akrylonitrylow-",アクリロニトリル,acrylonitrile,1-2,0,0,0
"208","akrylowy","akrylowy","akrylow-",アクリル,acrylic,1-2,0,0,0
"209","aksamitny","aksamitny","aksamitn-",ビロードのような,velvet,1-2,0,0,0
"210","aksjologiczny","aksjologiczny","aksjologiczn-",軸索,axiological,1-2,0,0,0
"211","aksjomatyczny","aksjomatyczny","aksjomatyczn-",axiomatic,axiomatic,1-2,0,0,0
"212","aksonometryczny","aksonometryczny","aksonometryczn-",アクソノメトリック,axonometric,1-2,0,0,0
"213","aksonowy","aksonowy","aksonow-",軸索,axon,1-2,0,0,0
"214","aktorski","aktorski","aktorsk-",男優陣,actor's,1-2i,0,0,0
"215","aktowy","aktowy","aktow-",簡単に,act,1-2,0,0,0
"216","aktualistyczny","aktualistyczny","aktualistyczn-",最新の,topical,1-2,0,0,0
"217","aktualny","aktualny","aktualn-",現在,topical,1-2,0,0,0
"218","aktyniczny","aktyniczny","aktyniczn-",化学線,actinic,1-2,0,0,0
"219","aktynolitowy","aktynolitowy","aktynolitow-",アクチノライト,actinolite,1-2,0,0,0
"220","aktynometryczny","aktynometryczny","aktynometryczn-",化学線測定,actinometric,1-2,0,0,0
"221","aktynowy","aktynowy","aktynow-",化学線,actinic,1-2,0,0,0
"222","aktywacyjny","aktywacyjny","aktywacyjn-",アクティベーション,activist,1-2,0,0,0
"223","aktywistyczny","aktywistyczny","aktywistyczn-",活動家,activist,1-2,0,0,0
"224","aktywizacyjny","aktywizacyjny","aktywizacyjn-",アクティベート,activist,1-2,0,0,0
"225","aktywny","aktywny","aktywn-",アクティブ,active,1-2,0,0,0
"226","akulturacyjny","akulturacyjny","akulturacyjn-",文化的,acculturative,1-2,0,0,0
"227","akumulacyjny","akumulacyjny","akumulacyjn-",累積,accumulative,1-2,0,0,0
"228","akumulatorowy","akumulatorowy","akumulatorow-",バッテリー,accumulative,1-2,0,0,0
"229","akupunkturowy","akupunkturowy","akupunkturow-",鍼,acupuncture,1-2,0,0,0
"230","akuratny","akuratny","akuratn-",正確,acurate,1-2,0,0,0
"231","akustoelektroniczny","akustoelektroniczny","akustoelektroniczn-",アコーストエレクトロニック,acoustoelectronic,1-2,0,0,0
"232","akustooptyczny","akustooptyczny","akustooptyczn-",音響光学,acousto-optic,1-2,0,0,0
"233","akustyczny","akustyczny","akustyczn-",音響,acoustic,1-2,0,0,0
"234","akuszerski","akuszerski","akuszersk-",アクースティック,acoustical,1-2i,0,0,0
"235","akuszeryjny","akuszeryjny","akuszeryjn-",ミッドワイフ,acoustical,1-2,0,0,0
"236","akutowy","akutowy","akutow-",急性,accutane,1-2,0,0,0
"237","akwafortowy","akwafortowy","akwafortow-",エッチング,etching,1-2,0,0,0
"238","akwanautyczny","akwanautyczny","akwanautyczn-",アクアノーティック,aquanautic,1-2,0,0,0
"239","akwarelowy","akwarelowy","akwarelow-",水彩,watercolour,1-2,0,0,0
"240","akwariowy","akwariowy","akwariow-",水族館,aquarium,1-2,0,0,0
"241","akwarystyczny","akwarystyczny","akwarystyczn-",水族館,aquarium,1-2,0,0,0
"242","akweduktowy","akweduktowy","akweduktow-",水道橋,aqueduct,1-2,0,0,0
"243","akwizycyjny","akwizycyjny","akwizycyjn-",取得,acquisition,1-2,0,0,0
"244","akwizytorski","akwizytorski","akwizytorsk-",仕入れ,stock,1-2i,0,0,0
"246","alabamski","alabamski","alabamsk-",アラバマ,alabama,1-2i,0,0,0
"247","alabastrowy","alabastrowy","alabastrow-",アラバスター,alabaster,1-2,0,0,0
"248","alarmistyczny","alarmistyczny","alarmistyczn-",パニック,alarmist,1-2,0,0,0
"249","alarmowy","alarmowy","alarmow-",警報,alarmist,1-2,0,0,0
"250","alarmujący","alarmujący","alarmując-",警戒,alarmist,1-2,0,0,0
"251","alaski","alaski","alask-",アラスカ,Alaskan,1-2i,0,0,0
"252","alaskijski","alaskijski","alaskijsk-",アラスカ,Alaskan,1-2i,0,0,0
"254","albański","albański","albańsk-",アルバニア語,Albanian,1-2i,0,0,0
"255","albinotyczny","albinotyczny","albinotyczn-",アルビノティック,albino,1-2,0,0,0
"256","albuminowy","albuminowy","albuminow-",アルバム状,albuminous,1-2,0,0,0
"257","albumowy","albumowy","albumow-",アルバム,albuminous,1-2,0,0,0
"258","alcejski","alcejski","alcejsk-",アルザスじん,Alaskan,1-2i,0,0,0
"259","alchemicki","alchemicki","alchemick-",アルケミック,alchemic,1-2i,0,0,0
"260","alchemiczny","alchemiczny","alchemiczn-",錬金術,alchemical,1-2,0,0,0
"261","aldehydowy","aldehydowy","aldehydow-",アルデヒド,aldehyde,1-2,0,0,0
"262","aldozowy","aldozowy","aldozow-",アルドース,aldose,1-2,0,0,0
"263","aleatoryczny","aleatoryczny","aleatoryczn-",aleatoric,aleatoric,1-2,0,0,0
"264","alegoryczny","alegoryczny","alegoryczn-",寓話的な,allegorical,1-2,0,0,0
"265","alejowy","alejowy","alejow-",路地,aleatory,1-2,0,0,0
"266","aleksandrytowy","aleksandrytowy","aleksandrytow-",アレキサンドライト,alexandrite,1-2,0,0,0
"267","alembikowy","alembikowy","alembikow-",アレンビック,alembic,1-2,0,0,0
"268","alergenny","alergenny","alergenn-",アレルギー性,allergenic,1-2,0,0,0
"269","alergiczny","alergiczny","alergiczn-",アレルギー性,allergenic,1-2,0,0,0
"270","alergologiczny","alergologiczny","alergologiczn-",アレルギー性,allergenic,1-2,0,0,0
"271","alertowy","alertowy","alertow-",アラート,alert,1-2,0,0,0
"272","aleucki","aleucki","aleuck-",アリューシャン,Aleutian,1-2i,0,0,0
"273","alfabetowy","alfabetowy","alfabetow-",アルファベット順,alphabet,1-2,0,0,0
"274","alfabetyczny","alfabetyczny","alfabetyczn-",アルファベット順,alphabetical,1-2,0,0,0
"275","alfanumeryczny","alfanumeryczny","alfanumeryczn-",英数字,alphanumeric,1-2,0,0,0
"276","alfonsowaty","alfonsowaty","alfonsowat-",ポンポン,alphabetic,1-2,0,0,0
"277","algebraiczny","algebraiczny","algebraiczn-",代数的,algebraic,1-2,0,0,0
"278","algierski","algierski","algiersk-",アルジェリア人,Algerian,1-2i,0,0,0
"279","alginowy","alginowy","alginow-",アルギニック,alginic,1-2,0,0,0
"280","algologiczny","algologiczny","algologiczn-",アルゴリズム,algological,1-2,0,0,0
"281","algorytmiczny","algorytmiczny","algorytmiczn-",アルゴリズム,algorithmic,1-2,0,0,0
"282","aliancki","aliancki","alianck-",アリアン,Allian,1-2i,0,0,0
"283","aliansowy","aliansowy","aliansow-",アライアンス,alliative,1-2,0,0,0
"284","alicykliczny","alicykliczny","alicykliczn-",アリサイクリック,alicyclic,1-2,0,0,0
"285","alienacyjny","alienacyjny","alienacyjn-",疎外,alienating,1-2,0,0,0
"286","alifatyczny","alifatyczny","alifatyczn-",脂肪族,aliphatic,1-2,0,0,0
"287","alikwotowy","alikwotowy","alikwotow-",倍音,aliquot,1-2,0,0,0
"288","alimentacyjny","alimentacyjny","alimentacyjn-",メンテナンス,alimitative,1-2,0,0,0
"289","aliteracki","aliteracki","aliterack-",とういんし,alliterative,1-2i,0,0,0
"290","aliteracyjny","aliteracyjny","aliteracyjn-",alliterative,alliterative,1-2,0,0,0
"291","alizarynowy","alizarynowy","alizarynow-",アリザリン,alizarin,1-2,0,0,0
"292","alkaliczny","alkaliczny","alkaliczn-",アルカリ性,alkaline,1-2,0,0,0
"293","alkalifilny","alkalifilny","alkalifiln-",好アルカリ性,alkaliphilic,1-2,0,0,0
"294","alkaloidowy","alkaloidowy","alkaloidow-",アルカロイド,alkaloid,1-2,0,0,0
"295","alkaninowy","alkaninowy","alkaninow-",アルカン,alkane,1-2,0,0,0
"296","alkierzowy","alkierzowy","alkierzow-",アルコーブ,alkyl,1-2,0,0,0
"297","alkilowy","alkilowy","alkilow-",アルキル,alkyl,1-2,0,0,0
"298","alkoholanowy","alkoholanowy","alkoholanow-",アルコール,alcoholane,1-2,0,0,0
"299","alkoholiczny","alkoholiczny","alkoholiczn-",アルコール,alcoholic,1-2,0,0,0
"300","alkoholowy","alkoholowy","alkoholow-",アルコール,alcoholic,1-2,0,0,0
"301","alkowiany","alkowiany","alkowian-",アルコール,alkane,1-2,0,0,0
"302","allelopatyczny","allelopatyczny","allelopatyczn-",アレロパシー,allelopathic,1-2,0,0,0
"303","allosomowy","allosomowy","allosomow-",アロソーム,allosome,1-2,0,0,0
"304","almanachowy","almanachowy","almanachow-",アルマナック,almanac,1-2,0,0,0
"305","alodialny","alodialny","alodialn-",アロディアル,alodial,1-2,0,0,0
"306","aloesowaty","aloesowaty","aloesowat-",アロエ,aloe,1-2,0,0,0
"307","aloesowy","aloesowy","aloesow-",アロエ,aloe,1-2,0,0,0
"308","alogamiczny","alogamiczny","alogamiczn-",同種,alogamous,1-2,0,0,0
"309","alograficzny","alograficzny","alograficzn-",アログラフィック,alographic,1-2,0,0,0
"310","alokacyjny","alokacyjny","alokacyjn-",割り当て,allocative,1-2,0,0,0
"311","alokucyjny","alokucyjny","alokucyjn-",割り当て,allocative,1-2,0,0,0
"312","alopatyczny","alopatyczny","alopatyczn-",アロパシー,allopathic,1-2,0,0,0
"313","alosomowy","alosomowy","alosomow-",アロソーム,allosome,1-2,0,0,0
"314","alotropowy","alotropowy","alotropow-",アロトロピック,allotropic,1-2,0,0,0
"315","alpejski","alpejski","alpejsk-",アルパイン,alpine,1-2i,0,0,0
"316","alterglobalistyczny","alterglobalistyczny","alterglobalistyczn-",alterglobalistic,alterglobalist,1-2,0,0,0
"317","alternacyjny","alternacyjny","alternacyjn-",代わりの,alternative,1-2,0,0,0
"318","alternatywny","alternatywny","alternatywn-",別,alternative,1-2,0,0,0
"319","altowy","altowy","altow-",アルト,altruistic,1-2,0,0,0
"320","altruistyczny","altruistyczny","altruistyczn-",altruistic,altruistic,1-2,0,0,0
"321","altówkowy","altówkowy","altówkow-",ビオラ,altruistic,1-2,0,0,0
"322","aluminiowy","aluminiowy","aluminiow-",アルミニウム,aluvial,1-2,0,0,0
"323","aluwialny","aluwialny","aluwialn-",沖積,alluvial,1-2,0,0,0
"324","aluzyjny","aluzyjny","aluzyjn-",ほのめかし,alluvial,1-2,0,0,0
"325","alweolarny","alweolarny","alweolarn-",肺胞,alluvial,1-2,0,0,0
"326","amagnetyczny","amagnetyczny","amagnetyczn-",無磁性,amagnetic,1-2,0,0,0
"327","amalgamatowy","amalgamatowy","amalgamatow-",アマルガム,amalgam,1-2,0,0,0
