"120",hvarati,"hvṛ",,present,0,1,曲がる、欺く,"to be crooked, to deceive
",0,0,0,0,0,0
"121",haṛṣati,"hṛṣ",,aorist,1,1,喜ぶ、歓喜する、髪の毛のように直立する、嘘をつく,"to rejoice, to exult, to stand erect as hair, to tell a lie",0,0,0,0,0,0
"122",iṅgati,"iṅg",,present,0,1,行く、行く、向かう、動く、かき混ぜる,"to go, to go to, go towards, to move, to agitate ",0,0,0,0,0,0
"123",klandati,"kland",,aorist,0,1,声をかける、泣く,"to call out, to cry",0,0,0,0,0,0
"124",klindati,"klind",,aorist,0,1,嘆く,to lament,0,0,0,0,0,0
"125",krandati,"krand",,aorist,0,1,声をかける、泣く,"to call out, to cry",0,0,0,0,0,0
"126",madati,"mad",,present,0,1,縛る、殺す、満足させる、喜ばせる、喜ぶ、貧しい、苦しむ、酔う、怒る,"to bind, to kill, to gratify, to please, to rejoice, to be poor or distressed, to be intoxicated, to be mad",0,0,0,0,0,0
"127",mandati,"mand",,present,0,1,賞賛する、喜ぶ、誇りに思う、眠る、輝く、ゆっくり動く,"to praise, to be glad, to proud, to sleep, to shine, to move slowly",0,0,0,0,0,0
"128",modati,"mud",,present,1,1,喜ぶこと、喜ぶこと、混ぜること、団結すること,"to be glad, to rejoise, to mix, to unite",0,0,0,0,0,0
"129",nādhati,"nādh",,present,1,1,頼む、嫌がらせをする、マスターになる、祝福する,"to ask, to harass, to be master, to bless",0,0,0,0,0,0
"130",nāthati,"nāth",,present,1,1,頼む、嫌がらせをする、マスターになる、祝福する,"to ask, to harass, to be master, to bless",0,0,0,0,0,0
"131",rodhati,"rudh",,present,1,1,望む、愛する、従う、従う、反対する、妨害する、包囲する、包囲する、覆い隠す、嫌がらせをする,"to desire, to love, to comply with, to obey, to oppose, to obstruct, to besiege, to enclose, to obscure, to harass",0,0,0,0,0,0
"132",śocati,"śuc",,aorist,0,1,輝く、燃える、輝く、輝く、燃える,"to shine, to flame, to gleam, to glow, to burn",0,0,0,0,0,0
"133",śucyati,"śuc",,aorist,0,4,明るくなる、濡れる、腐敗する、腐敗する、悪臭を放つ,"to be bright,  to be wet, to decay, to be putrid, to stink",0,0,0,0,0,0
"134",skandati,"skand",,present,0,1,跳躍する、ジャンプする、ホップする、ダーツする、春になる、噴出する,"to leap, to jump, to hop, to dart, to spring, to spurt out",0,0,0,0,0,0
"135",skandati,"skand",,aorist,0,1,跳躍する、ジャンプする、ホップする、ダーツする、春になる、噴出する,"to leap, to jump, to hop, to dart, to spring, to spurt out",0,0,0,0,0,0
"136",skundati,"skund",,present,0,1,跳躍する、ジャンプする、ホップする、ダーツする、春になる、噴出する,"to leap, to jump, to hop, to dart, to spring, to spurt out",0,0,0,0,0,0
"137",skundati,"skund",,aorist,0,1,跳躍する、ジャンプする、ホップする、ダーツする、春になる、噴出する,"to leap, to jump, to hop, to dart, to spring, to spurt out",0,0,0,0,0,0
"138",spandati,"spand",,present,0,1,震える、ドキドキする、けいれんする、震える、振動する、震える、触る,"to quiver, to throb, to twitch, to tremble, to vibrate, to quake, to palpitate",0,0,0,0,0,0
"139",spardhati,"spṛdha",,aorist,1,1,エミュレートする、競争する、ライバルになる、争う、対処する,"to emulate, to compete, to rival, to vie with, to cope with",0,0,0,0,0,0
"140",spṛhayati,"spṛh",,aorist,1,10,熱心に、熱心に欲しがり、憧れに,"to be eager, to desire eagerly, to long for",0,0,0,0,0,0
"141",svadati,"svad",,present,0,1,味わい深く、好かれ、味わい、食べ、喜ばせ、甘くする,"to be pleasant to the taste, to be liked, to taste, to eat, to please, to make sweet",0,0,0,0,0,0
"142",svardati,"svard",,present,0,1,味わう、喜ばせる,"to taste, to be pleasing",0,0,0,0,0,0
"143",svādati,"svād",,present,0,1,味わい深く、好かれ、味わい、食べ、喜ばせ、甘くする,"to be pleasant to the taste, to be liked, to taste, to eat, to please, to make sweet",0,0,0,0,0,0
"144",svarati,"svṛ",,present,0,1,音を発する、音を出す、響く、歌う、賞賛する,"to utter a sound, to sound, to resound, to sing, to praise",0,0,0,0,0,0
"145",śubh,"śubh",,aorist,0,1,美しくする、飾る、飾る,"to beautify, to embellish, to adorn",0,0,0,0,0,0
"146",śumbh,"śubh",,aorist,0,7,輝くために、素晴らしいために,"to shine, to be splendid",0,0,0,1,1,1
"147",niśubh,"śubh",ni,aorist,0,1,踏みにじる,to tread down,0,0,0,0,0,0
"148",niśumbh,"śubh",ni,aorist,0,7,踏みにじる,to tread down,0,0,0,0,0,0
"149",vadati,"vad",,present,0,1,話す、言う、話す、話す、報告する、話す、話す,"to speak, to say, to utter, to tell, to report, to speak to, to talk with",0,0,0,0,0,0
"150",vandati,"vand",,present,0,1,賞賛する、祝う、賞賛する,"to praise, to celebrate, to laud",0,0,0,0,0,0
"151",vasati,"vas",,present,0,1,生きるために、住むために,"to live, to dwell",0,0,0,0,0,0
"152",vardhati,"vṛdha",,aorist,1,1,成長し、繁栄し、昇格し、賞賛し、高揚する,"to grow, to thrive, to elevate, to praise, to exalt",0,0,0,0,0,0
"153",śvindati,"śvind",,aorist,0,1,白くなる,to be white,0,0,0,0,0,0
"154",śvetati,"śvit",,aorist,0,1,白くなる,to be white,0,0,0,0,0,0
"155",ūrdati,"ūrd",,present,0,1,測定する、遊ぶ、味わう、与える、陽気になる,"to measure, to play, to taste, to grant, to be cheerful",0,0,0,0,0,0
