Andrzejewski,,,,,,,,,1
Andrzejkiewicz,,,,,,,,,1
Andrzejkowicz,,,,,,,,,1
Anglik,,,,,,,,,1
Angol,,,,,,,,,1
Anioł,,,,,,,,,1
Anioła,,,,,,,,,1
Aniołek,,,,,,,,,1
Aniszkiewicz,,,,,,,,,1
Aniśkiewicz,,,,,,,,,1
Ankiewicz,,,,,,,,,1
Annasz,,,,,,,,,1
Antas,,,,,,,,,1
Antczak,,,,,,,,,1
Antecki,,,,,,,,,1
Antek,,,,,,,,,1
Antkiewicz,,,,,,,,,1
Antkowicz,,,,,,,,,1
Antochów,,,,,,,,,1
Antolec,,,,,,,,,1
Antoni,,,,,,,,,1
Antoniewicz,,,,,,,,,1
Antonkiewicz,,,,,,,,,1
Antonowicz,,,,,,,,,1
Antos,,,,,,,,,1
Antosiak,,,,,,,,,1
Antosiewicz,,,,,,,,,1
Antosik,,,,,,,,,1
Antoszczyszyn,,,,,,,,,1
Antoszkiewicz,,,,,,,,,1
Antończyk,,,,,,,,,1
Antoś,,,,,,,,,1
Antośkiewicz,,,,,,,,,1
Antuszewicz,,,,,,,,,1
Antychryst,,,,,,,,,1
Anubis,,,,,,,,,1
Anusewicz,,,,,,,,,1
Anusiewicz,,,,,,,,,1
Anuszczyk,,,,,,,,,1
Anuszkiewicz,,,,,,,,,1
Anyszkiewicz,,,,,,,,,1
Apacz,,,,,,,,,1
Apanowicz,,,,,,,,,1
Apollo,,,,,,,,,1
Apoloniusz,,,,,,,,,1
Aponowicz,,,,,,,,,1
Apple,,,,,,,,,1
Apryjas,,,,,,,,,1
Arab,,,,,,,,,1
Arasmus,,,,,,,,,1
Arcikiewicz,,,,,,,,,1
Arcimowicz,,,,,,,,,1
Arciuch,,,,,,,,,1
Arciuszkiewicz,,,,,,,,,1
Ares,,,,,,,,,1
Argentyńczyk,,,,,,,,,1
Argonauta,,,,,,,,,1
Argus,,,,,,,,,1
Arkadiusz,,,,,,,,,1
Arktur,,,,,,,,,1
Armeńczyk,,,,,,,,,1
Arndt,,,,,,,,,1
Artowicz,,,,,,,,,1
Artur,,,,,,,,,1
Artysiewicz,,,,,,,,,1
Arystoteles,,,,,,,,,1
Asyż,,,,,,,,,1
Augusiewicz,,,,,,,,,1
August,,,,,,,,,1
Augustyn,,,,,,,,,1
Augustynowicz,,,,,,,,,1
Aureli,,,,,,,,,1
Aureliusz,,,,,,,,,1
Australijczyk,,,,,,,,,1
Austriak,,,,,,,,,1
Awerroes,,,,,,,,,1
Awicenna,,,,,,,,,1
Awsiukiewicz,,,,,,,,,1
Axentowicz,,,,,,,,,1
Azerbejdżan,,,,,,,,,1
Azjata,,,,,,,,,1
Aztek,,,,,,,,,1
Baal,,,,,,,,,1
Babczyński,,,,,,,,,1
Babecki,,,,,,,,,1
Babiak,,,,,,,,,1
Babicki,,,,,,,,,1
Babicz,,,,,,,,,1
Babiec,,,,,,,,,1
Babij,,,,,,,,,1
Babis,,,,,,,,,1
Babiuch,,,,,,,,,1
Babiński,,,,,,,,,1
Babiś,,,,,,,,,1
Babkiewicz,,,,,,,,,1
Babowicz,,,,,,,,,1
Babul,,,,,,,,,1
Babulewicz,,,,,,,,,1
Babuszkiewicz,,,,,,,,,1
Bacciarelli,,,,,,,,,1
Bacewicz,,,,,,,,,1
Bach,,,,,,,,,1
Bachaj,,,,,,,,,1
Bachan,,,,,,,,,1
Bachanowicz,,,,,,,,,1
Bachmann,,,,,,,,,1
Bachor,,,,,,,,,1
Bachorz,,,,,,,,,1
Bachoń,,,,,,,,,1
Bachul,,,,,,,,,1
Bachus,,,,,,,,,1
Bachórz,,,,,,,,,1
Bacior,,,,,,,,,1
Baczewski,,,,,,,,,1
Baczmaga,,,,,,,,,1
Badach,,,,,,,,,1
Badowicz,,,,,,,,,1
Badowiec,,,,,,,,,1
Badowski,,,,,,,,,1
Badoń,,,,,,,,,1
Badura,,,,,,,,,1
Badurowicz,,,,,,,,,1
Baduła,,,,,,,,,1
Badylak,,,,,,,,,1
Badzio,,,,,,,,,1
Badziong,,,,,,,,,1
Badziąg,,,,,,,,,1
Bagan,,,,,,,,,1
Bagier,,,,,,,,,1
Bagiński,,,,,,,,,1
Bahrajn,,,,,,,,,1
Bajan,,,,,,,,,1
Bajkiewicz,,,,,,,,,1
Bajor,,,,,,,,,1
Bajorek,,,,,,,,,1
Bakalorz,,,,,,,,,1
Bakiewicz,,,,,,,,,1
Bakowicz,,,,,,,,,1
Bakoń,,,,,,,,,1
Bakoś,,,,,,,,,1
Bakuła,,,,,,,,,1
Bala,,,,,,,,,1
Balasa,,,,,,,,,1
Balcer,,,,,,,,,1
Balcerek,,,,,,,,,1
Balcerzak,,,,,,,,,1
Balita,,,,,,,,,1
Baliński,,,,,,,,,1
Baliś,,,,,,,,,1
Baltazar,,,,,,,,,1
Baluch,,,,,,,,,1
Balukiewicz,,,,,,,,,1
Baluś,,,,,,,,,1
Balzac,,,,,,,,,1
Balzak,,,,,,,,,1
Banach,,,,,,,,,1
Banachewicz,,,,,,,,,1
Banachiewicz,,,,,,,,,1
Banachowicz,,,,,,,,,1
Banakiewicz,,,,,,,,,1
Banasiak,,,,,,,,,1
Banasiewicz,,,,,,,,,1
Banaszak,,,,,,,,,1
Banaszczyk,,,,,,,,,1
Banaszkiewicz,,,,,,,,,1
Banaś,,,,,,,,,1
Banaśkiewicz,,,,,,,,,1
Banduch,,,,,,,,,1
Bandurski,,,,,,,,,1
Bandżul,,,,,,,,,1
Bangladesz,,,,,,,,,1
Baniel,,,,,,,,,1
Baniewicz,,,,,,,,,1
Bankiewicz,,,,,,,,,1
Banuch,,,,,,,,,1
Banul,,,,,,,,,1
Banyś,,,,,,,,,1
Baradziej,,,,,,,,,1
Barancewicz,,,,,,,,,1
Baranek,,,,,,,,,1
Baraniec,,,,,,,,,1
Baraniewicz,,,,,,,,,1
Barankiewicz,,,,,,,,,1
Baranowicz,,,,,,,,,1
Baranowski,,,,,,,,,1
Baraszkiewicz,,,,,,,,,1
Barańczak,,,,,,,,,1
Barańczyk,,,,,,,,,1
Barański,,,,,,,,,1
Barbarewicz,,,,,,,,,1
Barbasiewicz,,,,,,,,,1
Barciak,,,,,,,,,1
Barcikowski,,,,,,,,,1
Barciś,,,,,,,,,1
Barczak,,,,,,,,,1
Barczyszyn,,,,,,,,,1
Barej,,,,,,,,,1
Bareja,,,,,,,,,1
Bargiel,,,,,,,,,1
Bargieł,,,,,,,,,1
Barnaba,,,,,,,,,1
Barnaś,,,,,,,,,1
Barnowski,,,,,,,,,1
Barnuś,,,,,,,,,1
Barszcz,,,,,,,,,1
Barszczak,,,,,,,,,1
Barszczewski,,,,,,,,,1
Bartczak,,,,,,,,,1
Bartek,,,,,,,,,1
Bartel,,,,,,,,,1
Bartkiewicz,,,,,,,,,1
Bartkowiak,,,,,,,,,1
Bartkowicz,,,,,,,,,1
Bartlewicz,,,,,,,,,1
Bartliński,,,,,,,,,1
Bartnik,,,,,,,,,1
Bartnikiewicz,,,,,,,,,1
Bartoch,,,,,,,,,1
Barton,,,,,,,,,1
Bartos,,,,,,,,,1
Bartosewicz,,,,,,,,,1
Bartosiak,,,,,,,,,1
Bartosiewicz,,,,,,,,,1
Bartosik,,,,,,,,,1
Bartosz,,,,,,,,,1
Bartoszak,,,,,,,,,1
Bartoszek,,,,,,,,,1
Bartoszewicz,,,,,,,,,1
Bartoszkiewicz,,,,,,,,,1
Bartowski,,,,,,,,,1
Bartoń,,,,,,,,,1
Bartoś,,,,,,,,,1
Bartulewicz,,,,,,,,,1
Bartuś,,,,,,,,,1
Bartycha,,,,,,,,,1
Bartłomiej,,,,,,,,,1
Bartłomowicz,,,,,,,,,1
Barucha,,,,,,,,,1
Barud,,,,,,,,,1
Barul,,,,,,,,,1
Barwaniec,,,,,,,,,1
Barycza,,,,,,,,,1
Barys,,,,,,,,,1
Baryła,,,,,,,,,1
Baryłkiewicz,,,,,,,,,1
Baryłowicz,,,,,,,,,1
Baryń,,,,,,,,,1
Baryś,,,,,,,,,1
Barzał,,,,,,,,,1
Barzyc,,,,,,,,,1
Barć,,,,,,,,,1
Barłoga,,,,,,,,,1
Barłóg,,,,,,,,,1
Basaj,,,,,,,,,1
Basiewicz,,,,,,,,,1
Basior,,,,,,,,,1
Basiukiewicz,,,,,,,,,1
Basiura,,,,,,,,,1
Bask,,,,,,,,,1
Basoń,,,,,,,,,1
Baszczak,,,,,,,,,1
Baszczyj,,,,,,,,,1
Baszczyk,,,,,,,,,1
Baszkiewicz,,,,,,,,,1
Baszkir,,,,,,,,,1
Batkiewicz,,,,,,,,,1
Batog,,,,,,,,,1
Batory,,,,,,,,,1
Baumfeld,,,,,,,,,1
Bawarczyk,,,,,,,,,1
Bawej,,,,,,,,,1
Bawiec,,,,,,,,,1
Bawor,,,,,,,,,1
Bawoł,,,,,,,,,1
Bawół,,,,,,,,,1
Bazior,,,,,,,,,1
Bazylewicz,,,,,,,,,1
Bać,,,,,,,,,1
Baćmaga,,,,,,,,,1
Bała,,,,,,,,,1
Bałabuch,,,,,,,,,1
Bałaga,,,,,,,,,1
Bałkowiec,,,,,,,,,1
Bałon,,,,,,,,,1
Bałos,,,,,,,,,1
Bałt,,,,,,,,,1
Bałtyk,,,,,,,,,1
Bałuch,,,,,,,,,1
Bałucki,,,,,,,,,1
Bałuta,,,,,,,,,1
Bałys,,,,,,,,,1
Bałzukiewicz,,,,,,,,,1
Baś,,,,,,,,,1
Baśkiewicz,,,,,,,,,1
Bebłot,,,,,,,,,1
Becela,,,,,,,,,1
Beczała,,,,,,,,,1
Bednarczyk,,,,,,,,,1
Bednarek,,,,,,,,,1
Bednarkiewicz,,,,,,,,,1
Bednarowicz,,,,,,,,,1
Bednarski,,,,,,,,,1
Bednorz,,,,,,,,,1
Beethoven,,,,,,,,,1
Bejrut,,,,,,,,,1
Bekasiewicz,,,,,,,,,1
Belczewski,,,,,,,,,1
Belfast,,,,,,,,,1
Belg,,,,,,,,,1
Belkiewicz,,,,,,,,,1
Belmont,,,,,,,,,1
Bembas,,,,,,,,,1
Bemben,,,,,,,,,1
Bembenek,,,,,,,,,1
Bembnowicz,,,,,,,,,1
Benben,,,,,,,,,1
Benduch,,,,,,,,,1
Benedykt,,,,,,,,,1
Benedyktowicz,,,,,,,,,1
Benińczyk,,,,,,,,,1
Berent,,,,,,,,,1
Bereszyński,,,,,,,,,1
Berezowiec,,,,,,,,,1
Bereśniewicz,,,,,,,,,1
Bergman,,,,,,,,,1
Berkowicz,,,,,,,,,1
Berlin,,,,,,,,,1
Berliner,,,,,,,,,1
Bernacki,,,,,,,,,1
Bernard,,,,,,,,,1
Bernasiewicz,,,,,,,,,1
Bernatowicz,,,,,,,,,1
Bernaś,,,,,,,,,1
Bernyś,,,,,,,,,1
Bethke,,,,,,,,,1
Beyer,,,,,,,,,1
Bezrąk,,,,,,,,,1
Bezuch,,,,,,,,,1
Bezucha,,,,,,,,,1
Bełkot,,,,,,,,,1
Bełza,,,,,,,,,1
Bhutańczyk,,,,,,,,,1
Biadasiewicz,,,,,,,,,1
Biadoń,,,,,,,,,1
Biaduń,,,,,,,,,1
Bialikiewicz,,,,,,,,,1
Białas,,,,,,,,,1
Białasiewicz,,,,,,,,,1
Białaszczyk,,,,,,,,,1
Białaś,,,,,,,,,1
Białczak,,,,,,,,,1
Białczyk,,,,,,,,,1
Białek,,,,,,,,,1
Białka,,,,,,,,,1
Białkiewicz,,,,,,,,,1
Białkowski,,,,,,,,,1
Białobrzeski,,,,,,,,,1
Białoch,,,,,,,,,1
Białogłowicz,,,,,,,,,1
Białogłowski,,,,,,,,,1
Białokoz,,,,,,,,,1
Białokozowicz,,,,,,,,,1
Białopiotrowicz,,,,,,,,,1
Białorusin,,,,,,,,,1
Białota,,,,,,,,,1
Białous,,,,,,,,,1
Białousz,,,,,,,,,1
Białowicz,,,,,,,,,1
Białowieżec,,,,,,,,,1
Białowąs,,,,,,,,,1
Białozor,,,,,,,,,1
Białoń,,,,,,,,,1
Białończyk,,,,,,,,,1
Biały,,,,,,,,,1
Bicz,,,,,,,,,1
Bida,,,,,,,,,1
Bidas,,,,,,,,,1
Biduś,,,,,,,,,1
Bieda,,,,,,,,,1
Biedny,,,,,,,,,1
Biedronka,,,,,,,,,1
Biedroń,,,,,,,,,1
Biedunkiewicz,,,,,,,,,1
Bieg,,,,,,,,,1
Biegaj,,,,,,,,,1
Biegalski,,,,,,,,,1
Biegan,,,,,,,,,1
Bieganek,,,,,,,,,1
Bieganowski,,,,,,,,,1
Biegas,,,,,,,,,1
Biegasiewicz,,,,,,,,,1
Biegała,,,,,,,,,1
Biegański,,,,,,,,,1
Biegoń,,,,,,,,,1
Biegun,,,,,,,,,1
Biegus,,,,,,,,,1
Biel,,,,,,,,,1
Biela,,,,,,,,,1
Bielach,,,,,,,,,1
Bielacki,,,,,,,,,1
Bielaczyc,,,,,,,,,1
Bielak,,,,,,,,,1
Bielamowicz,,,,,,,,,1
Bielan,,,,,,,,,1
Bielanowicz,,,,,,,,,1
Bielas,,,,,,,,,1
Bielat,,,,,,,,,1
Bielatowicz,,,,,,,,,1
Bielawiec,,,,,,,,,1
Bielawny,,,,,,,,,1
Bielawski,,,,,,,,,1
Bielański,,,,,,,,,1
Bielec,,,,,,,,,1
Bielech,,,,,,,,,1
Bielecki,,,,,,,,,1
Bielejec,,,,,,,,,1
Bielenda,,,,,,,,,1
Bielewicz,,,,,,,,,1
Bieleś,,,,,,,,,1
Bielica,,,,,,,,,1
Bielik,,,,,,,,,1
Bieliński,,,,,,,,,1
Bielkiewicz,,,,,,,,,1
Bieloch,,,,,,,,,1
Bielski,,,,,,,,,1
Bieluch,,,,,,,,,1
Bieluta,,,,,,,,,1
Bieluń,,,,,,,,,1
Bienias,,,,,,,,,1
Bieniek,,,,,,,,,1
Bienkiewicz,,,,,,,,,1
Bieras,,,,,,,,,1
Bierkowski,,,,,,,,,1
Biernacki,,,,,,,,,1
Biernat,,,,,,,,,1
Biernot,,,,,,,,,1
Bierowiec,,,,,,,,,1
Bieroń,,,,,,,,,1
Bierut,,,,,,,,,1
Bierć,,,,,,,,,1
Bies,,,,,,,,,1
Biesaga,,,,,,,,,1
Bieć,,,,,,,,,1
Bieńkiewicz,,,,,,,,,1
Bieńkowski,,,,,,,,,1
Bieś,,,,,,,,,1
Bigaj,,,,,,,,,1
Bigajski,,,,,,,,,1
Bigas,,,,,,,,,1
Bigoraj,,,,,,,,,1
Bigoń,,,,,,,,,1
Bigus,,,,,,,,,1
Bijak,,,,,,,,,1
Bijas,,,,,,,,,1
Bijata,,,,,,,,,1
Bijoch,,,,,,,,,1
Bil,,,,,,,,,1
Bilas,,,,,,,,,1
Bilewicz,,,,,,,,,1
Bilich,,,,,,,,,1
Biliniewicz,,,,,,,,,1
Biliński,,,,,,,,,1
Bilkiewicz,,,,,,,,,1
Billert,,,,,,,,,1
Bilski,,,,,,,,,1
Binczyk,,,,,,,,,1
Biniaś,,,,,,,,,1
Binienda,,,,,,,,,1
Biniszkiewicz,,,,,,,,,1
Binięda,,,,,,,,,1
Binkiewicz,,,,,,,,,1
Binkowski,,,,,,,,,1
Biodrowicz,,,,,,,,,1
Birmańczyk,,,,,,,,,1
Bis,,,,,,,,,1
Bisior,,,,,,,,,1
Bistuła,,,,,,,,,1
Biszczak,,,,,,,,,1
Bitner,,,,,,,,,1
Bizior,,,,,,,,,1
Bizoń,,,,,,,,,1
Bizunowicz,,,,,,,,,1
Biłos,,,,,,,,,1
Biłous,,,,,,,,,1
Bińczyk,,,,,,,,,1
Bińkiewicz,,,,,,,,,1
Biś,,,,,,,,,1
Blachnicki,,,,,,,,,1
Blachowicz,,,,,,,,,1
Bladocha,,,,,,,,,1
Bladosz,,,,,,,,,1
Bladzich,,,,,,,,,1
Blajer,,,,,,,,,1
Blaszkiewicz,,,,,,,,,1
Blatkiewicz,,,,,,,,,1
Blech,,,,,,,,,1
Blinkiewicz,,,,,,,,,1
Bliszczyk,,,,,,,,,1
Bloch,,,,,,,,,1
Blumental,,,,,,,,,1
Blusiewicz,,,,,,,,,1
Bluszcz,,,,,,,,,1
Bobak,,,,,,,,,1
Bobek,,,,,,,,,1
Bober,,,,,,,,,1
Bobis,,,,,,,,,1
Bobkiewicz,,,,,,,,,1
Bobowicz,,,,,,,,,1
Bobowiec,,,,,,,,,1
Bobowski,,,,,,,,,1
Bobras,,,,,,,,,1
Bobrowicz,,,,,,,,,1
Bobrowski,,,,,,,,,1
Bobula,,,,,,,,,1
Boch,,,,,,,,,1
Bochat,,,,,,,,,1
Bochenek,,,,,,,,,1
Bochenkiewicz,,,,,,,,,1
Bocheński,,,,,,,,,1
Bochniewicz,,,,,,,,,1
Bochnik,,,,,,,,,1
Bochowicz,,,,,,,,,1
Bochoń,,,,,,,,,1
Bocian,,,,,,,,,1
Bociąg,,,,,,,,,1
Bociąga,,,,,,,,,1
Bocoń,,,,,,,,,1
Boczniewicz,,,,,,,,,1
Boczoń,,,,,,,,,1
Bodys,,,,,,,,,1
Bodzan,,,,,,,,,1
Bodzenta,,,,,,,,,1
Bodziach,,,,,,,,,1
Bodzioch,,,,,,,,,1
Bodziuch,,,,,,,,,1
Bodzoń,,,,,,,,,1
Bodzęta,,,,,,,,,1
Bogacki,,,,,,,,,1
Bogacz,,,,,,,,,1
Bogaczewicz,,,,,,,,,1
Bogaj,,,,,,,,,1
Bogajewicz,,,,,,,,,1
Bogdan,,,,,,,,,1
Bogdanowicz,,,,,,,,,1
Bogdał,,,,,,,,,1
Bogdała,,,,,,,,,1
Bogdański,,,,,,,,,1
Bogdoł,,,,,,,,,1
Bogdziewicz,,,,,,,,,1
Bogdziun,,,,,,,,,1
Bogocz,,,,,,,,,1
Bogoń,,,,,,,,,1
Boguchwał,,,,,,,,,1
Bogucki,,,,,,,,,1
Bogudał,,,,,,,,,1
Bogulak,,,,,,,,,1
Bogulas,,,,,,,,,1
Bogumił,,,,,,,,,1
Bogun,,,,,,,,,1
Boguniewicz,,,,,,,,,1
Bogurad,,,,,,,,,1
Bogus,,,,,,,,,1
Bogusiewicz,,,,,,,,,1
Bogusz,,,,,,,,,1
Boguszewicz,,,,,,,,,1
Boguszewski,,,,,,,,,1
Bogusław,,,,,,,,,1
Bogusławski,,,,,,,,,1
Bogusłowicz,,,,,,,,,1
Bogut,,,,,,,,,1
Boguta,,,,,,,,,1
Boguń,,,,,,,,,1
Boguś,,,,,,,,,1
Bohatkiewicz,,,,,,,,,1
Bohdan,,,,,,,,,1
Bohdanowicz,,,,,,,,,1
Bohdziewicz,,,,,,,,,1
Bohun,,,,,,,,,1
Bohuszewicz,,,,,,,,,1
Bojanowicz,,,,,,,,,1
Bojar,,,,,,,,,1
Bojarowicz,,,,,,,,,1
Bojarun,,,,,,,,,1
Bojaruniec,,,,,,,,,1
Bojaryn,,,,,,,,,1
Bojarzyn,,,,,,,,,1
Bojas,,,,,,,,,1
Bojańczyk,,,,,,,,,1
Bojaś,,,,,,,,,1
Bojdoł,,,,,,,,,1
Bokiniec,,,,,,,,,1
Bokun,,,,,,,,,1
Bokuniewicz,,,,,,,,,1
Bolech,,,,,,,,,1
Bolechowicz,,,,,,,,,1
Bolek,,,,,,,,,1
Bolenda,,,,,,,,,1
Bolesław,,,,,,,,,1
Bolesławski,,,,,,,,,1
Bolewicz,,,,,,,,,1
Bolibok,,,,,,,,,1
Bolibrzuch,,,,,,,,,1
Boligłowa,,,,,,,,,1
Bolisęga,,,,,,,,,1
Boliwijczyk,,,,,,,,,1
Bomba,,,,,,,,,1
Bombaj,,,,,,,,,1
Bombel,,,,,,,,,1
Bombol,,,,,,,,,1
Bombrych,,,,,,,,,1
Bonar,,,,,,,,,1
Bonawentura,,,,,,,,,1
Boncol,,,,,,,,,1
Bondzio,,,,,,,,,1
Bondziul,,,,,,,,,1
Bonecki,,,,,,,,,1
Boniec,,,,,,,,,1
Boniecki,,,,,,,,,1
Boniewicz,,,,,,,,,1
Bonifacy,,,,,,,,,1
Bonisławski,,,,,,,,,1
Bonk,,,,,,,,,1
Bonkiewicz,,,,,,,,,1
Bonkowski,,,,,,,,,1
Bor,,,,,,,,,1
Borajkiewicz,,,,,,,,,1
Boral,,,,,,,,,1
Boras,,,,,,,,,1
Borawski,,,,,,,,,1
Borciuch,,,,,,,,,1
Borcuch,,,,,,,,,1
Borczak,,,,,,,,,1
Borczuch,,,,,,,,,1
Bordewicz,,,,,,,,,1
Bordowicz,,,,,,,,,1
Borecki,,,,,,,,,1
Borej,,,,,,,,,1
Borek,,,,,,,,,1
Borgiel,,,,,,,,,1
Borgieł,,,,,,,,,1
Borkiewicz,,,,,,,,,1
Borkowicz,,,,,,,,,1
Borkowski,,,,,,,,,1
Borodziej,,,,,,,,,1
Boroniec,,,,,,,,,1
Borowczak,,,,,,,,,1
Borowczyk,,,,,,,,,1
Borowiak,,,,,,,,,1
Borowicz,,,,,,,,,1
Borowiec,,,,,,,,,1
Borowiecki,,,,,,,,,1
Borowski,,,,,,,,,1
Borowy,,,,,,,,,1
Boroń,,,,,,,,,1
Boroś,,,,,,,,,1
Borszcz,,,,,,,,,1
Bortkiewicz,,,,,,,,,1
Bortnik,,,,,,,,,1
Boruc,,,,,,,,,1
Boruch,,,,,,,,,1
Boruciński,,,,,,,,,1
Borucki,,,,,,,,,1
Borus,,,,,,,,,1
Borusiewicz,,,,,,,,,1
Boruta,,,,,,,,,1
Boruń,,,,,,,,,1
Boryczka,,,,,,,,,1
Boryga,,,,,,,,,1
Borys,,,,,,,,,1
Borysewicz,,,,,,,,,1
Borysiewicz,,,,,,,,,1
Borysowicz,,,,,,,,,1
Borysławski,,,,,,,,,1
Boryś,,,,,,,,,1
Borzuta,,,,,,,,,1
Borzych,,,,,,,,,1
Borzym,,,,,,,,,1
Borzęcki,,,,,,,,,1
Borzęda,,,,,,,,,1
Bosak,,,,,,,,,1
Bosiek,,,,,,,,,1
Bosy,,,,,,,,,1
Boszczoń,,,,,,,,,1
Boszczyk,,,,,,,,,1
Boszkiewicz,,,,,,,,,1
Botkiewicz,,,,,,,,,1
Botor,,,,,,,,,1
Botswańczyk,,,,,,,,,1
Boufał,,,,,,,,,1
Boznański,,,,,,,,,1
Boć,,,,,,,,,1
Bołtowicz,,,,,,,,,1
Bołtuć,,,,,,,,,1
Bołądź,,,,,,,,,1
Boś,,,,,,,,,1
Bożejewicz,,,,,,,,,1
Bożek,,,,,,,,,1
Bożewicz,,,,,,,,,1
Bożkiewicz,,,,,,,,,1
Bożuta,,,,,,,,,1
Bożyk,,,,,,,,,1
Bożym,,,,,,,,,1
Bożys,,,,,,,,,1
Brach,,,,,,,,,1
Bracha,,,,,,,,,1
Brachaniec,,,,,,,,,1
Brachowicz,,,,,,,,,1
Bracichowicz,,,,,,,,,1
Bracisiewicz,,,,,,,,,1
Braciszewicz,,,,,,,,,1
Brak,,,,,,,,,1
Brandstaetter,,,,,,,,,1
Branicki,,,,,,,,,1
Braniewicz,,,,,,,,,1
Braszkiewicz,,,,,,,,,1
Brasławski,,,,,,,,,1
Brataniec,,,,,,,,,1
Bratkowski,,,,,,,,,1
Bratus,,,,,,,,,1
Bratuń,,,,,,,,,1
Bratuś,,,,,,,,,1
Braun,,,,,,,,,1
Braunek,,,,,,,,,1
Brazylijczyk,,,,,,,,,1
Braś,,,,,,,,,1
Brdak,,,,,,,,,1
Brdej,,,,,,,,,1
Brdoń,,,,,,,,,1
Brdys,,,,,,,,,1
Brdęk,,,,,,,,,1
Breguła,,,,,,,,,1
Breś,,,,,,,,,1
Breżniew,,,,,,,,,1
Brochocki,,,,,,,,,1
Brocławik,,,,,,,,,1
Broda,,,,,,,,,1
Brodala,,,,,,,,,1
Brodniewicz,,,,,,,,,1
Brodowicz,,,,,,,,,1
Brodowy,,,,,,,,,1
Brodzki,,,,,,,,,1
Broll,,,,,,,,,1
Bronakowski,,,,,,,,,1
Bronek,,,,,,,,,1
Brongiel,,,,,,,,,1
Broniec,,,,,,,,,1
Broniewicz,,,,,,,,,1
Broniewski,,,,,,,,,1
Bronisław,,,,,,,,,1
Bronisławski,,,,,,,,,1
Broniś,,,,,,,,,1
Bronkiewicz,,,,,,,,,1
Bronowicz,,,,,,,,,1
Broszkiewicz,,,,,,,,,1
Browarczyk,,,,,,,,,1
Browarnik,,,,,,,,,1
Broś,,,,,,,,,1
Broź,,,,,,,,,1
Brożek,,,,,,,,,1
Brud,,,,,,,,,1
Brudel,,,,,,,,,1
Brudkiewicz,,,,,,,,,1
Brudnicki,,,,,,,,,1
Brudniok,,,,,,,,,1
Brudz,,,,,,,,,1
Brudzisz,,,,,,,,,1
Brudziński,,,,,,,,,1
Brukiewicz,,,,,,,,,1
Brunejczyk,,,,,,,,,1
Brus,,,,,,,,,1
Bruszkiewicz,,,,,,,,,1
Bruzdewicz,,,,,,,,,1
Bruzi,,,,,,,,,1
Bruś,,,,,,,,,1
Bruź,,,,,,,,,1
Brych,,,,,,,,,1
Brychcy,,,,,,,,,1
Brychczy,,,,,,,,,1
Brygoła,,,,,,,,,1
Bryguła,,,,,,,,,1
Bryja,,,,,,,,,1
Bryl,,,,,,,,,1
Brylewicz,,,,,,,,,1
Brysiewicz,,,,,,,,,1
Brytol,,,,,,,,,1
Brytyjczyk,,,,,,,,,1
Bryła,,,,,,,,,1
