"2276","δέλτος",δέλτ,Feminine,2,デルタ,delta,0,0,0
"2277","δίφθογγος",δίφθογγ,Feminine,2,二重母音,diphthong,0,0,0
"2278","διάκονος",διάκον,Feminine,2,助祭,deacon,0,0,0
"2279","διάλεκτος",διάλεκτ,Feminine,2,方言,dialect,0,0,0
"2280","διάμετρος",διάμετρ,Feminine,2,直径,diameter,0,0,0
"2281","διδάσκαλος",διδάσκαλ,Feminine,2,教師,teacher,0,0,0
"2282","δοκός",δοκ,Feminine,2,ビーム,beam,0,0,0
"2283","δρόσος",δρόσ,Feminine,2,露,dew,0,0,0
"2284","εἴσοδος",εἴσοδ,Feminine,2,入口,entrance,0,0,0
"2285","εὐρόνοτος",εὐρόνοτ,Feminine,2,天,heavenly,0,0,0
"2286","εὐώνυμος",εὐώνυμ,Feminine,2,自称,self-named,0,0,0
"2287","ζάκορος",ζάκορ,Feminine,2,ロバ,donkey,0,0,0
"2288","θάμνος",θάμν,Feminine,2,ブッシュ,bush,0,0,0
"2289","θάψος",θάψ,Feminine,2,タプソ,thapso,0,0,0
"2290","θεός",θε,Feminine,2,神様,god,0,0,0
"2291","θηλύπρινος",θηλύπριν,Feminine,2,女々しい,effeminate,0,0,0
"2292","θυρωρός",θυρωρ,Feminine,2,コンシェルジュ,concierge,0,0,0
"2293","θόλος",θόλ,Feminine,2,ぼやけた,blurred,0,0,0
"2294","κάθοδος",κάθοδ,Feminine,2,陰極,cathode,0,0,0
"2295","κάκτος",κάκτ,Feminine,2,カクタス,cactus,0,0,0
"2296","κάμηλος",κάμηλ,Feminine,2,キャメル,camel,0,0,0
"2297","κάμινος",κάμιν,Feminine,2,炉,furnace,0,0,0
"2298","κάπετος",κάπετ,Feminine,2,キャプテン,captain,0,0,0
"2299","κάπηλος",κάπηλ,Feminine,2,物売り,monger,0,0,0
"2300","κάρδοπος",κάρδοπ,Feminine,2,カルダモン,cardamom,0,0,0
"2301","κάρη",κάρ,Feminine,1e,かり,kari,0,0,0
"2302","κέδρος",κέδρ,Feminine,2,杉,cedar,0,0,0
"2303","κέρκος",κέρκ,Feminine,2,ケルコス,kerkos,0,0,0
"2304","κήλαστρος",κήλαστρ,Feminine,2,尖塔,spire,0,0,0
"2305","κασίγνητος",κασίγνητ,Feminine,2,咳,cough,0,0,0
"2306","κιβωτός",κιβωτ,Feminine,2,箱舟,ark,0,0,0
"2307","κνῆκος",κνῆκ,Feminine,2,犬,dog,0,0,0
"2308","κριμνός",κριμν,Feminine,2,クリムノス,krimnos,0,0,0
"2309","κρόσσαι",κρόσσαι,Feminine,2,フリンジ,fringe,0,0,0
"2310","κυκλάμινος",κυκλάμιν,Feminine,2,シクラメン,cyclamen,0,0,0
"2311","κυνόσβατος",κυνόσβατ,Feminine,2,猟犬,hound dog,0,0,0
"2312","κυπάρισσος",κυπάρισσ,Feminine,2,ヒノキ,cypress,0,0,0
"2313","κόπρος",κόπρ,Feminine,2,肥料,manure,0,0,0
"2314","κύπρος",κύπρ,Feminine,2,キプロス,Cyprus,0,0,0
"2315","κύτισος",κύτισ,Feminine,2,船体,hull,0,0,0
"2316","κῶνος",κῶν,Feminine,2,円錐,cone,0,0,0
"2317","λάγηνος",λάγην,Feminine,2,フラゴン,flagon,0,0,0
"2318","λάγυνος",λάγυν,Feminine,2,トカゲ,lizard,0,0,0
"2319","λέκιθος",λέκιθ,Feminine,2,言って,saying,0,0,0
"2320","λέμβος",λέμβ,Feminine,2,ボート,boat,0,0,0
"2321","λήθαργος",λήθαργ,Feminine,2,無気力,lethargy,0,0,0
"2322","λήκυθος",λήκυθ,Feminine,2,レキトス,lekythos,0,0,0
"2323","λίβανος",λίβαν,Feminine,2,レバノン,Lebanon,0,0,0
"2324","λευκόφθαλμος",λευκόφθαλμ,Feminine,2,むかつく,walleyed,0,0,0
"2325","λευκόχρυσος",λευκόχρυσ,Feminine,2,白金,platinum,0,0,0
"2326","ληνός",λην,Feminine,2,亜麻,flax,0,0,0
"2327","λιθάργυρος",λιθάργυρ,Feminine,2,リサージ,litharge,0,0,0
"2328","λιμός",λιμ,Feminine,2,飢饉,famine,0,0,0
"2329","λυκάνθρωπος",λυκάνθρωπ,Feminine,2,人狼,werewolf,0,0,0
"2330","λύγδος",λύγδ,Feminine,2,むくみ,lygdo,0,0,0
"2331","λύγος",λύγ,Feminine,2,くま,bear,0,0,0
"2332","μάραγδος",μάραγδ,Feminine,2,エメラルド,emerald,0,0,0
"2333","μέθοδος",μέθοδ,Feminine,2,方法,method,0,0,0
"2334","μέτοικος",μέτοικ,Feminine,2,ルームメイト,roommate,0,0,0
"2335","μήρινθος",μήρινθ,Feminine,2,マージョラム,marjoram,0,0,0
"2336","μίλτος",μίλτ,Feminine,2,ミニウム,minium,0,0,0
"2337","μαστροπός",μαστροπ,Feminine,2,ヒモ,pimp,0,0,0
"2338","μονόφθογγος",μονόφθογγ,Feminine,2,モノトーン,monophthong,0,0,0
"2339","μυροβάλανος",μυροβάλαν,Feminine,2,ミロバラン,myrobalan,0,0,0
"2340","μύρτος",μύρτ,Feminine,2,ギンバイカ,myrtle,0,0,0
"2341","μώριος",μώρι,Feminine,2,赤ちゃん,baby,0,0,0
"2342","νάρδος",νάρδ,Feminine,2,スパイクナード,spikenard,0,0,0
"2343","νάρκισσος",νάρκισσ,Feminine,2,水仙,Narcissus,0,0,0
"2344","νειός",νει,Feminine,2,若者,young man,0,0,0
"2345","νοῦσος",νοῦσ,Feminine,2,鼻,nose,0,0,0
"2346","νυός",νυ,Feminine,2,神経,nerve,0,0,0
"2347","νόσος",νόσ,Feminine,2,疾患,disease,0,0,0
"2348","νῆσος",νῆσ,Feminine,2,小島,island,0,0,0
"2349","πάδος",πάδ,Feminine,2,足,foot,0,0,0
"2350","πάπυρος",πάπυρ,Feminine,2,パピルス,papyrus,0,0,0
"2351","πέτασος",πέτασ,Feminine,2,鳥,bird,0,0,0
"2352","πέτρος",πέτρ,Feminine,2,ピーター,Peter,0,0,0
"2353","παλίουρος",παλίουρ,Feminine,2,老人,old man,0,0,0
"2354","παράγραφος",παράγραφ,Feminine,2,段落,paragraph,0,0,0
"2355","παράνυμφος",παράνυμφ,Feminine,2,花嫁介添人,bridesmaid,0,0,0
"2356","παρθένος",παρθέν,Feminine,2,処女,Virgin,0,0,0
"2357","πεντάφυλλος",πεντάφυλλ,Feminine,2,ペンタフォリオ,pentafolio,0,0,0
"2358","πεντηκόντορος",πεντηκόντορ,Feminine,2,ペンタメーター,pentameter,0,0,0
"2359","περίοδος",περίοδ,Feminine,2,限目,period,0,0,0
"2360","πευκέδανος",πευκέδαν,Feminine,2,松の木,pine tree,0,0,0
"2361","πηλός",πηλ,Feminine,2,粘土,clay,0,0,0
"2362","πλάτανος",πλάταν,Feminine,2,プラタナス,plane tree,0,0,0
"2363","πλίνθος",πλίνθ,Feminine,2,れんが,brick,0,0,0
"2364","πρόξενος",πρόξεν,Feminine,2,領事,consul,0,0,0
"2365","πρόοδος",πρόοδ,Feminine,2,進捗,progress,0,0,0
"2366","πρόσοδος",πρόσοδ,Feminine,2,年金,annuity,0,0,0
"2367","πρῖνος",πρῖν,Feminine,2,ヒイラギ,holly,0,0,0
"2368","πύελος",πύελ,Feminine,2,骨盤,pelvis,0,0,0
"2369","πύξος",πύξ,Feminine,2,ツゲの木,boxwood,0,0,0
"2370","πῶλος",πῶλ,Feminine,2,仔馬,foal,0,0,0
"2371","σάπφειρος",σάπφειρ,Feminine,2,サファイア,sapphire,0,0,0
"2372","σίπυδνος",σίπυδν,Feminine,2,シピドノス,sipydnos,0,0,0
"2373","σηκός",σηκ,Feminine,2,身廊,nave,0,0,0
"2374","σκόλυμος",σκόλυμ,Feminine,2,スタウト,stout,0,0,0
"2375","σκύμνος",σκύμν,Feminine,2,カブ,cub,0,0,0
"2376","σμάραγδος",σμάραγδ,Feminine,2,エメラルド,emerald,0,0,0
"2377","σορός",σορ,Feminine,2,体,body,0,0,0
"2378","σπίλος",σπίλ,Feminine,2,モル,mole,0,0,0
"2379","σποδός",σποδ,Feminine,2,スペース,space,0,0,0
"2380","σπύραθος",σπύραθ,Feminine,2,スピラトス,spirathos,0,0,0
"2381","στρουθοκάμηλος",στρουθοκάμηλ,Feminine,2,ダチョウ,ostrich,0,0,0
"2382","στρουθός",στρουθ,Feminine,2,ダチョウ,ostrich,0,0,0
"2383","συκάμινος",συκάμιν,Feminine,2,シカモア,sycamore,0,0,0
"2384","συκόμορος",συκόμορ,Feminine,2,シカモア,sycamore,0,0,0
"2385","σφένδαμνος",σφένδαμν,Feminine,2,カエデ,maple,0,0,0
"2386","σχεδίη",σχεδί,Feminine,1e,予定,plan,0,0,0
"2387","σχῖνος",σχῖν,Feminine,2,ロープ,rope,0,0,0
"2388","σύγκλητος",σύγκλητ,Feminine,2,上院,senate,0,0,0
"2389","σύμβιος",σύμβι,Feminine,2,共生生物,symbiote,0,0,0
"2390","σύνεδρος",σύνεδρ,Feminine,2,議員,congressman,0,0,0
"2391","σύνοδος",σύνοδ,Feminine,2,セッション,session,0,0,0
"2392","τάμισος",τάμισ,Feminine,2,ふるい,sieve,0,0,0
"2393","τάφρος",τάφρ,Feminine,2,堀,moat,0,0,0
"2394","τέρμινθος",τέρμινθ,Feminine,2,ターミナル,terminthos,0,0,0
"2395","τίτανος",τίταν,Feminine,2,巨人,titan,0,0,0
"2396","τρίβος",τρίβ,Feminine,2,こする,rub,0,0,0
"2397","τρίγλυφος",τρίγλυφ,Feminine,2,トリグリフ,triglyph,0,0,0
"2398","τρίφθογγος",τρίφθογγ,Feminine,2,トライグラフ,trigraph,0,0,0
"2399","τροφός",τροφ,Feminine,2,看護婦,nurse,0,0,0
"2400","τύραννος",τύρανν,Feminine,2,暴君,tyrant,0,0,0
"2401","φηγός",φηγ,Feminine,2,ブナ,beech,0,0,0
"2402","φρίκη",φρίκ,Feminine,1e,ホラー,horror,0,0,0
"2403","χέρσος",χέρσ,Feminine,2,休閑,fallow,0,0,0
"2404","χαλκόφωνος",χαλκόφων,Feminine,2,ブラスプレーヤー,brass player,0,0,0
"2405","χαμαιβάλανος",χαμαιβάλαν,Feminine,2,不運な,hapless,0,0,0
"2406","χαμαικυπάρισσος",χαμαικυπάρισσ,Feminine,2,ハマイキパリソス,Hamaikiparissos,0,0,0
"2407","χερσαῖος",χερσαῖ,Feminine,2,土地,land,0,0,0
"2408","χερσόνησος",χερσόνησ,Feminine,2,半島,peninsula,0,0,0
"2409","χηλός",χηλ,Feminine,2,キール,keel,0,0,0
"2410","χηραμός",χηραμ,Feminine,2,男やもめ,widower,0,0,0
"2411","ψάμαθος",ψάμαθ,Feminine,2,だまされた,fooled,0,0,0
"2412","ψάμμος",ψάμμ,Feminine,2,砂,sand,0,0,0
"2413","ψίαθος",ψίαθ,Feminine,2,サイアス,psyathus,0,0,0
"2414","ψευδοπάρθενος",ψευδοπάρθεν,Feminine,2,疑似処女,pseudo-virgin,0,0,0
"2415","ψῆφος",ψῆφ,Feminine,2,投票,vote,0,0,0
"2416","ἀγριοβάλανος",ἀγριοβάλαν,Feminine,2,イノシシ,wild boar,0,0,0
"2417","ἀμέθυστος",ἀμέθυστ,Feminine,2,アメジスト,amethyst,0,0,0
"2418","ἀρηβώς",ἀρηβ,Feminine,2a,上向きに,upwards,0,0,0
"2419","ἀσάμινθος",ἀσάμινθ,Feminine,2,アサミン,asaminth,0,0,0
"2420","ἀσπάλαθος",ἀσπάλαθ,Feminine,2,アスファルト,asphalt,0,0,0
"2421","ἄβροτος",ἄβροτ,Feminine,2,ゆでていない,unboiled,0,0,0
"2422","ἄβυσσος",ἄβυσσ,Feminine,2,深淵,abyss,0,0,0
"2423","ἄγνος",ἄγν,Feminine,2,ピュア,pure,0,0,0
"2424","ἄκανθος",ἄκανθ,Feminine,2,アカンサス,acanthus,0,0,0
"2425","ἄκατος",ἄκατ,Feminine,2,無責任,blameless,0,0,0
"2426","ἄκορος",ἄκορ,Feminine,2,虚弱,infirm,0,0,0
"2427","ἄλοχος",ἄλοχ,Feminine,2,馬に乗っていない,unhorsed,0,0,0
"2428","ἄμμος",ἄμμ,Feminine,2,砂,sand,0,0,0
"2429","ἄμπελος",ἄμπελ,Feminine,2,ぶどうの木,vine,0,0,0
"2430","ἄνθρωπος",ἄνθρωπ,Feminine,2,人,person,0,0,0
"2431","ἄνοδος",ἄνοδ,Feminine,2,アノード,anode,0,0,0
"2432","ἄργιλλος",ἄργιλλ,Feminine,2,粘土,clay,0,0,0
"2433","ἄρκευθος",ἄρκευθ,Feminine,2,ジュニパー,juniper,0,0,0
"2434","ἄρκτος",ἄρκτ,Feminine,2,くま,bear,0,0,0
"2435","ἄσβεστος",ἄσβεστ,Feminine,2,ライム,lime,0,0,0
"2436","ἄσβολος",ἄσβολ,Feminine,2,不便,inconvenient,0,0,0
"2437","ἄσφαλτος",ἄσφαλτ,Feminine,2,アスファルト,asphalt,0,0,0
"2438","ἄτρακτος",ἄτρακτ,Feminine,2,スピンドル,spindle,0,0,0
"2439","ἄχερδος",ἄχερδ,Feminine,2,非武装,unarmed,0,0,0
"2440","ἅλως",ἅλ,Feminine,2a,ハロー,halos,0,0,0
"2441","Ἀβυδηνός",Ἀβυδην,Feminine,2,アビディノス,Abydinos,0,0,0
"2442","ἐμπειρική",ἐμπειρικ,Feminine,1e,経験的な,empirical,0,0,0
"2443","ἐπίγονος",ἐπίγον,Feminine,2,囚人,prisoner,0,0,0
"2444","ἐπαρχία",ἐπαρχί,Feminine,2,州,province,1,0,0
"2445","ἔβενος",ἔβεν,Feminine,2,黒檀,ebony,0,0,0
"2446","ἔλαφος",ἔλαφ,Feminine,2,鹿,deer,0,0,0
"2447","ἔξοδος",ἔξοδ,Feminine,2,出口,exit,0,0,0
"2448","ἔριθος",ἔριθ,Feminine,2,習慣,custom,0,0,0
"2449","ἔριφος",ἔριφ,Feminine,2,機知に富んだ,witty,0,0,0
"2450","ἕως",ἕ,Feminine,2a,まで,up to,0,0,0
"2451","ἡμίονος",ἡμίον,Feminine,2,半月,half moon,0,0,0
"2452","ἤπειρος",ἤπειρ,Feminine,2,大陸,continent,0,0,0
"2453","ἤρυγγος",ἤρυγγ,Feminine,2,喉頭,laryngos,0,0,0
"2454","ἰχθυοκένταυρος",ἰχθυοκένταυρ,Feminine,2,魚竜,ichthyocentaur,0,0,0
"2455","ἱερόδουλος",ἱερόδουλ,Feminine,2,巡礼者,pilgrim,0,0,0
"2456","ἱερόμυρτος",ἱερόμυρτ,Feminine,2,ギンバイカ,myrtle,0,0,0
"2457","ἵππος",ἵππ,Feminine,2,うま,horse,0,0,0
"2458","ἶπος",ἶπ,Feminine,2,神話,myth,0,0,0
"2459","ὀνόχειλος",ὀνόχειλ,Feminine,2,口唇裂,cleft lip,0,0,0
"2460","ὀξύκεδρος",ὀξύκεδρ,Feminine,2,三面体,Oxyhedron,0,0,0
"2461","ὁδός",ὁδ,Feminine,2,街,street,0,0,0
"2462","ὄνθος",ὄνθ,Feminine,2,花,flower,0,0,0
"2463","ὄνος",ὄν,Feminine,2,月,moon,0,0,0
"2464","ὑδράργυρος",ὑδράργυρ,Feminine,2,水星,mercury,0,0,0
"2465","ὑπέρεικος",ὑπέρεικ,Feminine,2,最上級,superlative,0,0,0
"2466","ὕαλος",ὕαλ,Feminine,2,ガラス,glass,0,0,0
"2467","ὕσσωπος",ὕσσωπ,Feminine,2,ヒソップ,hyssop,0,0,0
"2468","ῥάβδος",ῥάβδ,Feminine,2,ロッド,rod,0,0,0
"2469","ῥάμνος",ῥάμν,Feminine,2,アムノス,ῥamnos,0,0,0
"2470","ῥάφανος",ῥάφαν,Feminine,2,キャベツ,cabbage,0,0,0
"2471","ῥαχός",ῥαχός,Feminine,2,いばらの茂み、ブライアー、ブラシウッド、いばらの生け垣、編み枝細工のフェンス、柵、小枝、つるの枝、野生のオリーブの木,"thorny bush, briar, brushwood, thorn-hedge, wattled fence, palisade, twig, branch of vine, wild olive tree",0,0,0
"2472","ῥινός",ῥιν,Feminine,2,皮膚、皮、革、盾,"skin, hide, shield",0,0,0
