"42","frendo",frend,frendere,frendu,frendtus,彼の歯,his teeth,3,0,0,0,0,0
"43","furo",fur,furere,furu,furtus,レイブ,rave,3,0,0,0,0,0
"44","gemo",gem,gemere,gemu,gemtus,うめき声,moan,3,0,0,0,0,0
"45","geno",gen,genere,genu,gentus,属,genus,3,0,0,0,0,0
"46","incino",incin,incinere,incinu,incintus,灰,ashes,3,0,0,0,0,0
"47","incolo",incol,incolere,incolu,incoltus,住む,inhabit,3,0,0,0,0,0
"48","incumbo",incumb,incumbere,incumbu,incumbtus,を押す,press on,3,0,0,0,0,0
"49","infremo",infrem,infremere,infremu,infremtus,不平を言う,grumble,3,0,0,0,0,0
"50","ingemo",ingem,ingemere,ingemu,ingemtus,うめき声を上げる,to groan,3,0,0,0,0,0
"51","insero",inser,inserere,inseru,insertus,入れる,insert,3,0,0,0,0,0
"52","instrepo",instrep,instrepere,instrepu,instreptus,大きな音,loud noise,3,0,0,0,0,0
"53","interseco",intersec,intersecere,intersecu,intersectus,交差する,intersect,3,0,0,0,0,0
"54","intertexo",intertex,intertexere,intertexu,intertextus,織り交ぜる,interweave,3,0,0,0,0,0
"55","intexo",intex,intexere,intexu,intextus,絡み合う,intertwine,3,0,0,0,0,0
"56","intremo",intrem,intremere,intremu,intremtus,震える,tremble,3,0,0,0,0,0
"57","molo",mol,molere,molu,moltus,挽く,grind,3,0,0,0,0,0
"58","obstrepo",obstrep,obstrepere,obstrepu,obstreptus,騒ぐ,make noise,3,0,0,0,0,0
"59","occulo",occul,occulere,occulu,occultus,隠れる,hide,3,0,0,0,0,0
"60","parco",parc,parcere,parcu,parctus,予備の,spare,3,0,0,0,0,0
"61","perdepso",perdeps,perdepsere,perdepsu,perdepstus,捏ねる,to knead,3,0,0,0,0,0
"62","perstrepo",perstrep,perstrepere,perstrepu,perstreptus,騒ぐ,make noise,3,0,0,0,0,0
"63","pinso",pins,pinsere,pinsu,pinstus,殴る、殴る、まつ毛をする、惨めにする,"to beat, to pound, to lash, to scourge ",3,0,0,0,0,0
"64","praecino",praecin,praecinere,praecinu,praecintus,音楽を作る,make music,3,0,0,0,0,0
"65","praeripio",praeripi,praeripere,praeripu,praeriptus,つかむ,to seize on,3,0,0,0,0,0
"66","praetexo",praetex,praetexere,praetexu,praetextus,マント,cloak,3,0,0,0,0,0
"67","proripio",proripi,proripere,proripu,proriptus,急ぐ,hastily,3,0,0,0,0,0
"68","rapio",rapi,rapiere,rapiu,rapitus,誘拐する,to kidnap,3,0,0,0,0,0
"69","recolo",recol,recolere,recolu,recoltus,覚る,remember,3,0,0,0,0,0
"70","retexo",retex,retexere,retexu,retextus,解く,unravel,3,0,0,0,0,0
"71","sapio",sapi,sapiere,sapiu,sapitus,賢くなれ,be wise,3,0,0,0,0,0
"72","scato",scat,scatere,scatu,scattus,注ぎ口,spout,3,0,0,0,0,0
"73","sero",ser,serere,seru,sertus,種をまく,sow,3,0,0,0,0,0
"74","sterto",stert,stertere,stertu,sterttus,いびき,snore,3,0,0,0,0,0
"75","strepo",strep,strepere,strepu,streptus,叫び,clamor,3,0,0,0,0,0
"76","subripio",subripi,subripere,subripu,subriptus,盗む,to steal,3,0,0,0,0,0
"77","subtexo",subtex,subtexere,subtexu,subtextus,織り,weave,3,0,0,0,0,0
"78","surripio",surripi,surripere,surripu,surriptus,盗む,to steal away,3,0,0,0,0,0
"79","texo",tex,texere,texu,textus,織り,weave,3,0,0,0,0,0
"80","tremo",trem,tremere,tremu,tremtus,震える,tremble,3,0,0,0,0,0
"81","vomo",vom,vomere,vomu,vomtus,吐瀉物,vomit,3,0,0,0,0,0
