40592,akuszer,akuszer,akuszer-,産科医,obstetrician,Masculine-Animate,2,0,0,0
40593,akwaforcista,akwaforcista,akwaforcist-,エッチャー,etcher,Masculine-Animate,1,0,0,0
40594,akwanauta,akwanauta,akwanaut-,アクアノート,aquanaut,Masculine-Animate,1,0,0,0
40595,akwarelista,akwarelista,akwarelist-,水彩画家,watercolorist,Masculine-Animate,1,0,0,0
40596,akwariarz,akwariarz,akwariarz-,水族館愛好家,aquarium hobbyist,Masculine-Animate,2,0,0,0
40597,akwarysta,akwarysta,akwaryst-,アクアリスト,aquarist,Masculine-Animate,1,0,0,0
40598,akwizytor,akwizytor,akwizytor-,勧誘者,canvasser,Masculine-Animate,2,0,0,0
40599,alarmista,alarmista,alarmist-,騒ぎ立て,alarmist,Masculine-Animate,1,0,0,0
40600,albedometr,albedometr,albedometr-,アルベドメーター,albedometer,Masculine-Animate,2,0,0,0
40601,alchemik,alchemik,alchemik-,錬金術師,alchemist,Masculine-Animate,2k,0,0,0
40602,alchemista,alchemista,alchemist-,錬金術師,alchemist,Masculine-Animate,1,0,0,0
40603,alchimista,alchimista,alchimist-,アルキミスト,alchimist,Masculine-Animate,1,0,0,0
40604,alchymik,alchymik,alchymik-,アルキミック,alchymic,Masculine-Inanimate,2k,0,0,0
40605,alcista,alcista,alcist-,アルト奏者,alto player,Masculine-Animate,1,0,0,0
40606,aleatorysta,aleatorysta,aleatoryst-,偶然,aleatorist,Masculine-Animate,1,0,0,0
40607,alergik,alergik,alergik-,アレルギー患者,allergy sufferer,Masculine-Animate,2k,0,0,0
40608,alergolog,alergolog,alergolog-,アレルギー専門医,allergist,Masculine-Animate,2k,0,0,0
40609,alfabeta,alfabeta,alfabet-,アルファベット,alphabet,Masculine-Animate,1,0,0,0
40610,alfonsiak,alfonsiak,alfonsiak-,ヒモ,pimp,Masculine-Animate,2k,0,0,0
40611,alfonł,alfonł,alfonł-,アルファ,alpha,Masculine-Inanimate,2,0,0,0
40612,algebraik,algebraik,algebraik-,代数学者,algebraist,Masculine-Animate,2k,0,0,0
40613,algierczyk,algierczyk,algierczyk-,アルジェリア語,Algerian,Masculine-Inanimate,2k,0,0,0
40614,algolog,algolog,algolog-,アルゴリズム学者,algologist,Masculine-Animate,2k,0,0,0
40615,aliant,aliant,aliant-,味方,ally,Masculine-Animate,2,0,0,0
40616,alibista,alibista,alibist-,アリビスト,alibist,Masculine-Animate,1,0,0,0
40617,alimenciarz,alimenciarz,alimenciarz-,アリマンテス,alimantes,Masculine-Animate,2,0,0,0
40618,alimentator,alimentator,alimentator-,慰謝料,alimony,Masculine-Animate,2,0,0,0
40619,alkalifil,alkalifil,alkalifil-,好アルカリ性,alkaliphil,Masculine-Inanimate,2p,0,0,0
40620,alkoholik,alkoholik,alkoholik-,アルコール依存症,alcoholic,Masculine-Animate,2k,0,0,0
40621,alkoholista,alkoholista,alkoholist-,アルコール中毒者,alcoholist,Masculine-Animate,1,0,0,0
40622,alkoholog,alkoholog,alkoholog-,アルコール学者,alcoholologist,Masculine-Animate,2k,0,0,0
40623,alkuł,alkuł,alkuł-,アルコーブ,alcove,Masculine-Inanimate,2,0,0,0
40624,alopata,alopata,alopat-,アロパス,allopath,Masculine-Animate,1,0,0,0
40625,alpinista,alpinista,alpinist-,アルピニスト,alpinist,Masculine-Animate,1,0,0,0
40626,alterglobalista,alterglobalista,alterglobalist-,オルターグローバリスト,alterglobalist,Masculine-Animate,1,0,0,0
40627,altowiolinista,altowiolinista,altowiolinist-,ヴァイオリニスト,violist,Masculine-Animate,1,0,0,0
40628,altowiolista,altowiolista,altowiolist-,ヴァイオリニスト,violist,Masculine-Animate,1,0,0,0
40629,altruista,altruista,altruist-,利他主義者,altruist,Masculine-Animate,1,0,0,0
40630,altysta,altysta,altyst-,ヴィオラ奏者,viola player,Masculine-Animate,1,0,0,0
40631,alumi,alumi,alum-,アルミ,alumi,Masculine-Inanimate,2,0,0,0
40632,amancik,amancik,amancik-,アマンス,amance,Masculine-Inanimate,2k,0,0,0
40633,amant,amant,amant-,愛人,lover,Masculine-Animate,2,0,0,0
40634,amator,amator,amator-,アマチュア,amateur,Masculine-Animate,2,0,0,0
40635,amerykaniec,amerykaniec,amerykanc-,アメリカ人,American,Masculine-Animate,2p1,0,0,0
40636,Amerykanin,Amerykanin,Amerykanin-,,,Masculine-Animate,2,0,0,1
40637,amfetaminista,amfetaminista,amfetaminist-,アンフェタミン,amphetamines,Masculine-Animate,1,0,0,0
40638,amfitrioi,amfitrioi,amfitrio-,アンフィトリヤ,amphitriya,Masculine-Inanimate,2,0,0,0
40639,amisz,amisz,amisz-,アーミッシュ,amish,Masculine-Animate,2p,0,0,0
40640,amnestionowany,amnestionowany,amnestionowan-,恩赦,amnestion,Masculine-Inanimate,2adj1,0,0,0
40641,amoralista,amoralista,amoralist-,アモラリスト,amoralist,Masculine-Animate,1,0,0,0
40642,anabaptysta,anabaptysta,anabaptyst-,再洗礼者,Anabaptist,Masculine-Animate,1,0,0,0
40643,anachoreta,anachoreta,anachoret-,アンカライト,anchorite,Masculine-Animate,1,0,0,0
40644,analfabeta,analfabeta,analfabet-,文盲,illiterate,Masculine-Animate,1,0,0,0
40645,analityk,analityk,analityk-,アナリスト,analyst,Masculine-Animate,2k,0,0,0
40646,anarch,anarch,anarch-,アナーク,anarch,Masculine-Inanimate,2k,0,0,0
40647,anarchista,anarchista,anarchist-,アナキスト,anarchist,Masculine-Animate,1,0,0,0
40648,anarchosyndykalista,anarchosyndykalista,anarchosyndykalist-,アナルコサンジカリスト,an anarcho-syndicalist,Masculine-Animate,1,0,0,0
40649,anatomopatolog,anatomopatolog,anatomopatolog-,解剖病理学者,anatomicopathologist,Masculine-Animate,2k,0,0,0
40650,ancymoi,ancymoi,ancymo-,アンシーモイ,ancymoi,Masculine-Inanimate,2,0,0,0
40651,ancymonek,ancymonek,ancymonk-,チャップ,chap,Masculine-Inanimate,2k,0,0,0
40652,andorczyk,andorczyk,andorczyk-,アンドーラン,Andoran,Masculine-Inanimate,2k,0,0,0
40653,andragog,andragog,andragog-,アンドラゴグ,andragog,Masculine-Inanimate,2k,0,0,0
40654,androlog,androlog,androlog-,アンドロロジスト,andrologist,Masculine-Animate,2k,0,0,0
40655,andrusiak,andrusiak,andrusiak-,アンドルシアク,andrusiak,Masculine-Inanimate,2k,0,0,0
40656,andruł,andruł,andruł-,アンドルウ,andruł,Masculine-Inanimate,2,0,0,0
40657,anegdociarz,anegdociarz,anegdociarz-,語り部,storyteller,Masculine-Animate,2,0,0,0
40658,aneksjonista,aneksjonista,aneksjonist-,併合主義者,annexationist,Masculine-Animate,1,0,0,0
40659,anemik,anemik,anemik-,貧血,anemic,Masculine-Inanimate,2k,0,0,0
40660,anestetysta,anestetysta,anestetyst-,麻酔科医,anesthetist,Masculine-Animate,1,0,0,0
40661,anglikanin,anglikanin,anglikanin-,聖公会,Anglican,Masculine-Animate,2,0,0,0
40662,anglista,anglista,anglist-,英語教師,English teacher,Masculine-Animate,1,0,0,0
40663,anglofil,anglofil,anglofil-,英国好き,anglophile,Masculine-Animate,2p,0,0,0
40664,anglofob,anglofob,anglofob-,英国嫌い,anglophobe,Masculine-Animate,2,0,0,0
40665,anglomai,anglomai,angloma-,アングロマイ,anglomai,Masculine-Inanimate,2,0,0,0
40666,animalista,animalista,animalist-,動物学者,animalist,Masculine-Animate,1,0,0,0
40667,animator,animator,animator-,アニメーター,animator,Masculine-Animate,2,0,0,0
40668,animista,animista,animist-,アニミスト,animist,Masculine-Animate,1,0,0,0
40669,ankieter,ankieter,ankieter-,世論調査員,pollster,Masculine-Animate,2,0,0,0
40670,ankietowany,ankietowany,ankietowan-,インタビュー対象者,interviewee,Masculine-Animate,2adj1,0,0,0
40671,annalista,annalista,annalist-,アナリスト,annalist,Masculine-Animate,1,0,0,0
40672,anorektyk,anorektyk,anorektyk-,食欲不振,anorectic,Masculine-Inanimate,2k,0,0,0
40673,antecesor,antecesor,antecesor-,前身,antecessor,Masculine-Inanimate,2,0,0,0
40674,antenat,antenat,antenat-,祖先,ancestor,Masculine-Animate,2,0,0,0
40675,antologista,antologista,antologist-,アンソロジスト,anthologist,Masculine-Animate,1,0,0,0
40676,antreprener,antreprener,antreprener-,起業家,entrepreneur,Masculine-Animate,2,0,0,0
40677,antropofag,antropofag,antropofag-,共食い,cannibal,Masculine-Inanimate,2k,0,0,0
40678,antropogeograf,antropogeograf,antropogeograf-,人類地理学者,anthropogeographer,Masculine-Inanimate,2,0,0,0
40679,antropomorfista,antropomorfista,antropomorfist-,擬人化,an anthropomorphist,Masculine-Animate,1,0,0,0
40680,antyalkoholik,antyalkoholik,antyalkoholik-,抗アルコール,anti-alcoholic,Masculine-Animate,2k,0,0,0
40681,antybohater,antybohater,antybohater-,アンチヒーロー,antihero,Masculine-Animate,2,0,0,0
40682,antycesarz,antycesarz,antycesarz-,反帝,anti-emperor,Masculine-Animate,2,0,0,0
40683,antychryst,antychryst,antychryst-,反キリスト,Antichrist,Masculine-Animate,2,0,0,0
40684,antydemokrata,antydemokrata,antydemokrat-,反民主主義者,anti-democrat,Masculine-Animate,1,0,0,0
40685,antyfaszysta,antyfaszysta,antyfaszyst-,反ファシスト,anti-fascist,Masculine-Animate,1,0,0,0
40686,antyfeminista,antyfeminista,antyfeminist-,反フェミニスト,antifeminist,Masculine-Animate,1,0,0,0
40687,antyglobalista,antyglobalista,antyglobalist-,反グローバリスト,anti-globalist,Masculine-Animate,1,0,0,0
40688,antyhitlerowiec,antyhitlerowiec,antyhitlerowc-,反ナチ,anti-Nazi,Masculine-Animate,2p1,0,0,0
40689,antyintelektualista,antyintelektualista,antyintelektualist-,反知的,anti-intellectual,Masculine-Animate,1,0,0,0
40690,antykatolik,antykatolik,antykatolik-,反カトリック,anti-Catholic,Masculine-Animate,2k,0,0,0
40691,antyklerykał,antyklerykał,antyklerykał-,反聖職者,anticlerical,Masculine-Animate,2p,0,0,0
40692,antykomunista,antykomunista,antykomunist-,反共,anti-communist,Masculine-Animate,1,0,0,0
40693,antykwariusz,antykwariusz,antykwariusz-,古物商,antique dealer,Masculine-Animate,2p,0,0,0
40694,antykwarz,antykwarz,antykwarz-,アンチフェイス,anti-face,Masculine-Animate,2,0,0,0
40695,antypapież,antypapież,antypapież-,反教皇,antipope,Masculine-Animate,2p,0,0,0
40696,antypoda,antypoda,antypod-,対蹠地,antipode,Masculine-Animate,1,0,0,0
40697,antyrojalista,antyrojalista,antyrojalist-,反ソ,anti-soviet,Masculine-Animate,1,0,0,0
40698,antysemita,antysemita,antysemit-,反ユダヤ主義者,anti-Semite,Masculine-Animate,1,0,0,0
40699,antyszczepionkowiec,antyszczepionkowiec,antyszczepionkowc-,反ワクチン,anti-vaccine,Masculine-Animate,2p1,0,0,0
40700,antyterrorysta,antyterrorysta,antyterroryst-,反テロリスト,anti-terrorist,Masculine-Animate,1,0,0,0
40701,antytrynitariusz,antytrynitariusz,antytrynitariusz-,反三位一体,anti-trinitarian,Masculine-Animate,2p,0,0,0
40702,antytrynitarz,antytrynitarz,antytrynitarz-,反三位一体,anti-trinitarian,Masculine-Animate,2,0,0,0
40703,aparatczyk,aparatczyk,aparatczyk-,アパラチク,apparatchik,Masculine-Animate,2k,0,0,0
40704,aparatowy,aparatowy,aparatow-,装置,apparatus,Masculine-Inanimate,2adj1,0,0,0
40705,apasz,apasz,apasz-,アパッチ,apache,Masculine-Inanimate,2p,0,0,0
40706,apatryda,apatryda,apatryd-,無関心,apathy,Masculine-Animate,1,0,0,0
40707,apatyk,apatyk,apatyk-,無気力な,apathetic,Masculine-Inanimate,2k,0,0,0
40708,apelant,apelant,apelant-,上訴人,appellant,Masculine-Animate,2,0,0,0
40709,aplikant,aplikant,aplikant-,研修生,trainee,Masculine-Animate,2,0,0,0
40710,apologeta,apologeta,apologet-,弁明者,apologist,Masculine-Animate,1,0,0,0
40711,apoplektyk,apoplektyk,apoplektyk-,脳卒中,apoplectic,Masculine-Inanimate,2k,0,0,0
40712,aporetyk,aporetyk,aporetyk-,禁欲主義者,aporetician,Masculine-Animate,2k,0,0,0
40713,apostata,apostata,apostat-,背教者,apostate,Masculine-Animate,1,0,0,0
40714,apostoł,apostoł,apostoł-,使徒,apostle,Masculine-Inanimate,2,0,0,0
40715,apriorysta,apriorysta,aprioryst-,原始人,apriorist,Masculine-Animate,1,0,0,0
40716,aprowizator,aprowizator,aprowizator-,調達人,purveyor,Masculine-Animate,2,0,0,0
40717,aptekarz,aptekarz,aptekarz-,薬剤師,apothecary,Masculine-Animate,2,0,0,0
40718,arabuł,arabuł,arabuł-,アラブル,arabule,Masculine-Inanimate,2,0,0,0
40719,arachnolog,arachnolog,arachnolog-,クモ学者,arachnologist,Masculine-Animate,2k,0,0,0
40720,aranżer,aranżer,aranżer-,アレンジャー,arranger,Masculine-Animate,2,0,0,0
40721,arat,arat,arat-,アラット,arat,Masculine-Inanimate,2,0,0,0
40722,arbiter,arbiter,arbiter-,仲裁人,arbitrator,Masculine-Animate,2,0,0,0
40723,archaista,archaista,archaist-,アーカイスト,archaist,Masculine-Animate,1,0,0,0
40724,archaizator,archaizator,archaizator-,アーカイザー,archaizer,Masculine-Animate,2,0,0,0
40725,archeograf,archeograf,archeograf-,考古学者,archeographer,Masculine-Inanimate,2,0,0,0
40726,archeolog,archeolog,archeolog-,考古学者,archaeologist,Masculine-Animate,2k,0,0,0
40727,archidiakoi,archidiakoi,archidiako-,アーチディーコス,archdeacos,Masculine-Inanimate,2,0,0,0
40728,archimandryta,archimandryta,archimandryt-,アーキマンドライト,archimandrite,Masculine-Animate,1,0,0,0
40729,archiprezbiter,archiprezbiter,archiprezbiter-,大司祭,archpriest,Masculine-Animate,2,0,0,0
40730,archiwariusz,archiwariusz,archiwariusz-,アーキビスト,archivist,Masculine-Animate,2p,0,0,0
40731,archiwista,archiwista,archiwist-,アーキビスト,archivist,Masculine-Animate,1,0,0,0
40732,archont,archont,archont-,アルコン,archon,Masculine-Inanimate,2,0,0,0
40733,arcybibosz,arcybibosz,arcybibosz-,アーチビボス,archbibos,Masculine-Inanimate,2p,0,0,0
40734,arcybiskup,arcybiskup,arcybiskup-,大司教,archbishop,Masculine-Animate,2,0,0,0
40735,arcybp,arcybp,arcybp-,archbp,archbp,Masculine-Inanimate,2,0,0,0
40736,arcykapłai,arcykapłai,arcykapła-,大祭司,high priest,Masculine-Animate,2,0,0,0
40737,arcykomtur,arcykomtur,arcykomtur-,大委員会,the archcommittee,Masculine-Inanimate,2,0,0,0
40738,arcyksiążę,arcyksiążę,arcyksiąż-,大公,archduke,Masculine-Animate,2p,1,0,0
40739,arcyleń,arcyleń,arcyleni-,アーカイブ,archival,Masculine-Animate,2p,0,0,0
40740,arcymister,arcymister,arcymister-,グランドマスター,grandmaster,Masculine-Animate,2p,0,0,0
40741,arcypasteer,arcypasteer,arcypasteer-,アーチペースト,archpasteer,Masculine-Animate,2p,0,0,0
40742,arcyłgarz,arcyłgarz,arcyłgarz-,アーチロード,archlord,Masculine-Animate,2,0,0,0
40743,arcyłotr,arcyłotr,arcyłotr-,大悪党,arch-villain,Masculine-Animate,2,0,0,0
40744,arendarz,arendarz,arendarz-,賃借人,lessee,Masculine-Animate,2,0,0,0
40745,areopagita,areopagita,areopagit-,アレオパガイト,Areopagite,Masculine-Animate,1,0,0,0
40746,aresztant,aresztant,aresztant-,有罪判決を下す,convict,Masculine-Animate,2,0,0,0
40747,aresztowany,aresztowany,aresztowan-,逮捕された,arrested,Masculine-Inanimate,2adj1,0,0,0
40748,arhant,arhant,arhant-,アーハント,arhant,Masculine-Animate,2,0,0,0
40749,arhat,arhat,arhat-,羅漢,arhat,Masculine-Animate,2,0,0,0
40750,arianin,arianin,arianin-,アリウス派,Arian,Masculine-Animate,2,0,0,0
40751,arkadownik,arkadownik,arkadownik-,アーケード,arcade,Masculine-Animate,2k,0,0,0
40752,arkebuzer,arkebuzer,arkebuzer-,射手,marksman,Masculine-Animate,2,0,0,0
40753,arlekii,arlekii,arleki-,ハーレクイン,harlequin,Masculine-Inanimate,2,0,0,0
40754,armator,armator,armator-,船主,shipowner,Masculine-Animate,2,0,0,0
40755,arminianin,arminianin,arminianin-,アルミニアン,Arminian,Masculine-Animate,2,0,0,0
40756,arogant,arogant,arogant-,傲慢,arrogant,Masculine-Animate,2,0,0,0
40757,aromaterapeuta,aromaterapeuta,aromaterapeut-,アロマセラピスト,aromatherapist,Masculine-Animate,1,0,0,0
40758,artretyk,artretyk,artretyk-,関節炎,arthritic,Masculine-Inanimate,2k,0,0,0
40759,artylerzysta,artylerzysta,artylerzyst-,砲手,gunner,Masculine-Animate,1,0,0,0
40760,artysta,artysta,artyst-,アーティスト,artist,Masculine-Animate,1,0,0,0
40761,arystokrata,arystokrata,arystokrat-,貴族,aristocrat,Masculine-Animate,1,0,0,0
40762,arystotelik,arystotelik,arystotelik-,アリストテリック,Aristotelic,Masculine-Inanimate,2k,0,0,0
40763,arytmetyk,arytmetyk,arytmetyk-,算術学者,arithmetician,Masculine-Animate,2k,0,0,0
40764,arywista,arywista,arywist-,クライマー,climber,Masculine-Animate,1,0,0,0
40765,asai,asai,asa-,浅井,asai,Masculine-Inanimate,2,0,0,0
40766,asasyi,asasyi,asasy-,アサシー,asasyi,Masculine-Inanimate,2,0,0,0
40767,ascedent,ascedent,ascedent-,先祖,ascedent,Masculine-Inanimate,2,0,0,0
40768,asceta,asceta,ascet-,禁欲的な,ascetic,Masculine-Animate,1,0,0,0
40769,aseksualista,aseksualista,aseksualist-,無性の,asexual,Masculine-Animate,1,0,0,0
40770,asekurant,asekurant,asekurant-,引受人,underwriter,Masculine-Animate,2,0,0,0
40771,asekurator,asekurator,asekurator-,ビレイヤー,belayer,Masculine-Animate,2,0,0,0
40772,asenizator,asenizator,asenizator-,浄化槽,septic tank,Masculine-Animate,2,0,0,0
40773,asesor,asesor,asesor-,審査員,assessor,Masculine-Animate,2,0,0,0
40774,asfalciarz,asfalciarz,asfalciarz-,アスファルト,asphalter,Masculine-Animate,2,0,0,0
40775,askar,askar,askar-,アスカー,askar,Masculine-Inanimate,2,0,0,0
40776,askarył,askarył,askarył-,アスカリル,askaryl,Masculine-Inanimate,2,0,0,0
40777,asker,asker,asker-,アスカー,asker,Masculine-Inanimate,2,0,0,0
40778,asocjacjonista,asocjacjonista,asocjacjonist-,協会主義者,associationist,Masculine-Animate,1,0,0,0
40779,aspirant,aspirant,aspirant-,志願者,aspirant,Masculine-Animate,2,0,0,0
40780,astenik,astenik,astenik-,アステニック,astenik,Masculine-Inanimate,2k,0,0,0
40781,astmatyk,astmatyk,astmatyk-,ぜんそく,asthmatic,Masculine-Inanimate,2k,0,0,0
40782,astrobiolog,astrobiolog,astrobiolog-,宇宙生物学者,astrobiologist,Masculine-Animate,2k,0,0,0
40783,astrofizyk,astrofizyk,astrofizyk-,天体物理学者,astrophysicist,Masculine-Animate,2k,0,0,0
40784,astrolog,astrolog,astrolog-,占星術師,astrologer,Masculine-Animate,2k,0,0,0
