a,m
akṣas,akṣa,"Masculine",2,,,
akṣakas,akṣaka,"Masculine",2,,,
akṣakarṇas,akṣakarṇa,"Masculine",2,,,
akṣakitavas,akṣakitava,"Masculine",2,,,
akṣakṣapaṇas,akṣakṣapaṇa,"Masculine",2,,,
akṣaglahas,akṣaglaha,"Masculine",2,,,
akṣacaraṇas,akṣacaraṇa,"Masculine",2,,,
akṣajas,akṣaja,"Masculine",2,,,
akṣatas,akṣata,"Masculine",2,,,
akṣatāmayas,akṣatāmaya,"Masculine",2,,,
akṣadarśakas,akṣadarśaka,"Masculine",2,,,
akṣadāyas,akṣadāya,"Masculine",2,,,
akṣadṛk,akṣadṛś,"Masculine",3s,,,
akṣadevī,akṣadevin,"Masculine",3n,,,
akṣadyūs,akṣadyū,"Masculine",3s,,,
akṣadharas,akṣadhara,"Masculine",2,,,
akṣadharmas,akṣadharma,"Masculine",2,,,
akṣadhūrtas,akṣadhūrta,"Masculine",2,,,
akṣadhūrtilas,akṣadhūrtila,"Masculine",2,,,
akṣapat,akṣapad,"Masculine",3s,,,
akṣaparājayas,akṣaparājaya,"Masculine",2,,,
akṣapāṭas,akṣapāṭa,"Masculine",2,,,
akṣapāṭakas,akṣapāṭaka,"Masculine",2,,,
akṣapāṭikas,akṣapāṭika,"Masculine",2,,,
akṣapātas,akṣapāta,"Masculine",2,,,
akṣapādas,akṣapāda,"Masculine",2,,,
akṣapīḍas,akṣapīḍa,"Masculine",2,,,
akṣabhāgas,akṣabhāga,"Masculine",2,,,
akṣabhāras,akṣabhāra,"Masculine",2,,,
akṣamadas,akṣamada,"Masculine",2,,,
akṣayas,akṣaya,"Masculine",2,,,
akṣayaguṇas,akṣayaguṇa,"Masculine",2,,,
akṣayapuruhūtas,akṣayapuruhūta,"Masculine",2,,,
akṣayamatis,akṣayamati,"Masculine",3i,,,
akṣayalokas,akṣayaloka,"Masculine",2,,,
akṣayavaṭas,akṣayavaṭa,"Masculine",2,,,
akṣaras,akṣara,"Masculine",2,,,
akṣarakaras,akṣarakara,"Masculine",2,,,
akṣaracañcus,akṣaracañcu,"Masculine",4u,,,
akṣaracaṇas,akṣaracaṇa,"Masculine",2,,,
akṣaracanas,akṣaracana,"Masculine",2,,,
akṣaracuñcus,akṣaracuñcu,"Masculine",4u,,,
akṣarajīvakas,akṣarajīvaka,"Masculine",2,,,
akṣarajīvikas,akṣarajīvika,"Masculine",2,,,
akṣarajīvī,akṣarajīvin,"Masculine",3n,,,
akṣaranyāsas,akṣaranyāsa,"Masculine",2,,,
akṣaramukhas,akṣaramukha,"Masculine",2,,,
akṣarasamāmnāyas,akṣarasamāmnāya,"Masculine",2,,,
akṣarākṣaras,akṣarākṣara,"Masculine",2,,,
akṣarājas,akṣarāja,"Masculine",2,,,
akṣavāmas,akṣavāma,"Masculine",2,,,
akṣaśabdas,akṣaśabda,"Masculine",2,,,
akṣastuṣas,akṣastuṣa,"Masculine",2,,,
akṣāṃsas,akṣāṃsa,"Masculine",2,,,
akṣāgrakīlas,akṣāgrakīla,"Masculine",2,,,
akṣāgrakīlakas,akṣāgrakīlaka,"Masculine",2,,,
akṣātivāpas,akṣātivāpa,"Masculine",2,,,
akṣāvāpas,akṣāvāpa,"Masculine",2,,,
akṣikas,akṣika,"Masculine",2,,,
akṣigolas,akṣigola,"Masculine",2,,,
akṣitāvasus,akṣitāvasu,"Masculine",4u,,,
akṣitotis,akṣitoti,"Masculine",3i,,,
akṣinimeṣas,akṣinimeṣa,"Masculine",2,,,
akṣipākas,akṣipāka,"Masculine",2,,,
akṣibas,akṣiba,"Masculine",2,,,
akṣibandhas,akṣibandha,"Masculine",2,,,
akṣibheṣajas,akṣibheṣaja,"Masculine",2,,,
akṣisaṃskāras,akṣisaṃskāra,"Masculine",2,,,
akṣīkas,akṣīka,"Masculine",2,,,
akṣības,akṣība,"Masculine",2,,,
akṣus,akṣu,"Masculine",4u,,,
akṣoṭas,akṣoṭa,"Masculine",2,,,
akṣoḍas,akṣoḍa,"Masculine",2,,,
akṣoḍakas,akṣoḍaka,"Masculine",2,,,
akṣobhas,akṣobha,"Masculine",2,,,
akṣobhyas,akṣobhya,"Masculine",2,,,
akṣobhyatīrthas,akṣobhyatīrtha,"Masculine",2,,,
akṣṇayādeśas,akṣṇayādeśa,"Masculine",2,,,
akṣyāmayas,akṣyāmaya,"Masculine",2,,,
akhaṭṭas,akhaṭṭa,"Masculine",2,,,
akhaṭṭis,akhaṭṭi,"Masculine",3i,,,
akhaṇḍanas,akhaṇḍana,"Masculine",2,,,
akhaṇḍopadhis,akhaṇḍopadhi,"Masculine",3i,,,
akhilātmā,akhilātman,"Masculine",3n,,,
akheṭikas,akheṭika,"Masculine",2,,,
agas,aga,"Masculine",2,,,
agacchas,agaccha,"Masculine",2,,,
agadas,agada,"Masculine",2,,,
agadaṃkāras,agadaṃkāra,"Masculine",2,,,
agadavedas,agadaveda,"Masculine",2,,,
agamas,agama,"Masculine",2,,,
agastis,agasti,"Masculine",3i,,,
agastyas,agastya,"Masculine",2,,,
agastyacāras,agastyacāra,"Masculine",2,,,
agastyamārgas,agastyamārga,"Masculine",2,,,
agastyodayas,agastyodaya,"Masculine",2,,,
agātā,agātṛ,"Masculine",3r,,,
agādhas,agādha,"Masculine",2,,,
agāradāhī,agāradāhin,"Masculine",3n,,,
agāravinodas,agāravinoda,"Masculine",2,,,
agārastūpas,agārastūpa,"Masculine",2,,,
agārāvakāśas,agārāvakāśa,"Masculine",2,,,
agārī,agārin,"Masculine",3n,,,
agāvahas,agāvaha,"Masculine",2,,,
agiras,agira,"Masculine",2,,,
agus,agu,"Masculine",4u,,,
aguṇas,aguṇa,"Masculine",2,,,
agocaras,agocara,"Masculine",2,,,
agaukas,agaukas,"Masculine",3con,,,
agnāmarutaus,agnāmarutau,"Masculine",4u,,,
agnāviṣṇūs,agnāviṣṇū,"Masculine",3s,,,
agnis,agni,"Masculine",3i,,,
agnikas,agnika,"Masculine",2,,,
agnikaṇas,agnikaṇa,"Masculine",2,,,
agnikukkuṭas,agnikukkuṭa,"Masculine",2,,,
agnikumāras,agnikumāra,"Masculine",2,,,
agniketus,agniketu,"Masculine",4u,,,
agnikoṇas,agnikoṇa,"Masculine",2,,,
agnigarbhas,agnigarbha,"Masculine",2,,,
agnigodānas,agnigodāna,"Masculine",2,,,
agnigranthas,agnigrantha,"Masculine",2,,,
agnighaṭas,agnighaṭa,"Masculine",2,,,
agnicayas,agnicaya,"Masculine",2,,,
agnijas,agnija,"Masculine",2,,,
agnijanmā,agnijanman,"Masculine",3n,,,
agnijāras,agnijāra,"Masculine",2,,,
agnijālas,agnijāla,"Masculine",2,,,
agnijvālas,agnijvāla,"Masculine",2,,,
agnituṇḍas,agnituṇḍa,"Masculine",2,,,
agnitejas,agnitejas,"Masculine",3con,,,
agnidas,agnida,"Masculine",2,,,
agnidagdhas,agnidagdha,"Masculine",2,,,
agnidattas,agnidatta,"Masculine",2,,,
agnidāyakas,agnidāyaka,"Masculine",2,,,
agnidāhas,agnidāha,"Masculine",2,,,
agnidevas,agnideva,"Masculine",2,,,
agnit,agnidh,"Masculine",3s,,,
agninārāyaṇas,agninārāyaṇa,"Masculine",2,,,
agniniryāsas,agniniryāsa,"Masculine",2,,,
agnipadas,agnipada,"Masculine",2,,,
agniparicchadas,agniparicchada,"Masculine",2,,,
agniparvatas,agniparvata,"Masculine",2,,,
agnipātas,agnipāta,"Masculine",2,,,
agniputras,agniputra,"Masculine",2,,,
agnipraveśas,agnipraveśa,"Masculine",2,,,
agniprastaras,agniprastara,"Masculine",2,,,
agnibāhus,agnibāhu,"Masculine",4u,,,
agnibhūs,agnibhū,"Masculine",3s,,,
agnibhūtis,agnibhūti,"Masculine",3i,,,
agnimaṇis,agnimaṇi,"Masculine",3i,,,
agnimā,agniman,"Masculine",3n,,,
agnimanthas,agnimantha,"Masculine",2,,,
agnimāṭharas,agnimāṭhara,"Masculine",2,,,
agnimārutis,agnimāruti,"Masculine",3i,,,
agnimitras,agnimitra,"Masculine",2,,,
agnimindhas,agnimindha,"Masculine",2,,,
agnimīyāmas,agnimīyāma,"Masculine",2,,,
agnimukhas,agnimukha,"Masculine",2,,,
agniyutas,agniyuta,"Masculine",2,,,
agnirajas,agniraja,"Masculine",2,,,
agnirajas,agnirajas,"Masculine",3con,,,
agnirāśis,agnirāśi,"Masculine",3i,,,
agnilokas,agniloka,"Masculine",2,,,
agnilocanas,agnilocana,"Masculine",2,,,
agnivarcas,agnivarcas,"Masculine",3con,,,
agnivarṇas,agnivarṇa,"Masculine",2,,,
agnivallabhas,agnivallabha,"Masculine",2,,,
agnivāṇas,agnivāṇa,"Masculine",2,,,
agnivādī,agnivādin,"Masculine",3n,,,
agnivāhas,agnivāha,"Masculine",2,,,
agnivisarpas,agnivisarpa,"Masculine",2,,,
agnivetālas,agnivetāla,"Masculine",2,,,
agniveśas,agniveśa,"Masculine",2,,,
agniveśmā,agniveśman,"Masculine",3n,,,
agniveśyas,agniveśya,"Masculine",2,,,
agniśarmā,agniśarman,"Masculine",3n,,,
agniśikhas,agniśikha,"Masculine",2,,,
agniśeṣas,agniśeṣa,"Masculine",2,,,
agniṣṭut,m
agniṣṭomas,agniṣṭoma,"Masculine",2,,,
agniṣṭomasāmas,agniṣṭomasāma,"Masculine",2,,,
agniṣṭhas,agniṣṭha,"Masculine",2,,,
agniṣvāttas,agniṣvātta,"Masculine",2,,,
agnisaṃcayas,agnisaṃcaya,"Masculine",2,,,
agnisaṃskāras,agnisaṃskāra,"Masculine",2,,,
agnisakhas,agnisakha,"Masculine",2,,,
agnisambhavas,agnisambhava,"Masculine",2,,,
agnisavas,agnisava,"Masculine",2,,,
agnisahāyas,agnisahāya,"Masculine",2,,,
agnisādas,agnisāda,"Masculine",2,,,
agnisāvarṇis,agnisāvarṇi,"Masculine",3i,,,
agnisiṃhas,agnisiṃha,"Masculine",2,,,
agnistambhas,agnistambha,"Masculine",2,,,
agnistokas,agnistoka,"Masculine",2,,,
agnihotā,agnihotṛ,"Masculine",3r,,,
agnihotṛbrāhmaṇas,agnihotṛbrāhmaṇa,"Masculine",2,,,
agnihotrahomas,agnihotrahoma,"Masculine",2,,,
agnihotrīvatsas,agnihotrīvatsa,"Masculine",2,,,
agnihomas,agnihoma,"Masculine",2,,,
agnīt,agnīdh,"Masculine",3s,,,
agnīdhras,agnīdhra,"Masculine",2,,,
agnīndraus,agnīndrau,"Masculine",4u,,,
agnīparjanyaus,agnīparjanyau,"Masculine",4u,,,
agnīvaruṇaus,agnīvaruṇau,"Masculine",4u,,,
agnīṣomā,m
agnīṣomīyanirvāpas,agnīṣomīyanirvāpa,"Masculine",2,,,
agnīṣomīyapaśus,agnīṣomīyapaśu,"Masculine",4u,,,
agnīṣomīyapuroḍāśas,agnīṣomīyapuroḍāśa,"Masculine",2,,,
agnīṣomīyayāgas,agnīṣomīyayāga,"Masculine",2,,,
agnīṣomīyaikādaśakapālas,agnīṣomīyaikādaśakapāla,"Masculine",2,,,
agnīṣomaus,agnīṣomau,"Masculine",4u,,,
agnyagāras,agnyagāra,"Masculine",2,,,
agnyabhāvas,agnyabhāva,"Masculine",2,,,
agnyarcis,agnyarci,"Masculine",3i,,,
agnyāgāras,agnyāgāra,"Masculine",2,,,
agnyālayas,agnyālaya,"Masculine",2,,,
agnyāhitas,agnyāhita,"Masculine",2,,,
agnyutpātas,agnyutpāta,"Masculine",2,,,
agnyedhas,agnyedha,"Masculine",2,,,
agrakaras,agrakara,"Masculine",2,,,
agrakāyas,agrakāya,"Masculine",2,,,
agragas,agraga,"Masculine",2,,,
agrajas,agraja,"Masculine",2,,,
agrajanmā,agrajanman,"Masculine",3n,,,
agrajātakas,agrajātaka,"Masculine",2,,,
agrajātis,agrajāti,"Masculine",3i,,,
agratalasaṃcāras,agratalasaṃcāra,"Masculine",2,,,
agratīrthas,agratīrtha,"Masculine",2,,,
agradānī,agradānin,"Masculine",3n,,,
agradidhiṣus,agradidhiṣu,"Masculine",4u,,,
agradharmas,agradharma,"Masculine",2,,,
agranakhas,agranakha,"Masculine",2,,,
agrapākas,agrapāka,"Masculine",2,,,
agrapāṇis,agrapāṇi,"Masculine",3i,,,
agrapādas,agrapāda,"Masculine",2,,,
agrabījas,agrabīja,"Masculine",2,,,
agrabodhis,agrabodhi,"Masculine",3i,,,
agrabhāgas,agrabhāga,"Masculine",2,,,
agrayāyī,agrayāyin,"Masculine",3n,,,
agrayodhī,agrayodhin,"Masculine",3n,,,
agraśrāvakas,agraśrāvaka,"Masculine",2,,,
agrasānus,agrasānu,"Masculine",4u,,,
agrasenas,agrasena,"Masculine",2,,,
agrahas,agraha,"Masculine",2,,,
agrahastas,agrahasta,"Masculine",2,,,
agrahāyaṇas,agrahāyaṇa,"Masculine",2,,,
agrahāras,agrahāra,"Masculine",2,,,
agrāṃśus,agrāṃśu,"Masculine",4u,,,
agrāṅgulis,agrāṅguli,"Masculine",3i,,,
agrāntas,agrānta,"Masculine",2,,,
agris,agri,"Masculine",3i,,,
agriyas,agriya,"Masculine",2,,,
agrīyas,agrīya,"Masculine",2,,,
agrus,agru,"Masculine",4u,,,
agrenī,agrenī,"Masculine",3s,,,
agredadhiṣus,agredadhiṣu,"Masculine",4u,,,
agredadhus,m
agredidhiṣus,agredidhiṣu,"Masculine",4u,,,
agrebhrūs,agrebhrū,"Masculine",3s,,,
agrevadhas,agrevadha,"Masculine",2,,,
agresarikas,agresarika,"Masculine",2,,,
agryas,agrya,"Masculine",2,,,
agryatapas,agryatapas,"Masculine",3con,,,
aghas,agha,"Masculine",2,,,
aghaghnas,aghaghna,"Masculine",2,,,
aghaṇṭas,aghaṇṭa,"Masculine",2,,,
aghadevas,aghadeva,"Masculine",2,,,
aghanāsakas,aghanāsaka,"Masculine",2,,,
aghamarṣaṇas,aghamarṣaṇa,"Masculine",2,,,
agharmadhāmā,agharmadhāman,"Masculine",3n,,,
aghaśaṃsahā,aghaśaṃsahan,"Masculine",3n,,,
aghahāras,aghahāra,"Masculine",2,,,
aghātas,aghāta,"Masculine",2,,,
aghāśvas,aghāśva,"Masculine",2,,,
aghāsuras,aghāsura,"Masculine",2,,,
aghoras,aghora,"Masculine",2,,,
aghoraghaṇṭas,aghoraghaṇṭa,"Masculine",2,,,
aghoraghorarūpas,aghoraghorarūpa,"Masculine",2,,,
aghorapathī,aghorapathin,"Masculine",3n,,,
aghoramārgas,aghoramārga,"Masculine",2,,,
aghoṣas,aghoṣa,"Masculine",2,,,
aghnyas,aghnya,"Masculine",2,,,
aṅkas,aṅka,"Masculine",2,,,
aṅkakāras,aṅkakāra,"Masculine",2,,,
aṅkacchedas,aṅkaccheda,"Masculine",2,,,
aṅkatis,aṅkati,"Masculine",3i,,,
aṅkapālas,aṅkapāla,"Masculine",2,,,
aṅkapāśas,aṅkapāśa,"Masculine",2,,,
aṅkapāśavyavahāras,aṅkapāśavyavahāra,"Masculine",2,,,
aṅkapāśādhyāyas,aṅkapāśādhyāya,"Masculine",2,,,
aṅkabandhas,aṅkabandha,"Masculine",2,,,
aṅkaloḍyas,aṅkaloḍya,"Masculine",2,,,
aṅkāras,aṅkāra,"Masculine",2,,,
aṅkāvatāras,aṅkāvatāra,"Masculine",2,,,
aṅkī,aṅkin,"Masculine",3n,,,
aṅkuṭas,aṅkuṭa,"Masculine",2,,,
aṅkuḍakas,aṅkuḍaka,"Masculine",2,,,
aṅkuras,aṅkura,"Masculine",2,,,
aṅkurakas,aṅkuraka,"Masculine",2,,,
aṅkuśagrahas,aṅkuśagraha,"Masculine",2,,,
aṅkuśadurdharas,aṅkuśadurdhara,"Masculine",2,,,
aṅkūras,aṅkūra,"Masculine",2,,,
aṅkoṭas,aṅkoṭa,"Masculine",2,,,
aṅkoṭhas,aṅkoṭha,"Masculine",2,,,
aṅkolas,aṅkola,"Masculine",2,,,
aṅkolakas,aṅkolaka,"Masculine",2,,,
aṅkollas,aṅkolla,"Masculine",2,,,
aṅkollasāras,aṅkollasāra,"Masculine",2,,,
aṅkyas,aṅkya,"Masculine",2,,,
aṅkris,aṅkri,"Masculine",3i,,,
aṅgas,aṅga,"Masculine",2,,,
aṅgakaṣāyas,aṅgakaṣāya,"Masculine",2,,,
aṅgagrahas,aṅgagraha,"Masculine",2,,,
aṅgajas,aṅgaja,"Masculine",2,,,
aṅgajanus,m
aṅgatis,aṅgati,"Masculine",3i,,,
aṅgadas,aṅgada,"Masculine",2,,,
aṅgadvīpas,aṅgadvīpa,"Masculine",2,,,
aṅganāgaṇas,aṅganāgaṇa,"Masculine",2,,,
aṅganājanas,aṅganājana,"Masculine",2,,,
aṅganāpriyas,aṅganāpriya,"Masculine",2,,,
aṅganyāsas,aṅganyāsa,"Masculine",2,,,
aṅgabhas,aṅgabha,"Masculine",2,,,
aṅgabhūs,aṅgabhū,"Masculine",3s,,,
aṅgabhedas,aṅgabheda,"Masculine",2,,,
aṅgamantras,aṅgamantra,"Masculine",2,,,
aṅgamardas,aṅgamarda,"Masculine",2,,,
aṅgamardakas,aṅgamardaka,"Masculine",2,,,
aṅgamardī,aṅgamardin,"Masculine",3n,,,
aṅgamarṣas,aṅgamarṣa,"Masculine",2,,,
aṅgayāgas,aṅgayāga,"Masculine",2,,,
aṅgaraktas,aṅgarakta,"Masculine",2,,,
aṅgarāgas,aṅgarāga,"Masculine",2,,,
aṅgarāk,aṅgarāj,"Masculine",3s,,,
aṅgarājas,aṅgarāja,"Masculine",2,,,
aṅgalokas,aṅgaloka,"Masculine",2,,,
aṅgaloḍyas,aṅgaloḍya,"Masculine",2,,,
aṅgavas,aṅgava,"Masculine",2,,,
aṅgavikṣepas,aṅgavikṣepa,"Masculine",2,,,
aṅgasaṃskāras,aṅgasaṃskāra,"Masculine",2,,,
aṅgasaṅgas,aṅgasaṅga,"Masculine",2,,,
aṅgaskandhas,aṅgaskandha,"Masculine",2,,,
aṅgasparśas,aṅgasparśa,"Masculine",2,,,
aṅgasphuraṇavicāras,aṅgasphuraṇavicāra,"Masculine",2,,,
aṅgahāras,aṅgahāra,"Masculine",2,,,
aṅgahāris,aṅgahāri,"Masculine",3i,,,
aṅgahīnas,aṅgahīna,"Masculine",2,,,
aṅgāṅgibhāvas,aṅgāṅgibhāva,"Masculine",2,,,
aṅgāṅgibhāvasaṃkaras,aṅgāṅgibhāvasaṃkara,"Masculine",2,,,
aṅgādhipas,aṅgādhipa,"Masculine",2,,,
aṅgāras,aṅgāra,"Masculine",2,,,
aṅgārakas,aṅgāraka,"Masculine",2,,,
aṅgārakadinas,aṅgārakadina,"Masculine",2,,,
aṅgārakamaṇis,aṅgārakamaṇi,"Masculine",3i,,,
aṅgārakarmāntas,aṅgārakarmānta,"Masculine",2,,,
aṅgārakavāras,aṅgārakavāra,"Masculine",2,,,
aṅgārakārī,aṅgārakārin,"Masculine",3n,,,
aṅgārakuṣṭhakas,aṅgārakuṣṭhaka,"Masculine",2,,,
aṅgārakṛt,aṅgārakṛt,"Masculine",3s,,,
aṅgāraparṇas,aṅgāraparṇa,"Masculine",2,,,
aṅgārapuṣpas,aṅgārapuṣpa,"Masculine",2,,,
aṅgāravāras,aṅgāravāra,"Masculine",2,,,
aṅgārasetus,aṅgārasetu,"Masculine",4u,,,
aṅgir,m
aṅgiras,aṅgira,"Masculine",2,,,
aṅgiras,aṅgiras,"Masculine",3con,,,
aṅgirasas,aṅgirasa,"Masculine",2,,,
aṅgīkāras,aṅgīkāra,"Masculine",2,,,
aṅgus,aṅgu,"Masculine",4u,,,
aṅgulas,aṅgula,"Masculine",2,,,
aṅgularājis,aṅgularāji,"Masculine",3i,,,
aṅgulijas,aṅgulija,"Masculine",2,,,
aṅguliveṣṭakas,aṅguliveṣṭaka,"Masculine",2,,,
aṅguliṣaṅgas,aṅguliṣaṅga,"Masculine",2,,,
aṅgulisaṃdeśas,aṅgulisaṃdeśa,"Masculine",2,,,
aṅgulīgranthis,aṅgulīgranthi,"Masculine",3i,,,
aṅgulībhaṅgas,aṅgulībhaṅga,"Masculine",2,,,
aṅgulīveṣṭas,aṅgulīveṣṭa,"Masculine",2,,,
aṅgulīsambhūtas,aṅgulīsambhūta,"Masculine",2,,,
aṅguṣṭhas,aṅguṣṭha,"Masculine",2,,,
aṅguṣṭhavibhedakas,aṅguṣṭhavibhedaka,"Masculine",2,,,
aṅguṣṭhyas,aṅguṣṭhya,"Masculine",2,,,
aṅgūṣas,aṅgūṣa,"Masculine",2,,,
aṅgeśvaras,aṅgeśvara,"Masculine",2,,,
aṅgoñchas,aṅgoñcha,"Masculine",2,,,
aṅghāris,aṅghāri,"Masculine",3i,,,
aṅghris,aṅghri,"Masculine",3i,,,
aṅghrināmakas,aṅghrināmaka,"Masculine",2,,,
aṅghripas,aṅghripa,"Masculine",2,,,
aṅghripātas,aṅghripāta,"Masculine",2,,,
aṅghrisaṃdhis,aṅghrisaṃdhi,"Masculine",3i,,,
aṅghriskandhas,aṅghriskandha,"Masculine",2,,,
acaṇḍamarīcis,acaṇḍamarīci,"Masculine",3i,,,
acalas,acala,"Masculine",2,,,
acalatvik,acalatviṣ,"Masculine",3s,,,
acalabhrātā,acalabhrātṛ,"Masculine",3r,,,
acalamatis,acalamati,"Masculine",3i,,,
acalaśreṣṭhas,acalaśreṣṭha,"Masculine",2,,,
acalādhipas,acalādhipa,"Masculine",2,,,
acittapājas,acittapājas,"Masculine",3con,,,
acittamanas,acittamanas,"Masculine",3con,,,
acintyas,acintya,"Masculine",2,,,
acirāṃśus,acirāṃśu,"Masculine",4u,,,
acchas,accha,"Masculine",2,,,
acchaṭāśabdas,acchaṭāśabda,"Masculine",2,,,
acchaṭāsaṃghātas,acchaṭāsaṃghāta,"Masculine",2,,,
acchabhallas,acchabhalla,"Masculine",2,,,
acchāvākas,acchāvāka,"Masculine",2,,,
acyutas,acyuta,"Masculine",2,,,
acyutakṣit,m
acyutacakravartī,acyutacakravartin,"Masculine",3n,,,
acyutajas,acyutaja,"Masculine",2,,,
acyutajallakī,acyutajallakin,"Masculine",3n,,,
acyutadantas,acyutadanta,"Masculine",2,,,
acyutantas,acyutanta,"Masculine",2,,,
acyutapājas,acyutapājas,"Masculine",3con,,,
acyutamanas,acyutamanas,"Masculine",3con,,,
acyutamūrtis,acyutamūrti,"Masculine",3i,,,
acyutavāsas,acyutavāsa,"Masculine",2,,,
acyutāgrajas,acyutāgraja,"Masculine",2,,,
acyutopādhyāyas,acyutopādhyāya,"Masculine",2,,,
ajas,aja,"Masculine",2,,,
ajakas,ajaka,"Masculine",2,,,
ajakarṇas,ajakarṇa,"Masculine",2,,,
ajakarṇakas,ajakarṇaka,"Masculine",2,,,
ajakavas,ajakava,"Masculine",2,,,
ajagaras,ajagara,"Masculine",2,,,
ajagavas,ajagava,"Masculine",2,,,
ajagāvas,ajagāva,"Masculine",2,,,
ajajīvanas,ajajīvana,"Masculine",2,,,
ajajīvikas,ajajīvika,"Masculine",2,,,
ajanas,ajana,"Masculine",2,,,
ajanayonijas,ajanayonija,"Masculine",2,,,
ajanāmakas,ajanāmaka,"Masculine",2,,,
ajapas,ajapa,"Masculine",2,,,
ajapathas,ajapatha,"Masculine",2,,,
ajapāt,ajapād,"Masculine",3s,,,
ajapārśvas,ajapārśva,"Masculine",2,,,
ajapālas,ajapāla,"Masculine",2,,,
ajabhakṣas,ajabhakṣa,"Masculine",2,,,
ajamāyus,ajamāyu,"Masculine",4u,,,
ajamāras,ajamāra,"Masculine",2,,,
ajamīḍhas,ajamīḍha,"Masculine",2,,,
ajamī|as,ajamī|a,"Masculine",2,,,
ajamodas,ajamoda,"Masculine",2,,,
ajambhas,ajambha,"Masculine",2,,,
ajayas,ajaya,"Masculine",2,,,
ajayapālas,ajayapāla,"Masculine",2,,,
ajayavarmā,ajayavarman,"Masculine",3n,,,
ajayasiṃhas,ajayasiṃha,"Masculine",2,,,
ajarṣabhas,ajarṣabha,"Masculine",2,,,
ajalomā,ajaloman,"Masculine",3n,,,
ajavastis,ajavasti,"Masculine",3i,,,
ajavāhas,ajavāha,"Masculine",2,,,
ajahalliṅgas,ajahalliṅga,"Masculine",2,,,
