153562,viśveśvarasūnus,viśveśvarasūnu,Masculine,4u,Visvesvarasunu,Visvesvarasunu
153580,vṛttaratnākarasetus,vṛttaratnākarasetu,Masculine,4u,Vrttaratnakarasetu,Vrttaratnakarasetu
144584,yatisvadharmabhikṣāvidhis,yatisvadharmabhikṣāvidhi,Masculine,3i,Yatisvadharmabhikshavidhi,Yatisvadharmabhikshavidhi
154113,ṝ,ṝ,Masculine,3s,ॠ,ॠ
145120,vis,vi,Masculine,3i,鳥、馬、矢,"bird, horses, arrows"
146601,anantātmā,anantātman,Masculine,3n,ああ無限の魂,O infinite soul
146663,abhivādī,abhivādin,Masculine,3n,あいさつ,greeters
146545,akiñcanimā,akiñcaniman,Masculine,3n,あきちゃんにまん,Akinchaniman
141659,ākhukiris,ākhukiri,Masculine,3i,あくきり,Akhukiri
151862,agus,agu,Masculine,4u,光線の欠乏,destitute of rays
154246,pradām,pradām,Masculine,3con,授けることができる人,one who can bestow
154006,hanus,hanu,Masculine,4u,混合民族,mixed tribe
141612,aśokāris,aśokāri,Masculine,3i,あしょかり,Ashokari
141611,aśiśiraraśmis,aśiśiraraśmi,Masculine,3i,あしららしみ,Ashishirarashmi
151997,asus,asu,Masculine,4u,息、命,"breath, life"
151998,asuragurus,asuraguru,Masculine,4u,あすらぐる,Asuraguru
141630,asurāris,asurāri,Masculine,3i,あすらり,Asurari
141864,uṣṇarucis,uṣṇaruci,Masculine,3i,あたたかい味わい,Warm taste
141674,ātmayonis,ātmayoni,Masculine,3i,あたまように,Atmayoni
143819,pratis,prati,Masculine,3i,あたり,per
141408,acaṇḍamarīcis,acaṇḍamarīci,Masculine,3i,あちゃんだまりち,Achandamarichi
144094,bhavadvidhis,bhavadvidhi,Masculine,3i,あなたの方法,Your method
141626,asis,asi,Masculine,3i,あなたは,You are
141589,ardhāsis,ardhāsi,Masculine,3i,あなたはそこにいる途中です,You're halfway there
141745,āsināsis,āsināsi,Masculine,3i,あなたは座っています,You are sitting
146288,saudāsis,saudāsi,Masculine,3i,あなたは掘り出し物です,You are a bargain
141459,anantarāśis,anantarāśi,Masculine,3i,あなんたらし,Anantarashi
146572,aṇīcī,aṇīcin,Masculine,3n,あにちん,Anichin
151908,anumarus,anumaru,Masculine,4u,あぬまる,Anumaru
146737,ahihā,ahihan,Masculine,3n,あひはん,Ahihan
152001,ahimāṃśus,ahimāṃśu,Masculine,4u,あひまんしゅう,Ahimanshu
141649,ahīraṇis,ahīraṇi,Masculine,3i,あひらに,Ahirani
152002,ahiripus,ahiripu,Masculine,4u,あひりぷ,Ahiripu
151932,abhīrus,abhīru,Masculine,4u,あびる,Abhiru
152005,aherus,aheru,Masculine,4u,あへる,Aheru
151942,amahīyus,amahīyu,Masculine,4u,あまひゆ,Amahiyu
151938,amaradārus,amaradāru,Masculine,4u,あまらだる,Amaradaru
151941,amarus,amaru,Masculine,4u,あまる,Amaru
151949,ayātus,ayātu,Masculine,4u,あやつ,Ayatu
151950,ayutāyus,ayutāyu,Masculine,4u,あゆたゆ,Ayutayu
151951,ayobāhus,ayobāhu,Masculine,4u,あよばふ,Ayobahu
141558,ayomaṇis,ayomaṇi,Masculine,3i,あよまに,Ayomani
141715,āraṇyarāśis,āraṇyarāśi,Masculine,3i,あらにゃらし,Arannyarashi
141566,araris,arari,Masculine,3i,あらり,Arari
142252,kṛtāñjalis,kṛtāñjali,Masculine,3i,ありがとうございました,Thank you
143233,dhanyatithis,dhanyatithi,Masculine,3i,ありがとうございました,Thank you
150460,subhrātā,subhrātṛ,Masculine,3r,いい兄さん,Good brother
152301,kratupaśus,kratupaśu,Masculine,4u,いけにえの動物,sacrificial animals
153283,yajñapaśus,yajñapaśu,Masculine,4u,いけにえの動物,sacrificial animals
152009,āgāntus,āgāntu,Masculine,4u,客人、客,guest
141780,īśvarasūris,īśvarasūri,Masculine,3i,いしわらすり,Ishwarasuri
142770,jīvanayonis,jīvanayoni,Masculine,3i,いのちの源,The source of life
143381,nānādhvanis,nānādhvani,Masculine,3i,いろいろな音,Various sounds
147822,nānātmavādī,nānātmavādin,Masculine,3n,いろいろ独善的,Various self-righteous
153236,mīnaketus,mīnaketu,Masculine,4u,うお座,Pisces
153662,śaśakaśiśus,śaśakaśiśu,Masculine,4u,うさぎの赤ちゃん,Rabbit baby
151604,śaśabhṛt,śaśabhṛt,Masculine,3s,うさぎ持ち,Rabbit-bearer
151605,śaśabhṛdbhṛt,śaśabhṛdbhṛt,Masculine,3s,うさぎ持ち,rabbit-bearer
141858,uśīragiris,uśīragiri,Masculine,3i,うしるぎり,Ushirgiri
141802,udakagiris,udakagiri,Masculine,3i,うだぎり,Udakgiri
141806,udayagiris,udayagiri,Masculine,3i,うだやぎり,Udayagiri
152060,udañcus,udañcu,Masculine,4u,うだんちゅ,Udanchu
142567,ghargharadhvanis,ghargharadhvani,Masculine,3i,うなり声,The sound of a grunt
152085,umāgurus,umāguru,Masculine,4u,うまぐる,Umaguru
152095,ūrṇāyus,ūrṇāyu,Masculine,4u,うるなゆ,Urnayu
140793,ghṛṇīvan,ghṛṇīvat,Masculine,3con,うんざりするほど,Disgustingly
152067,unmucus,unmucu,Masculine,4u,うんむちゅ,Unmuchu
153998,svādus,svādu,Masculine,4u,おいしい,Delicious
145281,vṛṣaṃdhis,vṛṣaṃdhi,Masculine,3i,おうし座,Taurus
145282,vṛṣapatis,vṛṣapati,Masculine,3i,おうし座,Taurus
149079,vṛṣī,vṛṣin,Masculine,3n,おうし座,Taurus
151559,vṛṣat,vṛṣad,Masculine,3s,おうし座,Taurus
145283,vṛṣabhagatis,vṛṣabhagati,Masculine,3i,おうし座の動き,Taurus movement
149498,sarvāntarātmā,sarvāntarātman,Masculine,3n,おお、すべてに浸透する自己,O all-pervading Self
143012,dādābhāis,dādābhāi,Masculine,3i,おじいさん,Grandfather
150966,dādās,dādā,Masculine,3s,おじいさん,Grandfather
147318,ghṛṇī,ghṛṇin,Masculine,3n,おぞましい,disgusting
142082,kākis,kāki,Masculine,3i,おばさん,Auntie
143336,nabhis,nabhi,Masculine,3i,おへそ,Navel
143385,nābhis,nābhi,Masculine,3i,おへそ,Navel
147367,cāṭukārī,cāṭukārin,Masculine,3n,お世辞,flatterer
152455,cāṭupaṭus,cāṭupaṭu,Masculine,4u,お世辞,flattering
152456,cāṭuvaṭus,cāṭuvaṭu,Masculine,4u,お世辞,flattering
152110,ekasūnus,ekasūnu,Masculine,4u,お互いに耳を傾ける,Listen to each other
153356,rājasūnus,rājasūnu,Masculine,4u,お姫様,Princess
153159,mandirapaśus,mandirapaśu,Masculine,4u,お寺の動物,Temple animals
147280,gṛhābhipālī,gṛhābhipālin,Masculine,3n,お手伝いさん,housekeeper
150147,pitā,pitṛ,Masculine,3r,お父さん,Father
152905,pitus,pitu,Masculine,4u,お父さん,Father
141800,utsavavidhis,utsavavidhi,Masculine,3i,お祝いの儀式,The festive ritual
142257,kṛpāṇis,kṛpāṇi,Masculine,3i,お願いします,Please
152265,kṛṇus,kṛṇu,Masculine,4u,お願いします,Please
143279,dhūpis,dhūpi,Masculine,3i,お香,Incense
142304,kauñjis,kauñji,Masculine,3i,かうんじ,Kaunji
152188,kākāyus,kākāyu,Masculine,4u,かかゆ,Kakayu
142377,kṣupaḍoḍamuṣṭis,kṣupaḍoḍamuṣṭi,Masculine,3i,かき混ぜる拳,stirring fist
152179,kaṣākus,kaṣāku,Masculine,4u,かしゃく,Kashaku
152126,kacākus,kacāku,Masculine,4u,かちゃく,Kachaku
152141,kanakāyus,kanakāyu,Masculine,4u,かなかゆ,Kanakayu
142113,kāmagiris,kāmagiri,Masculine,3i,かまぎり,Kamagiri
142125,kāmis,kāmi,Masculine,3i,かみ,Kami
152138,kaṇḍus,kaṇḍu,Masculine,4u,かゆみ,Itching
146946,karī,karin,Masculine,3n,かりん,Karin
152201,kārus,kāru,Masculine,4u,かる,Karu
150672,kaṃjasūs,kaṃjasū,Masculine,3s,かんじす,Kanjsu
142093,kāñcis,kāñci,Masculine,3i,かんち,Kanchi
146903,kañcukī,kañcukin,Masculine,3n,かんちゅきん,Kanchukin
150685,kambūs,kambū,Masculine,3s,かんぶ,Kambu
152153,kambus,kambu,Masculine,4u,かんぶ,Kambu
146919,kanyādūṣī,kanyādūṣin,Masculine,3n,かんやどうしん,Kanyadooshin
146337,stis,sti,Masculine,3i,がある,There is
147217,gajakūrmāśī,gajakūrmāśin,Masculine,3n,がじゃくらしん,Gajakurmashin
140776,gajaśiras,gajaśiras,Masculine,3con,がじゃしら,Gajashiras
142420,gajāris,gajāri,Masculine,3i,がじゃり,Gajari
152354,gaṇeyus,gaṇeyu,Masculine,4u,がねゆ,Ganeyu
147235,gamāgamakārī,gamāgamakārin,Masculine,3n,がまがまりん,Gamagamakarin
142032,karkyādis,karkyādi,Masculine,3i,がん・その他,Cancer and others
147025,kikī,kikin,Masculine,3n,ききん,Kikin
152219,kiṣkus,kiṣku,Masculine,4u,きしゅく,Kishku
152795,nimittahetus,nimittahetu,Masculine,4u,きっかけの原因,The cause of the occasion
142459,gāḍhamuṣṭis,gāḍhamuṣṭi,Masculine,3i,きつい拳,Tight fist
146384,svacchamaṇis,svacchamaṇi,Masculine,3i,きれいな宝石,Clean gem
147026,kiṅkirī,kiṅkirin,Masculine,3n,きんきりん,Kinkirin
152252,kuṣākus,kuṣāku,Masculine,4u,くしゃく,Kushaku
154172,dam,dam,Masculine,3s,くそ,Damn
147058,kunāmā,kunāman,Masculine,3n,くなまん,Kunaman
151404,yuk,yuj,Masculine,3s,くびき仲間、仲間、同志、仲間、抽象的な熟考に時間を割く賢者、ペア、カップル,"yoke-fellow, companion, comrade, associate, sage who devotes his time to abstract contemplation, pair, couple"
146869,ṛkṣaviḍambī,ṛkṣaviḍambin,Masculine,3n,くまあざけり,Bear-mocker
150660,ṛkṣarāk,ṛkṣarāj,Masculine,3s,くまの王様,The King of the Bears
152236,kumārayus,kumārayu,Masculine,4u,くまらゆ,Kumarayu
147124,keśihā,keśihan,Masculine,3n,けしはん,Keshihan
147123,keśī,keśin,Masculine,3n,けしん,Keshin
142185,kīṭāris,kīṭāri,Masculine,3i,けたり,Keetari
152297,kośacañcus,kośacañcu,Masculine,4u,こしゃちゃんちゅ,Koshachanchu
149591,subhāṣitagaveṣī,subhāṣitagaveṣin,Masculine,3n,ことわざの探求者,The searcher for proverbs
145822,saṃtānasaṃdhis,saṃtānasaṃdhi,Masculine,3i,こども条約,Children's treaty
141900,ehis,ehi,Masculine,3i,これ,This
141644,ahis,ahi,Masculine,3i,これは,This is
140902,namas,namas,Masculine,3con,こんにちは,Hello
152398,gomāyus,gomāyu,Masculine,4u,ごまゆ,Gomayu
142352,kṣamāpatis,kṣamāpati,Masculine,3i,ごめんなさい、ごめんなさい,"Sorry, I'm sorry"
143114,devatāsthāpanavidhis,devatāsthāpanavidhi,Masculine,3i,ご神体の設置方法,The method of installing the deity
152008,āgantus,āgantu,Masculine,4u,さあ、行きましょう,"Come on, let's go"
142631,calis,cali,Masculine,3i,さあ行こう,Let's go
152359,gantus,gantu,Masculine,4u,さあ行こう,Let's go
152453,calus,calu,Masculine,4u,さあ行こう,Let's go
152518,jāyus,jāyu,Masculine,4u,さあ行こう,Let's go
146278,saucis,sauci,Masculine,3i,さうち,Sauchi
142375,kṣudris,kṣudri,Masculine,3i,ささいな,petty
150794,kṣudrabhṛt,kṣudrabhṛt,Masculine,3s,ささいな担い手,petty bearer
142374,kṣudrabuddhis,kṣudrabuddhi,Masculine,3i,ささいな知性,petty intelligence
149539,sāṣīrājā,sāṣīrājan,Masculine,3n,さしらじゃん,Sashirajan
145280,vṛścikarāśis,vṛścikarāśi,Masculine,3i,さそり座,Scorpio
146026,sācis,sāci,Masculine,3i,さち,Sachi
143382,nānauṣadhavidhis,nānauṣadhavidhi,Masculine,3i,さまざまな治療法,Various medicinal methods
151684,samīdās,samīdā,Masculine,3s,きな粉,fine wheat-flour
146311,saumucis,saumuci,Masculine,3i,父称,patronymic
145944,sayonis,sayoni,Masculine,3i,同胎、子宮兄弟、妻近親者,"one who is from same womb, uterine brother, proximity to wife"
153818,sarayus,sarayu,Masculine,4u,空気、風,"air, wind"
153821,sarus,saru,Masculine,4u,矢印,arrow
153781,saṅkus,saṅku,Masculine,4u,穴,hole
149388,saṃyamī,saṃyamin,Masculine,3n,支配者、修行者、聖人,"ruler, ascetic, saint"
151914,antus,antu,Masculine,4u,守護者、守護者、印、特徴,"guardian, protector, mark, characteristic"
152142,kantus,kantu,Masculine,4u,愛、愛の神、心、心、穀倉,"love, god of love, mind, heart, granary"
152876,parus,paru,Masculine,4u,手足、一員、山、海、空、楽園,"limb, member, mountain, ocean, sky, paradise"
144177,bhṛkuṭis,bhṛkuṭi,Masculine,3i,しかめっ面,Frown
144219,bhrukuṭis,bhrukuṭi,Masculine,3i,しかめっ面,Frowning
145573,śikhis,śikhi,Masculine,3i,しき,Shikhi
141426,atasis,atasi,Masculine,3i,したがって,Therefore
143097,dṛḍhanemis,dṛḍhanemi,Masculine,3i,しっかりした,firm-legged
143101,dṛḍhasaṃdhis,dṛḍhasaṃdhi,Masculine,3i,しっかりした関節,Firm joints
153688,śinibāhus,śinibāhu,Masculine,4u,しにばふ,Shinibahu
153690,śimyus,śimyu,Masculine,4u,しみゅう,Shimyu
150254,bhṛtyabhartā,bhṛtyabhartṛ,Masculine,3r,しもべ夫,servant husband
140765,krauñcavan,krauñcavat,Masculine,3con,しゃがむように,Like a crouch
152311,krauñcaśatrus,krauñcaśatru,Masculine,4u,しゃがむ敵,Crouch enemy
142340,krauñcākṣis,krauñcākṣi,Masculine,3i,しゃがんだ目,Crouch-eyed
145420,śakunis,śakuni,Masculine,3i,しゃくに,Shakuni
145511,śākunis,śākuni,Masculine,3i,しゃくに,Shakuni
149211,śākunī,śākunin,Masculine,3n,しゃくにん,Shakunin
145512,śākuntakis,śākuntaki,Masculine,3i,しゃくん滝,Shakuntaki
153665,śaśiketus,śaśiketu,Masculine,4u,しゃしけつ,Shashiketu
145423,śakkaris,śakkari,Masculine,3i,しゃっかり,Shakkari
145535,śābaris,śābari,Masculine,3i,しゃばり,Shabari
153650,śayus,śayu,Masculine,4u,しゃゆ,Shayu
145432,śaṅkocis,śaṅkoci,Masculine,3i,しゃんこち,Shankochi
153709,śukatarus,śukataru,Masculine,4u,しゅかたる,Shukataru
149279,śukayogī,śukayogin,Masculine,3n,しゅかよぎん,Shukayogin
146379,syaukāmis,syaukāmi,Masculine,3i,しょうかみ,Syoukami
145697,śokāris,śokāri,Masculine,3i,しょかり,Shokari
145581,śiris,śiri,Masculine,3i,しり,Shiri
149245,śirīṣī,śirīṣin,Masculine,3n,しりしん,Shirishin
153938,sṛdākus,sṛdāku,Masculine,4u,しりだく,Sridaku
149250,śirohārī,śirohārin,Masculine,3n,しろはりん,Shiroharin
147406,jagatsākṣī,jagatsākṣin,Masculine,3n,じゃがさくしん,Jagatsakshin
152487,jaṭāyus,jaṭāyu,Masculine,4u,じゃたゆ,Jatayu
142710,jayakeśis,jayakeśi,Masculine,3i,じゃやけし,Jayakeshi
152497,jaratkārus,jaratkāru,Masculine,4u,じゃらっかる,Jaratkaru
152500,jarāyus,jarāyu,Masculine,4u,じゃらゆ,Jarayu
142778,jṛṅgis,jṛṅgi,Masculine,3i,じりんぎ,Jringi
153881,sugātus,sugātu,Masculine,4u,すがつ,Sugatu
143922,prīyatis,prīyati,Masculine,3i,すき,loves it
154355,sadyaḥkrī,sadyaḥkrī,Masculine,3ilong,すぐに,Immediately
152945,pṛthāsūnus,pṛthāsūnu,Masculine,4u,すぐにプリタ,Soon of Pritha
146127,sukeśis,sukeśi,Masculine,3i,すけし,Sukeshi
146211,susakhis,susakhi,Masculine,3i,すさき,Susakhi
146209,suṣis,suṣi,Masculine,3i,葦の穴、杖の穴、管,"hole of reed, hole of cane, tube"
153886,sudārus,sudāru,Masculine,4u,すだる,Sudaru
148317,bhāvī,bhāvin,Masculine,3n,すべき,ought
149496,sarvātmā,sarvātman,Masculine,3n,すべてに浸透,All-pervading
151700,sarvābhibhūs,sarvābhibhū,Masculine,3s,すべてに浸透,All-pervading
149469,sarvakarmā,sarvakarman,Masculine,3n,すべてのアクションで,in all actions
145987,sarvopādhis,sarvopādhi,Masculine,3i,すべてのタイトル,All titles
145988,sarvauṣadhis,sarvauṣadhi,Masculine,3i,すべてのハーブ,All herbs
149473,sarvatūryaninādī,sarvatūryaninādin,Masculine,3n,すべてのラッパが鳴り響いた,all the trumpets sounded
149484,sarvalokāntarātmā,sarvalokāntarātman,Masculine,3n,すべての世界の魂よ,O soul of all the worlds
153829,sarvaprabhus,sarvaprabhu,Masculine,4u,すべての主,Lord of all
149493,sarvasvāmī,sarvasvāmin,Masculine,3n,すべての主よ,O Lord of all
153828,sarvapaśus,sarvapaśu,Masculine,4u,すべての動物,All animals
145975,sarvabhūtādhipatis,sarvabhūtādhipati,Masculine,3i,すべての存在の主,Lord of all beings
150447,sarvabhāvādhiṣṭhātā,sarvabhāvādhiṣṭhātṛ,Masculine,3r,すべての存在の所有者,the possessor of all beings
150449,sarvasattvatrātā,sarvasattvatrātṛ,Masculine,3r,すべての存在の救世主,Savior of all beings
153832,sarvartus,sarvartu,Masculine,4u,すべての季節,All seasons
145967,sarvadānavidhis,sarvadānavidhi,Masculine,3i,すべての寄付方法,All donation methods
153831,sarvamṛtyus,sarvamṛtyu,Masculine,4u,すべての死,All death
145970,sarvadevamūrtipratiṣṭhāvidhis,sarvadevamūrtipratiṣṭhāvidhi,Masculine,3i,すべての神々の偶像を確立する方法,The method of establishing the idols of all the gods
145971,sarvadevasādhāraṇanityapūjāvidhis,sarvadevasādhāraṇanityapūjāvidhi,Masculine,3i,すべての神々の通常の毎日の礼拝,The ordinary daily worship of all the gods
145968,sarvadevapratiṣṭhākramavidhis,sarvadevapratiṣṭhākramavidhi,Masculine,3i,すべての神々を確立する方法,The method of establishing all the gods
145969,sarvadevapratiṣṭhāvidhis,sarvadevapratiṣṭhāvidhi,Masculine,3i,すべての神々を確立する方法,The method of establishing all the gods
145923,samastadevatāpūjāvidhis,samastadevatāpūjāvidhi,Masculine,3i,すべての神々を祀る方法,The method of worshiping all the gods
150448,sarvaśāstrapravetā,sarvaśāstrapravetṛ,Masculine,3r,すべての経典のプラヴェトリ,Pravetri of all scriptures
145965,sarvatīrthayātrāvidhis,sarvatīrthayātrāvidhi,Masculine,3i,すべての聖地への巡礼方法,The method of pilgrimage to all holy places
145960,sarvagranthis,sarvagranthi,Masculine,3i,すべての腺,All the glands
145924,samastasākṣis,samastasākṣi,Masculine,3i,すべての証人,All witnesses
149491,sarvasākṣī,sarvasākṣin,Masculine,3n,すべての証人,All-Witness
145974,sarvaprāyaścittavidhis,sarvaprāyaścittavidhi,Masculine,3i,すべての贖罪の方法,The method of all atonement
150446,sarvaniyantā,sarvaniyantṛ,Masculine,3r,すべてを支配する,All-controlling
149438,samantadarśī,samantadarśin,Masculine,3n,すべてを見通す,The all-seeing
151699,sarvaśāntikṛt,sarvaśāntikṛt,Masculine,3s,すべて平和,All-peaceful
146644,anyathāvādī,anyathāvādin,Masculine,3n,そうでなければ,Otherwise-speaking
146312,saumyagiris,saumyagiri,Masculine,3i,そうみゃぎり,Soumyagiri
140834,tatrabhavan,tatrabhavat,Masculine,3con,そこで起こった,It happened there
150549,anyabhṛt,anyabhṛt,Masculine,3s,その他の担い手,Other bearers
153007,barus,baru,Masculine,4u,その代わり,Instead
150029,tatkartā,tatkartṛ,Masculine,3r,その実行者,the doer of that
140833,tatobhavan,tatobhavat,Masculine,3con,それからそれは起こった,Then it happened
143004,dahatis,dahati,Masculine,3i,それが燃えます,It burns
153000,pherus,pheru,Masculine,4u,それで,Then
154084,ahī,ahī,Masculine,3ilong,それでおしまい,That's it
152348,kharus,kharu,Masculine,4u,それはそう,Indeed
145824,saṃtrāyatis,saṃtrāyati,Masculine,3i,それは保存します,It saves
148641,yāvā,yāvan,Masculine,3n,それまで,until
152061,udatantus,udatantu,Masculine,4u,それらを上昇させます,Let them rise
153108,bhraṃśathus,bhraṃśathu,Masculine,4u,それらを崩壊させてください,Let them collapse
152327,kṣipaṇus,kṣipaṇu,Masculine,4u,それを捨てる,Throw it away
