40077,saṃhāna,saṃhāna,1-2,三漢,Sanhan,0
40078,tṛtīya,tṛtīya,1-2,三番,Third,0
40079,trisaṃdhika,trisaṃdhika,1-2,三結膜,Triconjunctival,0
40080,saṃśīna,saṃśīna,1-2,三線,Sanshin,0
40081,triprātihāryasampanna,triprātihāryasampanna,1-2,三者,tripartite,0
40082,trivrata,trivrata,1-2,三者,tripartite,0
40083,traivṛta,traivṛta,1-2,三者,tripartite,0
40084,trivṛtprāya,trivṛtprāya,1-2,三者,tripartite,0
40085,traipakṣika,traipakṣika,1-2,三者,Tripartite,0
40086,tripada,tripada,1-2,三脚,Tripod,0
40087,tripādaka,tripādaka,1-2,三脚,Tripod,0
40088,tripājasya,tripājasya,1-2,三脚の,of the tripod,0
40089,tripādavigraha,tripādavigraha,1-2,三脚ビグラハ,Tripod Vigraha,0
40090,triśukriya,triśukriya,1-2,三角,triangular,0
40091,trivargapārīṇa,trivargapārīṇa,1-2,三角,triangular,0
40092,trāpuṣa,trāpuṣa,1-2,三角形,triangle,0
40093,tridoṣaghna,tridoṣaghna,1-2,三角形,triangle,0
40094,trikarṇa,trikarṇa,1-2,三角形,Triangle,0
40095,trikoṇa,trikoṇa,1-2,三角形,Triangle,0
40096,tribhuja,tribhuja,1-2,三角形,Triangle,0
40097,traiyakṣa,traiyakṣa,1-2,三角形,Triangle,0
40098,tryaṃśa,tryaṃśa,1-2,三角形,Triangle,0
40099,tryaṅgula,tryaṅgula,1-2,三角形,Triangle,0
40100,tripratiṣṭhita,tripratiṣṭhita,1-2,三連祭壇画,triptych,0
40101,saṃnodana,saṃnodana,1-2,三野団,Sannodan,0
40102,triṣṭuṇmukha,triṣṭuṇmukha,1-2,三面,three-sided,0
40103,triśaṅkutilaka,triśaṅkutilaka,1-2,三面体,trihedral,0
40104,apaha,apaha,1-2,上,up,0
40105,apva,apva,1-2,上,up,0
40106,uparitana,uparitana,1-2,上,top,0
40107,upariṣṭātsvāhākāra,upariṣṭātsvāhākāra,1-2,上からスヴァハカラ,Svahakara from above,0
40108,uditānudita,uditānudita,1-2,上げた,raised,0
40109,ucchṛṅgita,ucchṛṅgita,1-2,上げた,raised,0
40110,udvṛddha,udvṛddha,1-2,上げた,raised,0
40111,unnata,unnata,1-2,上げた,raised,0
40112,caurībhūta,caurībhūta,1-2,上げた,raised,0
40113,samuddhatalāṅgūla,samuddhatalāṅgūla,1-2,上げられたボトムテール,raised bottom tail,0
40114,samunnatalāṅgula,samunnatalāṅgula,1-2,上げられた手のひら,raised palm,0
40115,udyatāyudha,udyatāyudha,1-2,上げられた武器,raised weapons,0
40116,samucchritabhuja,samucchritabhuja,1-2,上げられた腕,raised arms,0
40117,anunnatagātra,anunnatagātra,1-2,上げられていない体,Unraised body,0
40118,adhiśayita,adhiśayita,1-2,上にある,Overlying,0
40119,ātiśāyika,ātiśāyika,1-2,上にある,Overlying,0
40120,uparicihnita,uparicihnita,1-2,上にマーク,marked above,0
40121,tairohnya,tairohnya,1-2,上る,swim up,0
40122,aurdhvadeha,aurdhvadeha,1-2,上半身,Upper body,0
40123,aurdhvadehika,aurdhvadehika,1-2,上半身,Upper body,0
40124,aurdhvadaihika,aurdhvadaihika,1-2,上半身,Upper body,0
40125,apamukha,apamukha,1-2,上向き,Upward,0
40126,uparidaśa,uparidaśa,1-2,上向き,Upwards,0
40127,ūrdhva,ūrdhva,1-2,上向き,upwards,0
40128,ūrdhvaka,ūrdhvaka,1-2,上向き,Upward,0
40129,ūrdhvamukha,ūrdhvamukha,1-2,上向き,upward facing,0
40130,ūrdhvasvapna,ūrdhvasvapna,1-2,上向きの夢,Upward dreams,0
40131,ūrdhvakṛśana,ūrdhvakṛśana,1-2,上向きの牽引力,Upward traction,0
40132,ūrdhvabhaktika,ūrdhvabhaktika,1-2,上向きの献身の,of the upward devotion,0
40133,ūrdhvakara,ūrdhvakara,1-2,上向きの税金,Upward taxes,0
40134,ūrdhvacaraṇa,ūrdhvacaraṇa,1-2,上向きフェーズ,Upward phase,0
40135,ūrdhvamūla,ūrdhvamūla,1-2,上向きルート,Upward root,0
40136,susvādutoya,susvādutoya,1-2,上品,tasteful,0
40137,svādukāra,svādukāra,1-2,上品,Tasteful,0
40138,āsvādyatoya,āsvādyatoya,1-2,上品な水,tasteful water,0
40139,ūrdhvavāla,ūrdhvavāla,1-2,上壁,Upper wall,0
40140,udamaya,udamaya,1-2,上昇,rise,0
40141,udvaha,udvaha,1-2,上昇,rise,0
40142,adhiroha,adhiroha,1-2,上昇,Ascension,0
40143,abhyārūḍha,abhyārūḍha,1-2,上昇,Ascended,0
40144,ānurohiṇa,ānurohiṇa,1-2,上昇,Ascending,0
40145,ārohaṇa,ārohaṇa,1-2,上昇,ascent,0
40146,ārohaṇavāha,ārohaṇavāha,1-2,上昇,ascension,0
40147,āskandita,āskandita,1-2,上昇,Ascended,0
40148,uparūḍha,uparūḍha,1-2,上昇,Ascended,0
40149,upārūḍha,upārūḍha,1-2,上昇,ascended,0
40150,saṃrohaṇa,saṃrohaṇa,1-2,上昇,Ascension,0
40151,samārūḍha,samārūḍha,1-2,上昇,Ascended,0
40152,ūrdhvasāna,ūrdhvasāna,1-2,上昇する,ascend,0
40153,apastama,apastama,1-2,上流の,upstream,0
40154,śaṃgaya,śaṃgaya,1-2,上海,Shanghai,0
40155,sāṅgaja,sāṅgaja,1-2,上海,Sangaj,0
40156,adhivastra,adhivastra,1-2,上着,overclothing,0
40157,ucathya,ucathya,1-2,上級,high level,0
40158,ūrdhvakarṇa,ūrdhvakarṇa,1-2,上耳,The upper ear,0
40159,nibhṛtordhvakarṇa,nibhṛtordhvakarṇa,1-2,上耳を落ち着かせる,calm upper ears,0
40160,ūrdhvapāda,ūrdhvapāda,1-2,上肢,The upper legs,0
40161,ūrdhvaliṅga,ūrdhvaliṅga,1-2,上肢,Upper Limb,0
40162,ūrdhvastana,ūrdhvastana,1-2,上胸,Upper breasts,0
40163,trinaiṣkika,trinaiṣkika,1-2,上腕三頭筋,triceps,0
40164,dviśiraska,dviśiraska,1-2,上腕二頭筋,Biceps,0
40165,uktapūrva,uktapūrva,1-2,上記,The foregoing,0
40166,uparakta,uparakta,1-2,上記,The above,0
40167,uparigata,uparigata,1-2,上記,The above,0
40168,parokta,parokta,1-2,上記,The above,0
40169,yathodita,yathodita,1-2,上記のように,As mentioned above,0
40170,yathodgata,yathodgata,1-2,上記のように,As mentioned above,0
40171,yāvadukta,yāvadukta,1-2,上記のように,As mentioned above,0
40172,uparataviṣayābhilāṣa,uparataviṣayābhilāṣa,1-2,上記の主題に対する欲求,desire for the subject of the above,0
40173,uktārtha,uktārtha,1-2,上記の意味,The above meaning,0
40174,uktavākya,uktavākya,1-2,上記の文,The said sentence,0
40175,upariṣṭāllakṣaṇa,upariṣṭāllakṣaṇa,1-2,上記の特徴,The above characteristics,0
40176,uktānuśāsana,uktānuśāsana,1-2,上記の規律,The said discipline,0
40177,abhiyācita,abhiyācita,1-2,上訴人,Appellant,0
40178,āpīḍita,āpīḍita,1-2,上訴人,Appellant,0
40179,āpīḍakajāta,āpīḍakajāta,1-2,上訴人カースト,Appellant caste,0
40180,ūrdhvakapāla,ūrdhvakapāla,1-2,上部の頭蓋骨,The upper skull,0
40181,ūrdhvasasya,ūrdhvasasya,1-2,上部作物の,of the upper crop,0
40182,uparibhakta,uparibhakta,1-2,上部構造,The superstructure,0
40183,ūrdhvanāla,ūrdhvanāla,1-2,上部運河,Upper canal,0
40184,ūrdhvabhāgahara,ūrdhvabhāgahara,1-2,上部部分,The upper parthar,0
40185,adhiśasta,adhiśasta,1-2,上長,Superior,0
40186,uparisthita,uparisthita,1-2,上長,Superior,0
40187,bhūmiprāpta,bhūmiprāpta,1-2,上陸,Landed,0
40188,sthalārūḍha,sthalārūḍha,1-2,上陸,landed,0
40189,ūrdhvakeśa,ūrdhvakeśa,1-2,上髪,Upper hair,0
40190,aṇḍara,aṇḍara,1-2,下,Under,0
40191,antagata,antagata,1-2,下,Under the,0
40192,antargata,antargata,1-2,下,Under the,0
40193,talagata,talagata,1-2,下,Below,0
40194,nimna,nimna,1-2,下,Below,0
40195,nīcagata,nīcagata,1-2,下,Below,0
40196,adhaḥsthita,adhaḥsthita,1-2,下にあります,Located below,0
40197,adhaḥsthānāsana,adhaḥsthānāsana,1-2,下の位置,The lower position,0
40198,hīnavīrya,hīnavīrya,1-2,下の精子,inferior spermatozoa,0
40199,avanatakaya,avanatakaya,1-2,下り坂の、落ち目の,downgrade,0
40200,avanatānana,avanatānana,1-2,下り坂の、落ち目の,downgrade,0
40201,avanatottarakāya,avanatottarakāya,1-2,下り坂の、落ち目の,downgrade,0
40202,avaniṃgata,avaniṃgata,1-2,下り坂の、落ち目の,downgraded,0
40203,adhaspada,adhaspada,1-2,下位,Subordinate,0
40204,apradhāna,apradhāna,1-2,下位,subordinate,0
40205,upanaddha,upanaddha,1-2,下位,Subordinate,0
40206,upanihita,upanihita,1-2,下位,Subordinate,0
40207,uparacita,uparacita,1-2,下位,Subordinate,0
40208,upaśrita,upaśrita,1-2,下位,Subordinate,0
40209,parādhīna,parādhīna,1-2,下位,Subordinate,0
40210,anupadhiśeṣa,anupadhiśeṣa,1-2,下位の残り,Subordinate remainder,0
40211,nīcāyakīya,nīcāyakīya,1-2,下位レベル,Lower-level,0
40212,śithilitajya,śithilitajya,1-2,下剤,laxative,0
40213,recaka,recaka,1-2,下剤,Laxatives,0
40214,recakita,recakita,1-2,下剤,Laxative,0
40215,lākṣyika,lākṣyika,1-2,下剤,Laxative,0
40216,virecaka,virecaka,1-2,下剤,Laxative,0
40217,adhogata,adhogata,1-2,下向き,Downwards,0
40218,adhomukha,adhomukha,1-2,下向き,Downward facing,0
40219,avāṅmukha,avāṅmukha,1-2,下向き,downwards,0
40220,nimnābhimukha,nimnābhimukha,1-2,下向き,facing downwards,0
40221,pitṛpīta,pitṛpīta,1-2,下垂体,pituitary,0
40222,upaśaya,upaśaya,1-2,下塗り,Subbed,0
40223,durvikalpa,durvikalpa,1-2,下手な選択,Bad choice,0
40224,adhaḥstha,adhaḥstha,1-2,下段,The lower,0
40225,nīcopagata,nīcopagata,1-2,下流,Downstream,0
40226,atasāyya,atasāyya,1-2,下痢,diarrhea,0
40227,atijara,atijara,1-2,下痢,diarrhea,0
40228,ātisārika,ātisārika,1-2,下痢,Diarrhea,0
40229,dasta,dasta,1-2,下痢,Diarrhea,0
40230,pramehaṇa,pramehaṇa,1-2,下痢,Diarrhea,0
40231,avacaskara,avacaskara,1-2,下着,Underwear,0
40232,adhastana,adhastana,1-2,下胸,Lower breast,0
40233,vimārgaga,vimārgaga,1-2,下船,disembarkation,0
40234,gadāhasta,gadāhasta,1-2,下衆野郎,asshole,0
40235,upayantrita,upayantrita,1-2,下請け,Subcontracted,0
40236,upasaṃnaddha,upasaṃnaddha,1-2,下請け,Subcontracted,0
40237,upasaṃpanna,upasaṃpanna,1-2,下請け,subcontracted,0
40238,upasaṃbhṛta,upasaṃbhṛta,1-2,下請け,Subcontracted,0
40239,upasaṃhata,upasaṃhata,1-2,下請け,Subcontracted,0
40240,talasthita,talasthita,1-2,下部にあります,Located at the bottom,0
40241,adhobhāgadoṣahara,adhobhāgadoṣahara,1-2,下部欠陥除去剤,Lower part defect remover,0
40242,adhaḥkumba,adhaḥkumba,1-2,下鍋,The lower pot,0
40243,adhovadana,adhovadana,1-2,下面,Lower face,0
40244,nimnalalāṭa,nimnalalāṭa,1-2,下額,Lower forehead,0
40245,mañjiṣṭhābha,mañjiṣṭhābha,1-2,下顎,mandibular,0
40246,vicetavya,vicetavya,1-2,不一致,discrepancy,0
40247,asaṃyoga,asaṃyoga,1-2,不一致,Incoincidence,0
40248,advaita,advaita,1-2,不二一元論,Advaita,0
40249,anupopta,anupopta,1-2,不人気,Unpopular,0
40250,naiṣkarmya,naiṣkarmya,1-2,不作為,inaction,0
40251,asugama,asugama,1-2,不便,Inconvenient,0
40252,aviśvāsa,aviśvāsa,1-2,不信,Distrust,0
40253,aśraddhita,aśraddhita,1-2,不信者,Unbelievers,0
40254,asaṃśabdya,asaṃśabdya,1-2,不健全,Unsound,0
40255,avasathya,avasathya,1-2,不健康,ill health,0
40256,anārogya,anārogya,1-2,不健康な、病身の、不健全な、不自然な、病的な、命にかかわる、危険な,unhealthy,0
40257,anārogyakara,anārogyakara,1-2,不健康な、病身の、不健全な、不自然な、病的な、命にかかわる、危険な,unhealthy,0
40258,apathya,apathya,1-2,不健康な、病身の、不健全な、不自然な、病的な、命にかかわる、危険な,unhealthy,0
40259,asustha,asustha,1-2,不健康な、病身の、不健全な、不自然な、病的な、命にかかわる、危険な,unhealthy,0
40260,asvastha,asvastha,1-2,不健康な、病身の、不健全な、不自然な、病的な、命にかかわる、危険な,unhealthy,0
40261,kupathya,kupathya,1-2,不健康な、病身の、不健全な、不自然な、病的な、命にかかわる、危険な,unhealthy,0
40262,niṣpathya,niṣpathya,1-2,不健康な、病身の、不健全な、不自然な、病的な、命にかかわる、危険な,unhealthy,0
40263,asvasthaśarīra,asvasthaśarīra,1-2,不健康な体,Unhealthy body,0
40264,apathyanimitta,apathyanimitta,1-2,不健康な原因,Unhealthy causes,0
40265,anargala,anargala,1-2,不公平,Unfair,0
40266,anupatita,anupatita,1-2,不公平,Unfair,0
40267,avacita,avacita,1-2,不公平,Unfair,0
40268,anavahvara,anavahvara,1-2,不利,unfavourable,0
40269,anuṣṭupkarmīṇa,anuṣṭupkarmīṇa,1-2,不利,unfavorable,0
40270,apuṣkala,apuṣkala,1-2,不利,unfavourable,0
40271,apratikūla,apratikūla,1-2,不利,unfavourable,0
40272,pratikūla,pratikūla,1-2,不利,Adverse,0
40273,pratikūlika,pratikūlika,1-2,不利,Adverse,0
40274,prātikūlika,prātikūlika,1-2,不利,Adverse,0
40275,vipratikūla,vipratikūla,1-2,不利,Adverse,0
40276,pratikūladarśana,pratikūladarśana,1-2,不利な哲学,Adverse philosophy,0
40277,pratikūlavedanīya,pratikūlavedanīya,1-2,不利な痛み,adverse painful,0
40278,pratikūladaiva,pratikūladaiva,1-2,不利な運命,Adverse destiny,0
40279,ahita,ahita,1-2,不利益,Disadvantage,0
40280,apobdha,apobdha,1-2,不動,undeterred,0
40281,atyupadha,atyupadha,1-2,足りない,insufficient,0
40282,anupta,anupta,1-2,足りない,Insufficient,0
40283,aparyāṇa,aparyāṇa,1-2,足りない,inadequate,0
40284,aparyāpta,aparyāpta,1-2,足りない,Inadequate,0
40285,aparyeṣṭa,aparyeṣṭa,1-2,足りない,insufficient,0
40286,ayatheṣṭa,ayatheṣṭa,1-2,足りない,Insufficiently,0
40287,abhedya,abhedya,1-2,不可侵,impenetrable,0
40288,avilaṅghanīya,avilaṅghanīya,1-2,不可侵,Inviolable,0
40289,avilaṅghya,avilaṅghya,1-2,不可侵,Inviolable,0
40290,durbhedya,durbhedya,1-2,不可侵,impenetrable,0
40291,avibhāgya,avibhāgya,1-2,不可分,indivisible,0
40292,avibhājya,avibhājya,1-2,不可分,indivisible,0
40293,nirbhajyamāna,nirbhajyamāna,1-2,不可分,indivisible,0
40294,nirbhājya,nirbhājya,1-2,不可分,indivisible,0
40295,anivārya,anivārya,1-2,不可欠,Essential,0
40296,vaśyaka,vaśyaka,1-2,不可欠,Essential,0
40297,sāramaya,sāramaya,1-2,不可欠,Essential,0
40298,aśakya,aśakya,1-2,不可能な,Impossible,0
40299,aśakyārtha,aśakyārtha,1-2,不可能な意味,Impossible meaning,0
40300,adarśana,adarśana,1-2,不可視,Invisibility,0
40301,avyatha,avyatha,1-2,不可解,inexplicable,0
40302,tiroahnya,tiroahnya,1-2,不可解,inexplicable,0
40303,ajoṣya,ajoṣya,1-2,不可解,inexplicable,0
40304,agūḍha,agūḍha,1-2,不可解,Mysterious,0
40305,anindanīya,anindanīya,1-2,不可解,Unreprehensible,0
40306,abadhya,abadhya,1-2,不可解,inexplicable,0
40307,abodhanīya,abodhanīya,1-2,不可解,inexplicable,0
40308,abhyūhya,abhyūhya,1-2,不可解,inexplicable,0
40309,alabdhagādha,alabdhagādha,1-2,不可解,inexplicable,0
40310,avyākhyeya,avyākhyeya,1-2,不可解,Inexplicable,0
40311,durnirīkṣya,durnirīkṣya,1-2,不可解,Inscrutable,0
40312,apāyasaṃvartanīya,apāyasaṃvartanīya,1-2,不可逆,irreversible,0
40313,aprativīrya,aprativīrya,1-2,不可逆,irreversible,0
40314,avaivartika,avaivartika,1-2,不可逆,irreversible,0
40315,avyāvartanīya,avyāvartanīya,1-2,不可逆,Irreversible,0
40316,durnivartya,durnivartya,1-2,不可逆,Irreversible,0
40317,anivartana,anivartana,1-2,不可逆性,Irreversibility,0
40318,viphalpha,viphalpha,1-2,不合格,fail,0
40319,atathocita,atathocita,1-2,不合理な、理不尽な,Unreasonable,0
40320,atarka,atarka,1-2,不合理な、理不尽な,Irrational,0
40321,atarkita,atarkita,1-2,不合理な、理不尽な,irrational,0
40322,atarkya,atarkya,1-2,不合理な、理不尽な,Irrational,0
40323,aparimeya,aparimeya,1-2,不合理な、理不尽な,irrational,0
40324,apratimeya,apratimeya,1-2,不合理な、理不尽な,irrational,0
40325,aprameya,aprameya,1-2,不合理な、理不尽な,irrational,0
40326,ayathocita,ayathocita,1-2,不合理な、理不尽な,unreasonable,0
40327,ayuktiyukta,ayuktiyukta,1-2,不合理な、理不尽な,irrational,0
40328,ayauktika,ayauktika,1-2,不合理な、理不尽な,irrational,0
40329,aryamya,aryamya,1-2,不合理な、理不尽な,unreasonable,0
40330,ahetuka,ahetuka,1-2,不合理な、理不尽な,unreasonable,0
40331,ahaituka,ahaituka,1-2,不合理な、理不尽な,unreasonable,0
40332,nirvitarka,nirvitarka,1-2,不合理な、理不尽な,irrational,0
40333,niṣṭarkya,niṣṭarkya,1-2,不合理な、理不尽な,Irrational,0
40334,nistarkya,nistarkya,1-2,不合理な、理不尽な,irrational,0
40335,dustarkamūla,dustarkamūla,1-2,不合理なルート,Unreasonable root,0
40336,anvayāgata,anvayāgata,1-2,不合理に,Follow-up,0
40337,atarkitopapanna,atarkitopapanna,1-2,不合理に発生する,irrationally occurring,0
40338,apāpada,apāpada,1-2,不吉,inauspicious,0
40339,avasānya,avasānya,1-2,不吉,inauspicious,0
40340,apraśasya,apraśasya,1-2,不吉,inauspicious,0
40341,amuṣyakula,amuṣyakula,1-2,不吉,inauspicious,0
40342,aśubha,aśubha,1-2,不吉,Ominous,0
40343,aśubhātmaka,aśubhātmaka,1-2,不吉,Ominous,0
40344,aśubhadarśana,aśubhadarśana,1-2,不吉な光景,Ominous sight,0
40345,aniṣṭasūcaka,aniṣṭasūcaka,1-2,不吉な指標,Ominous indicator,0
40346,ayaśaskara,ayaśaskara,1-2,不名誉,dishonorable,0
40347,duṣprasādana,duṣprasādana,1-2,不名誉,Misgrace,0
40348,ayaśasya,ayaśasya,1-2,不名誉の,of dishonor,0
40349,kalahakāra,kalahakāra,1-2,不和,discord,0
40350,atisthūla,atisthūla,1-2,不器用,clumsy,0
40351,ratilampaṭa,ratilampaṭa,1-2,不器用さ,clumsiness,0
40352,anupasthāpita,anupasthāpita,1-2,不在,Absent,0
40353,anupasthita,anupasthita,1-2,不在,absent,0
40354,aprayāja,aprayāja,1-2,不在,non-appearance,0
40355,nirupasthāyaka,nirupasthāyaka,1-2,不在,absent,0
40356,viṣamakriya,viṣamakriya,1-2,不均一,Heterogeneous,0
40357,viṣamagata,viṣamagata,1-2,不均一,Heterogeneous,0
40358,viṣamamaya,viṣamamaya,1-2,不均一,heterogeneous,0
40359,viṣamarūpya,viṣamarūpya,1-2,不均一,heterogeneous,0
40360,viṣamavyāptika,viṣamavyāptika,1-2,不均一,heterogeneous,0
40361,viṣamaśiṣṭa,viṣamaśiṣṭa,1-2,不均一,heterogeneous,0
40362,viṣamaśīla,viṣamaśīla,1-2,不均一,Heterogeneous,0
40363,viṣamīya,viṣamīya,1-2,不均一,Heterogeneous,0
40364,viṣamonnata,viṣamonnata,1-2,不均一に上昇,unevenly elevated,0
40365,viṣamanayana,viṣamanayana,1-2,不均一性,heterogeneity,0
40366,vipramatta,vipramatta,1-2,不均衡,disproportionate,0
40367,anupanata,anupanata,1-2,不均衡,disproportionate,0
40368,apramita,apramita,1-2,不均衡,disproportionate,0
40369,asaṃpāta,asaṃpāta,1-2,不均衡,Disproportion,0
40370,avoṣya,avoṣya,1-2,不変,invariable,0
40371,acara,acara,1-2,不変,Immutable,0
40372,anāntarīyaka,anāntarīyaka,1-2,不変,Invariant,0
40373,aparivartanīya,aparivartanīya,1-2,不変,immutable,0
40374,apūrvapada,apūrvapada,1-2,不変,invariable,0
40375,avikalpa,avikalpa,1-2,不変,Invariant,0
40376,avikārya,avikārya,1-2,不変,Invariant,0
40377,avicṛtya,avicṛtya,1-2,不変,invariable,0
40378,nirapavarta,nirapavarta,1-2,不変,Invariant,0
40379,avikārasadṛśa,avikārasadṛśa,1-2,不変に似ています,similar to the invariant,0
40380,abandhya,abandhya,1-2,不妊,infertile,0
40381,avīrya,avīrya,1-2,不妊,Infertility,0
40382,avṛṣaṇa,avṛṣaṇa,1-2,不妊,Infertility,0
40383,vandhya,vandhya,1-2,不妊,infertile,0
40384,upaca,upaca,1-2,不安,Anxiety,0
40385,aniśānta,aniśānta,1-2,不安,Uneasy,0
40386,anudvega,anudvega,1-2,不安,Anxiety,0
40387,apragrāha,apragrāha,1-2,不安,apprehension,0
40388,aśāntikara,aśāntikara,1-2,不安,Unsettling,0
40389,asāṃtāpika,asāṃtāpika,1-2,不安,Unsettling,0
40390,asurakṣayaṇa,asurakṣayaṇa,1-2,不安,Insecurity,0
40391,āśaṅkita,āśaṅkita,1-2,不安,apprehensive,0
40392,utkaṇṭha,utkaṇṭha,1-2,不安,Anxiety,0
40393,udvega,udvega,1-2,不安,Anxiety,0
40394,udvejana,udvejana,1-2,不安,Anxiety,0
40395,udvepa,udvepa,1-2,不安,Anxiety,0
40396,cintāvivikta,cintāvivikta,1-2,不安-人里離れた,Anxiety-secluded,0
40397,anavasthitacitta,anavasthitacitta,1-2,不安な心の,Unsettled mind,0
40398,vikarmastha,vikarmastha,1-2,不安定,erratic,0
40399,adṛḍha,adṛḍha,1-2,不安定,unsteady,0
40400,anavasthāna,anavasthāna,1-2,不安定,instability,0
